Entity,Year,Total population (Gapminder)
Taiwan,1964,12631000
Taiwan,1965,12978000
Taiwan,1966,13321000
Taiwan,1967,13649000
Taiwan,1968,13962000
Taiwan,1969,14282000
Taiwan,1970,14598000
Taiwan,1971,14918000
Taiwan,1972,15226000
Taiwan,1973,15526000
Taiwan,1974,15824000
Taiwan,1975,16122000
Taiwan,1976,16450000
Taiwan,1977,16785000
Taiwan,1978,17112000
Taiwan,1979,17450000
Taiwan,1980,17848000
Taiwan,1981,18177000
Taiwan,1982,18501000
Taiwan,1983,18803000
Taiwan,1984,19083000
Taiwan,1985,19337000
Taiwan,1986,19556000
Taiwan,1987,19758000
Taiwan,1988,19976000
Taiwan,1989,20208000
Taiwan,1990,20278000
Taiwan,1991,20492000
Taiwan,1992,20687000
Taiwan,1993,20886000
Taiwan,1994,21093000
Taiwan,1995,21290000
Taiwan,1996,21458000
Taiwan,1997,21639000
Taiwan,1998,21834000
Taiwan,1999,22008000
Taiwan,2000,22183000
Taiwan,2001,22336000
Taiwan,2002,22451000
Taiwan,2003,22543000
Taiwan,2004,22622000
Taiwan,2005,22701000
Taiwan,2006,22782000
Taiwan,2007,22859000
Taiwan,2008,22921000
Taiwan,2009,22974000
Taiwan,2010,23025000
Taiwan,2011,23072000
Taiwan,2012,23114000
Taiwan,2013,23151000
Tajikistan,1800,466629
Tajikistan,1820,466629
Tajikistan,1950,1531502
Tajikistan,1951,1577037
Tajikistan,1952,1626400
Tajikistan,1953,1677745
Tajikistan,1954,1729928
Tajikistan,1955,1782503
Tajikistan,1956,1835763
Tajikistan,1957,1890702
Tajikistan,1958,1948890
Tajikistan,1959,2012262
Tajikistan,1960,2082499
Tajikistan,1961,2160358
Tajikistan,1962,2245098
Tajikistan,1963,2334221
Tajikistan,1964,2424189
Tajikistan,1965,2512493
Tajikistan,1966,2598074
Tajikistan,1967,2681780
Tajikistan,1968,2765317
Tajikistan,1969,2851284
Tajikistan,1970,2941501
Tajikistan,1971,3036693
Tajikistan,1972,3136061
Tajikistan,1973,3238090
Tajikistan,1974,3340561
Tajikistan,1975,3441990
Tajikistan,1976,3541938
Tajikistan,1977,3641296
Tajikistan,1978,3741547
Tajikistan,1979,3844809
Tajikistan,1980,3952691
Tajikistan,1981,4064671
Tajikistan,1982,4180321
Tajikistan,1983,4301334
Tajikistan,1984,4429847
Tajikistan,1985,4566786
Tajikistan,1986,4713454
Tajikistan,1987,4867754
Tajikistan,1988,5023022
Tajikistan,1989,5170285
Tajikistan,1990,5303152
Tajikistan,1991,5418785
Tajikistan,1992,5519021
Tajikistan,1993,5607922
Tajikistan,1994,5691845
Tajikistan,1995,5775404
Tajikistan,1996,5860334
Tajikistan,1997,5945181
Tajikistan,1998,6027676
Tajikistan,1999,6104268
Tajikistan,2000,6172807
Tajikistan,2001,6232587
Tajikistan,2002,6285809
Tajikistan,2003,6336724
Tajikistan,2004,6391120
Tajikistan,2005,6453240
Tajikistan,2006,6524634
Tajikistan,2007,6604426
Tajikistan,2008,6691416
Tajikistan,2009,6783390
Tajikistan,2010,6878637
Tajikistan,2011,6976958
Tajikistan,2012,7078755
Tajikistan,2013,7183529
Tanzania,1800,3019768
Tanzania,1820,3019768
Tanzania,1921,4314332
Tanzania,1931,5299000
Tanzania,1948,7740786
Tanzania,1950,7649766
Tanzania,1951,7847333
Tanzania,1952,8055939
Tanzania,1953,8274761
Tanzania,1954,8503222
Tanzania,1955,8740991
Tanzania,1956,8987990
Tanzania,1957,9244386
Tanzania,1958,9510560
Tanzania,1959,9787066
Tanzania,1960,10074485
Tanzania,1961,10373274
Tanzania,1962,10683638
Tanzania,1963,11005471
Tanzania,1964,11338515
Tanzania,1965,11682835
Tanzania,1966,12038154
Tanzania,1967,12405300
Tanzania,1968,12786751
Tanzania,1969,13185749
Tanzania,1970,13604523
Tanzania,1971,14044480
Tanzania,1972,14504837
Tanzania,1973,14982938
Tanzania,1974,15474884
Tanzania,1975,15977990
Tanzania,1976,16491445
Tanzania,1977,17016577
Tanzania,1978,17555450
Tanzania,1979,18111097
Tanzania,1980,18685789
Tanzania,1981,19281182
Tanzania,1982,19897071
Tanzania,1983,20531760
Tanzania,1984,21182600
Tanzania,1985,21848290
Tanzania,1986,22525148
Tanzania,1987,23215060
Tanzania,1988,23928658
Tanzania,1989,24680404
Tanzania,1990,25478979
Tanzania,1991,26331511
Tanzania,1992,27230502
Tanzania,1993,28152305
Tanzania,1994,29064223
Tanzania,1995,29943732
Tanzania,1996,30783155
Tanzania,1997,31592450
Tanzania,1998,32388671
Tanzania,1999,33197305
Tanzania,2000,34038161
Tanzania,2001,34917073
Tanzania,2002,35832494
Tanzania,2003,36788281
Tanzania,2004,37786946
Tanzania,2005,38831024
Tanzania,2006,39923609
Tanzania,2007,41068185
Tanzania,2008,42267667
Tanzania,2009,43524738
Tanzania,2010,44841226
Tanzania,2011,46218486
Tanzania,2012,47656367
Tanzania,2013,49153002
Thailand,1800,4665000
Thailand,1820,4665000
Thailand,1850,5230000
Thailand,1870,5775000
Thailand,1890,6670000
Thailand,1900,7320000
Thailand,1901,7413000
Thailand,1902,7507000
Thailand,1903,7602000
Thailand,1904,7699000
Thailand,1905,7797000
Thailand,1906,7896000
Thailand,1907,7996000
Thailand,1908,8098000
Thailand,1909,8201000
Thailand,1910,8305000
Thailand,1911,8431000
Thailand,1912,8559000
Thailand,1913,8689000
Thailand,1914,8822000
Thailand,1915,8957000
Thailand,1916,9094000
Thailand,1917,9232000
Thailand,1918,9418000
Thailand,1919,9608000
Thailand,1920,9802000
Thailand,1921,10000000
Thailand,1922,10202000
Thailand,1923,10435000
Thailand,1924,10673000
Thailand,1925,10916000
Thailand,1926,11165000
Thailand,1927,11419000
Thailand,1928,11734000
Thailand,1929,12058000
Thailand,1930,12392000
Thailand,1931,12735000
Thailand,1932,13087000
Thailand,1933,13399000
Thailand,1934,13718000
Thailand,1935,14045000
Thailand,1936,14379000
Thailand,1937,14721000
Thailand,1938,14980000
Thailand,1939,15244000
Thailand,1940,15513000
Thailand,1941,15787000
Thailand,1942,16060000
Thailand,1943,16462000
Thailand,1944,16868000
Thailand,1945,17284000
Thailand,1946,17710000
Thailand,1947,18148000
Thailand,1948,18569000
Thailand,1949,19000000
Thailand,1950,20607323
Thailand,1951,21150234
Thailand,1952,21718195
Thailand,1953,22312977
Thailand,1954,22936039
Thailand,1955,23588546
Thailand,1956,24271352
Thailand,1957,24985010
Thailand,1958,25729780
Thailand,1959,26505650
Thailand,1960,27312399
Thailand,1961,28149653
Thailand,1962,29016942
Thailand,1963,29913729
Thailand,1964,30839333
Thailand,1965,31792743
Thailand,1966,32771644
Thailand,1967,33774026
Thailand,1968,34799247
Thailand,1969,35846930
Thailand,1970,36915397
Thailand,1971,38004462
Thailand,1972,39109571
Thailand,1973,40219377
Thailand,1974,41319380
Thailand,1975,42398941
Thailand,1976,43453204
Thailand,1977,44483729
Thailand,1978,45494423
Thailand,1979,46492281
Thailand,1980,47482643
Thailand,1981,48460289
Thailand,1982,49422519
Thailand,1983,50379788
Thailand,1984,51346204
Thailand,1985,52328663
Thailand,1986,53339762
Thailand,1987,54368583
Thailand,1988,55370526
Thailand,1989,56284973
Thailand,1990,57072058
Thailand,1991,57711519
Thailand,1992,58225969
Thailand,1993,58671177
Thailand,1994,59126690
Thailand,1995,59650157
Thailand,1996,60258113
Thailand,1997,60933752
Thailand,1998,61660383
Thailand,1999,62408639
Thailand,2000,63155029
Thailand,2001,63898879
Thailand,2002,64642931
Thailand,2003,65370277
Thailand,2004,66060383
Thailand,2005,66698483
Thailand,2006,67276383
Thailand,2007,67796451
Thailand,2008,68267982
Thailand,2009,68706122
Thailand,2010,69122234
Thailand,2011,69518555
Thailand,2012,69892142
Thailand,2013,70243267
Togo,1800,445985
Togo,1820,445985
Togo,1950,1395458
Togo,1951,1426130
Togo,1952,1442950
Togo,1953,1453288
Togo,1954,1462655
Togo,1955,1474705
Togo,1956,1491145
Togo,1957,1511826
Togo,1958,1535016
Togo,1959,1557851
Togo,1960,1577708
Togo,1961,1593657
Togo,1962,1607735
Togo,1963,1625493
Togo,1964,1654451
Togo,1965,1699541
Togo,1966,1763332
Togo,1967,1843004
Togo,1968,1931480
Togo,1969,2018669
Togo,1970,2097273
Togo,1971,2165335
Togo,1972,2225052
Togo,1973,2278418
Togo,1974,2328971
Togo,1975,2379649
Togo,1976,2430120
Togo,1977,2480291
Togo,1978,2533721
Togo,1979,2594914
Togo,1980,2666921
Togo,1981,2751151
Togo,1982,2846305
Togo,1983,2949279
Togo,1984,3055479
Togo,1985,3161327
Togo,1986,3266857
Togo,1987,3372562
Togo,1988,3475964
Togo,1989,3574135
Togo,1990,3665509
Togo,1991,3747750
Togo,1992,3822591
Togo,1993,3897510
Togo,1994,3982804
Togo,1995,4085492
Togo,1996,4208738
Togo,1997,4349349
Togo,1998,4500173
Togo,1999,4650754
Togo,2000,4793504
Togo,2001,4926142
Togo,2002,5050919
Togo,2003,5170252
Togo,2004,5288273
Togo,2005,5408044
Togo,2006,5529908
Togo,2007,5652811
Togo,2008,5776837
Togo,2009,5901859
Togo,2010,6027798
Togo,2011,6154813
Togo,2012,6283092
Togo,2013,6412560
Tokelau,1700,917
Tokelau,1800,1009
Tokelau,1843,1000
Tokelau,1850,1000
Tokelau,1900,350
Tokelau,1950,1570
Tokelau,1951,1516
Tokelau,1952,1504
Tokelau,1953,1522
Tokelau,1954,1560
Tokelau,1955,1610
Tokelau,1956,1666
Tokelau,1957,1723
Tokelau,1958,1778
Tokelau,1959,1828
Tokelau,1960,1873
Tokelau,1961,1910
Tokelau,1962,1938
Tokelau,1963,1951
Tokelau,1964,1948
Tokelau,1965,1924
Tokelau,1966,1878
Tokelau,1967,1813
Tokelau,1968,1738
Tokelau,1969,1670
Tokelau,1970,1618
Tokelau,1971,1587
Tokelau,1972,1574
Tokelau,1973,1574
Tokelau,1974,1577
Tokelau,1975,1575
Tokelau,1976,1567
Tokelau,1977,1556
Tokelau,1978,1545
Tokelau,1979,1543
Tokelau,1980,1554
Tokelau,1981,1581
Tokelau,1982,1619
Tokelau,1983,1661
Tokelau,1984,1694
Tokelau,1985,1713
Tokelau,1986,1712
Tokelau,1987,1696
Tokelau,1988,1669
Tokelau,1989,1637
Tokelau,1990,1609
Tokelau,1991,1583
Tokelau,1992,1558
Tokelau,1993,1538
Tokelau,1994,1524
Tokelau,1995,1520
Tokelau,1996,1529
Tokelau,1997,1548
Tokelau,1998,1566
Tokelau,1999,1571
Tokelau,2000,1552
Tokelau,2001,1504
Tokelau,2002,1432
Tokelau,2003,1349
Tokelau,2004,1271
Tokelau,2005,1210
Tokelau,2006,1170
Tokelau,2007,1148
Tokelau,2008,1139
Tokelau,2009,1136
Tokelau,2010,1135
Tokelau,2011,1134
Tokelau,2012,1136
Tokelau,2013,1141
Tonga,1700,16962
Tonga,1800,18658
Tonga,1843,18500
Tonga,1850,18500
Tonga,1900,20000
Tonga,1901,21000
Tonga,1911,23000
Tonga,1921,25000
Tonga,1931,29000
Tonga,1939,34000
Tonga,1950,47220
Tonga,1951,49311
Tonga,1952,51173
Tonga,1953,52785
Tonga,1954,54156
Tonga,1955,55326
Tonga,1956,56368
Tonga,1957,57387
Tonga,1958,58510
Tonga,1959,59875
Tonga,1960,61601
Tonga,1961,63741
Tonga,1962,66257
Tonga,1963,69001
Tonga,1964,71758
Tonga,1965,74364
Tonga,1966,76787
Tonga,1967,79049
Tonga,1968,81096
Tonga,1969,82879
Tonga,1970,84369
Tonga,1971,85518
Tonga,1972,86347
Tonga,1973,86982
Tonga,1974,87606
Tonga,1975,88343
Tonga,1976,89252
Tonga,1977,90290
Tonga,1978,91354
Tonga,1979,92292
Tonga,1980,92999
Tonga,1981,93443
Tonga,1982,93673
Tonga,1983,93766
Tonga,1984,93829
Tonga,1985,93944
Tonga,1986,94139
Tonga,1987,94392
Tonga,1988,94674
Tonga,1989,94938
Tonga,1990,95150
Tonga,1991,95305
Tonga,1992,95426
Tonga,1993,95541
Tonga,1994,95691
Tonga,1995,95907
Tonga,1996,96196
Tonga,1997,96551
Tonga,1998,96966
Tonga,1999,97431
Tonga,2000,97935
Tonga,2001,98476
Tonga,2002,99053
Tonga,2003,99659
Tonga,2004,100286
Tonga,2005,100926
Tonga,2006,101584
Tonga,2007,102254
Tonga,2008,102910
Tonga,2009,103519
Tonga,2010,104058
Tonga,2011,104509
Tonga,2012,104891
Tonga,2013,105265
Trinidad and Tobago,1800,60000
Trinidad and Tobago,1820,60000
Trinidad and Tobago,1850,80000
Trinidad and Tobago,1870,124000
Trinidad and Tobago,1900,268000
Trinidad and Tobago,1901,274000
Trinidad and Tobago,1902,279000
Trinidad and Tobago,1903,285000
Trinidad and Tobago,1904,291000
Trinidad and Tobago,1905,298000
Trinidad and Tobago,1906,304000
Trinidad and Tobago,1907,310000
Trinidad and Tobago,1908,317000
Trinidad and Tobago,1909,324000
Trinidad and Tobago,1910,331000
Trinidad and Tobago,1911,338000
Trinidad and Tobago,1912,345000
Trinidad and Tobago,1913,352000
Trinidad and Tobago,1914,357000
Trinidad and Tobago,1915,362000
Trinidad and Tobago,1916,367000
Trinidad and Tobago,1917,373000
Trinidad and Tobago,1918,378000
Trinidad and Tobago,1919,383000
Trinidad and Tobago,1920,389000
Trinidad and Tobago,1921,367000
Trinidad and Tobago,1922,371000
Trinidad and Tobago,1923,376000
Trinidad and Tobago,1924,379000
Trinidad and Tobago,1925,382000
Trinidad and Tobago,1926,385000
Trinidad and Tobago,1927,388000
Trinidad and Tobago,1928,392000
Trinidad and Tobago,1929,398000
Trinidad and Tobago,1930,405000
Trinidad and Tobago,1931,412000
Trinidad and Tobago,1932,417000
Trinidad and Tobago,1933,422000
Trinidad and Tobago,1934,428000
Trinidad and Tobago,1935,435000
Trinidad and Tobago,1936,442000
Trinidad and Tobago,1937,450000
Trinidad and Tobago,1938,458000
Trinidad and Tobago,1939,466000
Trinidad and Tobago,1940,476000
Trinidad and Tobago,1941,492000
Trinidad and Tobago,1942,510000
Trinidad and Tobago,1943,525000
Trinidad and Tobago,1944,536000
Trinidad and Tobago,1945,547000
Trinidad and Tobago,1946,561000
Trinidad and Tobago,1947,583000
Trinidad and Tobago,1948,600000
Trinidad and Tobago,1949,616000
Trinidad and Tobago,1950,635999
Trinidad and Tobago,1951,647638
Trinidad and Tobago,1952,661131
Trinidad and Tobago,1953,677445
Trinidad and Tobago,1954,697015
Trinidad and Tobago,1955,719735
Trinidad and Tobago,1956,744934
Trinidad and Tobago,1957,771405
Trinidad and Tobago,1958,797503
Trinidad and Tobago,1959,821324
Trinidad and Tobago,1960,841210
Trinidad and Tobago,1961,856289
Trinidad and Tobago,1962,866959
Trinidad and Tobago,1963,875083
Trinidad and Tobago,1964,883421
Trinidad and Tobago,1965,893922
Trinidad and Tobago,1966,907340
Trinidad and Tobago,1967,922942
Trinidad and Tobago,1968,939413
Trinidad and Tobago,1969,954771
Trinidad and Tobago,1970,967658
Trinidad and Tobago,1971,977679
Trinidad and Tobago,1972,985548
Trinidad and Tobago,1973,992348
Trinidad and Tobago,1974,999650
Trinidad and Tobago,1975,1008617
Trinidad and Tobago,1976,1019403
Trinidad and Tobago,1977,1031694
Trinidad and Tobago,1978,1045600
Trinidad and Tobago,1979,1061140
Trinidad and Tobago,1980,1078200
Trinidad and Tobago,1981,1097067
Trinidad and Tobago,1982,1117461
Trinidad and Tobago,1983,1138006
Trinidad and Tobago,1984,1156858
Trinidad and Tobago,1985,1172735
Trinidad and Tobago,1986,1185012
Trinidad and Tobago,1987,1194138
Trinidad and Tobago,1988,1201224
Trinidad and Tobago,1989,1207942
Trinidad and Tobago,1990,1215494
Trinidad and Tobago,1991,1224233
Trinidad and Tobago,1992,1233753
Trinidad and Tobago,1993,1243590
Trinidad and Tobago,1994,1253000
Trinidad and Tobago,1995,1261443
Trinidad and Tobago,1996,1268851
Trinidad and Tobago,1997,1275460
Trinidad and Tobago,1998,1281396
Trinidad and Tobago,1999,1286871
Trinidad and Tobago,2000,1292058
Trinidad and Tobago,2001,1296962
Trinidad and Tobago,2002,1301576
Trinidad and Tobago,2003,1306065
Trinidad and Tobago,2004,1310622
Trinidad and Tobago,2005,1315386
Trinidad and Tobago,2006,1320418
Trinidad and Tobago,2007,1325672
Trinidad and Tobago,2008,1331040
Trinidad and Tobago,2009,1336349
Trinidad and Tobago,2010,1341465
Trinidad and Tobago,2011,1346350
Trinidad and Tobago,2012,1350999
Trinidad and Tobago,2013,1355342
Tunisia,1700,800000
Tunisia,1800,862029
Tunisia,1820,875000
Tunisia,1870,1176000
Tunisia,1913,1870000
Tunisia,1950,3529608
Tunisia,1951,3596387
Tunisia,1952,3661847
Tunisia,1953,3727072
Tunisia,1954,3792913
Tunisia,1955,3860000
Tunisia,1956,3928722
Tunisia,1957,3999242
Tunisia,1958,4071527
Tunisia,1959,4145402
Tunisia,1960,4220701
Tunisia,1961,4297441
Tunisia,1962,4375959
Tunisia,1963,4456986
Tunisia,1964,4541457
Tunisia,1965,4630000
Tunisia,1966,4723497
Tunisia,1967,4821782
Tunisia,1968,4923201
Tunisia,1969,5025402
Tunisia,1970,5127001
Tunisia,1971,5226965
Tunisia,1972,5326668
Tunisia,1973,5430023
Tunisia,1974,5542400
Tunisia,1975,5667516
Tunisia,1976,5806713
Tunisia,1977,5958456
Tunisia,1978,6120018
Tunisia,1979,6287287
Tunisia,1980,6457092
Tunisia,1981,6628154
Tunisia,1982,6800734
Tunisia,1983,6974955
Tunisia,1984,7151430
Tunisia,1985,7330267
Tunisia,1986,7511099
Tunisia,1987,7692463
Tunisia,1988,7872065
Tunisia,1989,8047027
Tunisia,1990,8215111
Tunisia,1991,8375587
Tunisia,1992,8528401
Tunisia,1993,8672916
Tunisia,1994,8808669
Tunisia,1995,8935523
Tunisia,1996,9053410
Tunisia,1997,9162870
Tunisia,1998,9265266
Tunisia,1999,9362447
Tunisia,2000,9456117
Tunisia,2001,9546453
Tunisia,2002,9634180
Tunisia,2003,9722180
Tunisia,2004,9814009
Tunisia,2005,9912114
Tunisia,2006,10017832
Tunisia,2007,10130368
Tunisia,2008,10247325
Tunisia,2009,10365089
Tunisia,2010,10480934
Tunisia,2011,10594057
Tunisia,2012,10704948
Tunisia,2013,10813680
Turkey,1700,8400000
Turkey,1800,9773456
Turkey,1820,10074000
Turkey,1870,11793000
Turkey,1913,15000000
Turkey,1923,13877000
Turkey,1924,13968000
Turkey,1925,14059000
Turkey,1926,14151000
Turkey,1927,14250000
Turkey,1928,14476000
Turkey,1929,14705000
Turkey,1930,14928000
Turkey,1931,15174000
Turkey,1932,15414000
Turkey,1933,15658000
Turkey,1934,15906000
Turkey,1935,16158000
Turkey,1936,16434000
Turkey,1937,16725000
Turkey,1938,17016000
Turkey,1939,17517000
Turkey,1940,17821000
Turkey,1941,18011000
Turkey,1942,18203000
Turkey,1943,18396000
Turkey,1944,18592000
Turkey,1945,18790000
Turkey,1946,19235000
Turkey,1947,19690000
Turkey,1948,20156000
Turkey,1949,20634000
Turkey,1950,21238496
Turkey,1951,21863880
Turkey,1952,22519048
Turkey,1953,23195322
Turkey,1954,23885803
Turkey,1955,24585366
Turkey,1956,25290730
Turkey,1957,26000394
Turkey,1958,26714409
Turkey,1959,27434022
Turkey,1960,28160579
Turkey,1961,28894367
Turkey,1962,29633591
Turkey,1963,30373939
Turkey,1964,31109820
Turkey,1965,31837999
Turkey,1966,32556294
Turkey,1967,33267998
Turkey,1968,33982141
Turkey,1969,34711167
Turkey,1970,35464196
Turkey,1971,36245756
Turkey,1972,37054168
Turkey,1973,37884870
Turkey,1974,38730367
Turkey,1975,39585821
Turkey,1976,40446729
Turkey,1977,41316297
Turkey,1978,42206204
Turkey,1979,43132612
Turkey,1980,44105216
Turkey,1981,45130008
Turkey,1982,46198027
Turkey,1983,47285732
Turkey,1984,48360679
Turkey,1985,49399630
Turkey,1986,50393538
Turkey,1987,51349154
Turkey,1988,52278499
Turkey,1989,53200802
Turkey,1990,54130268
Turkey,1991,55068880
Turkey,1992,56012109
Turkey,1993,56959988
Turkey,1994,57911273
Turkey,1995,58864649
Turkey,1996,59821978
Turkey,1997,60783217
Turkey,1998,61742674
Turkey,1999,62692616
Turkey,2000,63627862
Turkey,2001,64544914
Turkey,2002,65446165
Turkey,2003,66339433
Turkey,2004,67235927
Turkey,2005,68143186
Turkey,2006,69063538
Turkey,2007,69992754
Turkey,2008,70923730
Turkey,2009,71846212
Turkey,2010,72752325
Turkey,2011,73639596
Turkey,2012,74508771
Turkey,2013,75359032
Turkmenistan,1800,367215
Turkmenistan,1820,367215
Turkmenistan,1950,1211000
Turkmenistan,1951,1228378
Turkmenistan,1952,1252660
Turkmenistan,1953,1282584
Turkmenistan,1954,1317126
Turkmenistan,1955,1355501
Turkmenistan,1956,1397172
Turkmenistan,1957,1441843
Turkmenistan,1958,1489418
Turkmenistan,1959,1539955
Turkmenistan,1960,1593501
Turkmenistan,1961,1649914
Turkmenistan,1962,1708711
Turkmenistan,1963,1769008
Turkmenistan,1964,1829697
Turkmenistan,1965,1890000
Turkmenistan,1966,1949425
Turkmenistan,1967,2008148
Turkmenistan,1968,2066889
Turkmenistan,1969,2126749
Turkmenistan,1970,2188499
Turkmenistan,1971,2252386
Turkmenistan,1972,2318070
Turkmenistan,1973,2385039
Turkmenistan,1974,2452528
Turkmenistan,1975,2520002
Turkmenistan,1976,2587417
Turkmenistan,1977,2655036
Turkmenistan,1978,2723006
Turkmenistan,1979,2791575
Turkmenistan,1980,2861000
Turkmenistan,1981,2931343
Turkmenistan,1982,3002785
Turkmenistan,1983,3075867
Turkmenistan,1984,3151262
Turkmenistan,1985,3229499
Turkmenistan,1986,3310059
Turkmenistan,1987,3392823
Turkmenistan,1988,3479088
Turkmenistan,1989,3570558
Turkmenistan,1990,3668000
Turkmenistan,1991,3772350
Turkmenistan,1992,3881973
Turkmenistan,1993,3991917
Turkmenistan,1994,4095512
Turkmenistan,1995,4188010
Turkmenistan,1996,4267690
Turkmenistan,1997,4335991
Turkmenistan,1998,4395293
Turkmenistan,1999,4449427
Turkmenistan,2000,4501419
Turkmenistan,2001,4551737
Turkmenistan,2002,4600093
Turkmenistan,2003,4647912
Turkmenistan,2004,4696771
Turkmenistan,2005,4747839
Turkmenistan,2006,4801847
Turkmenistan,2007,4858843
Turkmenistan,2008,4918396
Turkmenistan,2009,4979672
Turkmenistan,2010,5041995
Turkmenistan,2011,5105301
Turkmenistan,2012,5169660
Turkmenistan,2013,5234640
Turks and Caicos Islands,1800,3296
Turks and Caicos Islands,1820,3296
Turks and Caicos Islands,1871,4700
Turks and Caicos Islands,1881,4700
Turks and Caicos Islands,1891,4700
Turks and Caicos Islands,1901,5300
Turks and Caicos Islands,1911,5600
Turks and Caicos Islands,1921,5500
Turks and Caicos Islands,1943,6100
Turks and Caicos Islands,1950,5047
Turks and Caicos Islands,1951,4984
Turks and Caicos Islands,1952,4977
Turks and Caicos Islands,1953,5016
Turks and Caicos Islands,1954,5094
Turks and Caicos Islands,1955,5198
Turks and Caicos Islands,1956,5318
Turks and Caicos Islands,1957,5442
Turks and Caicos Islands,1958,5558
Turks and Caicos Islands,1959,5656
Turks and Caicos Islands,1960,5724
Turks and Caicos Islands,1961,5760
Turks and Caicos Islands,1962,5762
Turks and Caicos Islands,1963,5741
Turks and Caicos Islands,1964,5705
Turks and Caicos Islands,1965,5669
Turks and Caicos Islands,1966,5629
Turks and Caicos Islands,1967,5589
Turks and Caicos Islands,1968,5563
Turks and Caicos Islands,1969,5573
Turks and Caicos Islands,1970,5632
Turks and Caicos Islands,1971,5750
