Entity,Year,Share of services in total exports (WDI)
Suriname,2013,6.65011
Suriname,2014,8.61909
Suriname,2015,9.62419
Suriname,2016,10.21237
Swaziland,1974,11.37856
Swaziland,1975,11.26675
Swaziland,1976,11.75236
Swaziland,1977,13.70750
Swaziland,1978,9.19601
Swaziland,1979,11.48825
Swaziland,1980,8.92347
Swaziland,1981,9.63887
Swaziland,1982,9.21290
Swaziland,1983,11.94069
Swaziland,1984,15.90516
Swaziland,1985,13.61038
Swaziland,1986,9.86626
Swaziland,1987,11.32231
Swaziland,1988,12.29434
Swaziland,1989,15.70286
Swaziland,1990,16.35435
Swaziland,1991,13.33122
Swaziland,1992,13.35237
Swaziland,1993,11.93728
Swaziland,1994,12.57676
Swaziland,1995,14.99172
Swaziland,1996,10.72299
Swaziland,1997,8.85647
Swaziland,1998,8.64532
Swaziland,1999,5.36708
Swaziland,2000,22.05351
Swaziland,2001,9.98129
Swaziland,2002,8.03137
Swaziland,2003,11.12438
Swaziland,2004,9.58466
Swaziland,2005,11.26671
Swaziland,2006,15.08670
Swaziland,2007,23.26946
Swaziland,2008,14.62516
Swaziland,2009,11.85722
Swaziland,2010,12.48477
Swaziland,2011,13.58919
Swaziland,2012,11.15555
Swaziland,2013,11.07757
Swaziland,2014,13.88070
Swaziland,2015,13.91787
Sweden,1970,14.79008
Sweden,1971,14.66898
Sweden,1972,13.70920
Sweden,1973,12.47055
Sweden,1974,11.83786
Sweden,1975,11.45161
Sweden,1976,10.96497
Sweden,1977,11.04556
Sweden,1978,11.72332
Sweden,1979,13.15141
Sweden,1980,12.93622
Sweden,1981,13.13783
Sweden,1982,19.70385
Sweden,1983,18.78347
Sweden,1984,17.76909
Sweden,1985,16.86460
Sweden,1986,15.31612
Sweden,1987,16.68245
Sweden,1988,17.12031
Sweden,1989,17.81164
Sweden,1990,19.15517
Sweden,1991,20.96207
Sweden,1992,22.06508
Sweden,1993,19.78895
Sweden,1994,17.92168
Sweden,1995,15.80124
Sweden,1996,16.18350
Sweden,1997,17.16873
Sweden,1998,15.96334
Sweden,1999,17.53300
Sweden,2000,17.63063
Sweden,2001,19.96505
Sweden,2002,20.52583
Sweden,2003,20.16351
Sweden,2004,21.12749
Sweden,2005,21.90755
Sweden,2006,21.78422
Sweden,2007,22.89593
Sweden,2008,23.22225
Sweden,2009,26.74693
Sweden,2010,24.53791
Sweden,2011,24.88545
Sweden,2012,26.05025
Sweden,2013,29.36842
Sweden,2014,29.94154
Sweden,2015,32.33389
Sweden,2016,32.12796
Switzerland,1977,16.96603
Switzerland,1978,15.86210
Switzerland,1979,14.97276
Switzerland,1980,14.17358
Switzerland,1981,14.52781
Switzerland,1982,16.21128
Switzerland,1983,19.41189
Switzerland,1984,18.09559
Switzerland,1985,19.11775
Switzerland,1986,19.77574
Switzerland,1987,21.48775
Switzerland,1988,20.32550
Switzerland,1989,18.73087
Switzerland,1990,18.83525
Switzerland,1991,20.41055
Switzerland,1992,20.45593
Switzerland,1993,21.75230
Switzerland,1994,20.97588
Switzerland,1995,20.51856
Switzerland,1996,20.95607
Switzerland,1997,20.29395
Switzerland,1998,21.65908
Switzerland,1999,23.74266
Switzerland,2000,32.68277
Switzerland,2001,31.29153
Switzerland,2002,31.04671
Switzerland,2003,31.11624
Switzerland,2004,29.98391
Switzerland,2005,30.25702
Switzerland,2006,29.39454
Switzerland,2007,29.34987
Switzerland,2008,27.78816
Switzerland,2009,29.80808
Switzerland,2010,25.52582
Switzerland,2011,23.77905
Switzerland,2012,24.69266
Switzerland,2013,23.44399
Switzerland,2014,26.88153
Switzerland,2015,27.15487
Switzerland,2016,26.44528
Syria,1977,23.54749
Syria,1978,19.63042
Syria,1979,18.59190
Syria,1980,14.72868
Syria,1981,16.31981
Syria,1982,19.43584
Syria,1983,22.58507
Syria,1984,21.82252
Syria,1985,26.10392
Syria,1986,35.31907
Syria,1987,30.65447
Syria,1988,33.10831
Syria,1989,22.87309
Syria,1990,17.36917
Syria,1991,23.64464
Syria,1992,29.23344
Syria,1993,32.90017
Syria,1994,35.88213
Syria,1995,32.98593
Syria,1996,30.01675
Syria,1997,28.05462
Syria,1998,34.65058
Syria,1999,30.25472
Syria,2000,24.82104
Syria,2001,23.78790
Syria,2002,18.94980
Syria,2003,19.20511
Syria,2004,26.57345
Syria,2005,25.27797
Syria,2006,22.20400
Syria,2007,24.72526
Syria,2008,22.35680
Syria,2009,30.59842
Syria,2010,37.40242
Tajikistan,2002,8.98136
Tajikistan,2003,8.89960
Tajikistan,2004,10.07562
Tajikistan,2005,11.66596
Tajikistan,2006,8.15392
Tajikistan,2007,8.71804
Tajikistan,2008,10.32914
Tajikistan,2009,14.75471
Tajikistan,2010,45.63418
Tajikistan,2011,42.80772
Tajikistan,2012,37.17163
Tajikistan,2013,38.79271
Tajikistan,2014,37.00993
Tajikistan,2015,30.61654
Tajikistan,2016,25.11549
Tanzania,1976,21.63297
Tanzania,1977,16.54515
Tanzania,1978,21.47594
Tanzania,1979,20.41179
Tanzania,1980,22.07538
Tanzania,1981,23.16538
Tanzania,1982,21.71160
Tanzania,1983,21.72319
Tanzania,1984,20.98029
Tanzania,1985,24.32433
Tanzania,1986,23.07369
Tanzania,1987,26.78882
Tanzania,1988,23.29756
Tanzania,1989,22.02673
Tanzania,1990,24.25945
Tanzania,1991,28.16377
Tanzania,1992,29.48384
Tanzania,1993,41.56807
Tanzania,1994,44.60591
Tanzania,1995,46.05039
Tanzania,1996,44.31574
Tanzania,1997,39.63765
Tanzania,1998,46.59393
Tanzania,1999,49.95010
Tanzania,2000,46.09850
Tanzania,2001,51.81381
Tanzania,2002,48.43576
Tanzania,2003,43.70353
Tanzania,2004,43.34665
Tanzania,2005,42.70885
Tanzania,2006,44.34720
Tanzania,2007,45.72411
Tanzania,2008,35.83577
Tanzania,2009,35.99340
Tanzania,2010,32.11515
Tanzania,2011,31.09302
Tanzania,2012,32.11772
Tanzania,2013,37.84587
Tanzania,2014,38.95602
Tanzania,2015,39.63501
Thailand,1975,21.69270
Thailand,1976,14.65153
Thailand,1977,13.31578
Thailand,1978,16.83185
Thailand,1979,16.50173
Thailand,1980,18.76412
Thailand,1981,18.93359
Thailand,1982,20.07535
Thailand,1983,22.63769
Thailand,1984,21.11331
Thailand,1985,22.43102
Thailand,1986,20.73046
Thailand,1987,20.93482
Thailand,1988,22.74995
Thailand,1989,21.57823
Thailand,1990,21.96077
Thailand,1991,20.48224
Thailand,1992,22.44159
Thailand,1993,23.29892
Thailand,1994,20.73227
Thailand,1995,21.11938
Thailand,1996,23.81465
Thailand,1997,21.76670
Thailand,1998,19.96044
Thailand,1999,20.49447
Thailand,2000,16.96176
Thailand,2001,17.11321
Thailand,2002,18.89748
Thailand,2003,16.82793
Thailand,2004,16.69912
Thailand,2005,15.41172
Thailand,2006,16.13329
Thailand,2007,16.60340
Thailand,2008,15.89801
Thailand,2009,16.59863
Thailand,2010,15.11151
Thailand,2011,15.79981
Thailand,2012,17.92076
Thailand,2013,20.53407
Thailand,2014,19.67811
Thailand,2015,22.38872
Timor,2006,78.65227
Timor,2007,90.38686
Timor,2008,75.81656
Timor,2009,77.93598
Timor,2010,71.46146
Timor,2011,71.67946
Timor,2012,67.60582
Timor,2013,79.88860
Timor,2014,82.71925
Timor,2015,80.16832
Timor,2016,79.28810
Togo,1974,6.31278
Togo,1975,16.53865
Togo,1976,13.01558
Togo,1977,12.18322
Togo,1978,12.08281
Togo,1979,13.47053
Togo,1980,13.44023
Togo,1981,20.44523
Togo,1982,20.38602
Togo,1983,20.52342
Togo,1984,20.87389
Togo,1985,23.57040
Togo,1986,22.24611
Togo,1987,23.01124
Togo,1988,19.45399
Togo,1989,23.72315
Togo,1990,22.48817
Togo,1991,18.45694
Togo,1992,23.53783
Togo,1993,24.27524
Togo,1994,17.75219
Togo,1995,18.78982
Togo,1996,20.86857
Togo,1997,17.32028
Togo,1998,15.32196
Togo,1999,14.87862
Togo,2000,14.58399
Togo,2001,16.72735
Togo,2002,17.50224
Togo,2003,13.68896
Togo,2004,19.97011
Togo,2005,21.81414
Togo,2006,24.15201
Togo,2007,25.85322
Togo,2008,24.92663
Togo,2009,24.53259
Togo,2010,24.70147
Togo,2011,30.14716
Togo,2012,26.13837
Togo,2013,24.20279
Togo,2014,26.94031
Togo,2015,32.54429
Tonga,1971,27.48627
Tonga,1972,32.72324
Tonga,1973,35.72900
Tonga,1974,41.57459
Tonga,1975,50.56150
Tonga,1976,51.54054
Tonga,1977,56.55527
Tonga,1978,52.22805
Tonga,1979,47.62158
Tonga,1980,54.06636
Tonga,1981,52.54840
Tonga,1982,66.47369
Tonga,1983,64.09493
Tonga,1984,61.95750
Tonga,1985,73.81168
Tonga,1986,70.77123
Tonga,1987,74.17587
Tonga,1988,66.34268
Tonga,1989,74.23356
Tonga,1990,68.87630
Tonga,1991,60.25457
Tonga,1992,57.46173
Tonga,1993,49.79749
Tonga,2001,74.63174
Tonga,2002,55.53811
Tonga,2003,56.83318
Tonga,2004,55.94706
Tonga,2005,66.33319
Tonga,2006,76.13447
Tonga,2007,69.90807
Tonga,2008,73.54022
Tonga,2009,78.26598
Tonga,2010,81.12530
Tonga,2011,77.06921
Tonga,2012,82.79206
Tonga,2013,80.91473
Trinidad and Tobago,1975,16.85008
Trinidad and Tobago,1976,17.07159
Trinidad and Tobago,1977,17.03576
Trinidad and Tobago,1978,16.85618
Trinidad and Tobago,1979,14.92050
Trinidad and Tobago,1980,13.08174
Trinidad and Tobago,1981,13.29578
Trinidad and Tobago,1982,16.91788
Trinidad and Tobago,1983,10.35616
Trinidad and Tobago,1984,10.91642
Trinidad and Tobago,1985,10.97708
Trinidad and Tobago,1986,16.46550
Trinidad and Tobago,1987,12.89285
Trinidad and Tobago,1988,15.58385
Trinidad and Tobago,1989,15.33343
Trinidad and Tobago,1990,14.35533
Trinidad and Tobago,1991,18.59348
Trinidad and Tobago,1992,21.11518
Trinidad and Tobago,1993,19.06860
Trinidad and Tobago,1994,15.52116
Trinidad and Tobago,1995,12.24063
Trinidad and Tobago,1996,16.38334
Trinidad and Tobago,1997,18.24937
Trinidad and Tobago,1998,22.92806
Trinidad and Tobago,1999,18.12458
Trinidad and Tobago,2000,11.46845
Trinidad and Tobago,2001,11.85835
Trinidad and Tobago,2002,14.02401
Trinidad and Tobago,2003,11.65128
Trinidad and Tobago,2004,11.52212
Trinidad and Tobago,2005,8.24459
Trinidad and Tobago,2006,5.47602
Trinidad and Tobago,2007,6.54182
Trinidad and Tobago,2008,4.78851
Trinidad and Tobago,2009,7.67195
Trinidad and Tobago,2010,7.22866
Trinidad and Tobago,2011,6.38576
Trinidad and Tobago,2012,7.87371
Trinidad and Tobago,2013,6.79424
Trinidad and Tobago,2014,8.59993
Trinidad and Tobago,2015,11.02242
Tunisia,1976,39.53489
Tunisia,1977,40.59754
Tunisia,1978,43.02326
Tunisia,1979,39.07604
Tunisia,1980,32.70250
Tunisia,1981,28.52992
Tunisia,1982,33.22053
Tunisia,1983,35.01285
Tunisia,1984,33.93795
Tunisia,1985,36.09866
Tunisia,1986,35.24514
Tunisia,1987,37.12532
Tunisia,1988,43.58553
Tunisia,1989,33.04452
Tunisia,1990,32.45076
Tunisia,1991,27.62127
Tunisia,1992,32.79429
Tunisia,1993,35.26171
Tunisia,1994,32.80401
Tunisia,1995,31.44712
Tunisia,1996,32.29141
Tunisia,1997,31.97610
Tunisia,1998,31.51585
Tunisia,1999,32.06601
Tunisia,2000,31.06300
Tunisia,2001,29.69301
Tunisia,2002,27.10454
Tunisia,2003,25.76071
Tunisia,2004,25.75370
Tunisia,2005,26.61168
Tunisia,2006,26.13444
Tunisia,2007,23.90359
Tunisia,2008,23.25149
Tunisia,2009,26.91797
Tunisia,2010,25.45406
Tunisia,2011,20.53076
Tunisia,2012,22.92153
Tunisia,2013,21.98135
Tunisia,2014,21.94095
Tunisia,2015,18.87452
Turkey,1974,26.38155
Turkey,1975,30.54041
Turkey,1976,22.83465
Turkey,1977,23.34937
Turkey,1978,16.95100
Turkey,1979,22.96422
Turkey,1980,19.63546
Turkey,1981,21.18317
Turkey,1982,24.56455
Turkey,1983,24.71953
Turkey,1984,23.10334
Turkey,1985,25.75771
Turkey,1986,28.32703
Turkey,1987,26.97559
Turkey,1988,32.14834
Turkey,1989,35.25338
Turkey,1990,38.09524
Turkey,1991,37.98720
Turkey,1992,38.71512
Turkey,1993,40.55896
Turkey,1994,37.00113
Turkey,1995,39.92783
Turkey,1996,28.81063
Turkey,1997,37.51941
Turkey,1998,42.99019
Turkey,1999,35.94169
Turkey,2000,38.58757
Turkey,2001,30.32844
Turkey,2002,25.65297
Turkey,2003,25.57374
Turkey,2004,25.11478
Turkey,2005,26.16546
Turkey,2006,21.76365
Turkey,2007,20.63790
Turkey,2008,20.84600
Turkey,2009,24.60717
Turkey,2010,23.15285
Turkey,2011,22.46556
Turkey,2012,21.19894
Turkey,2013,22.95285
Turkey,2014,23.48742
Turkey,2015,23.57863
Turkey,2016,20.03812
Tuvalu,2001,83.76819
Tuvalu,2002,85.84466
Tuvalu,2003,85.71075
Tuvalu,2004,88.89809
Tuvalu,2005,87.18028
Tuvalu,2006,86.13930
Tuvalu,2007,87.72917
Tuvalu,2008,86.63538
Tuvalu,2009,53.30216
Tuvalu,2010,28.77484
Tuvalu,2011,29.26871
Tuvalu,2012,17.89843
Tuvalu,2013,20.11894
Uganda,1980,3.00638
Uganda,1981,16.22117
Uganda,1982,0.00000
Uganda,1983,0.00000
Uganda,1984,3.96133
Uganda,1985,6.22809
Uganda,1986,2.81892
Uganda,1987,0.00000
Uganda,1988,0.00000
Uganda,1989,0.00000
Uganda,1990,0.00000
Uganda,1991,10.72165
Uganda,1992,18.57835
Uganda,1993,31.88475
Uganda,1994,12.16088
Uganda,1995,15.65558
Uganda,1996,18.45593
Uganda,1997,21.73947
Uganda,1998,25.67883
Uganda,1999,28.84474
Uganda,2000,32.15201
Uganda,2001,31.70619
Uganda,2002,31.96738
Uganda,2003,31.38931
Uganda,2004,32.95660
Uganda,2005,34.12176
Uganda,2006,31.57153
Uganda,2007,27.17772
Uganda,2008,27.37393
Uganda,2009,30.62795
Uganda,2010,37.59521
Uganda,2011,41.38379
Uganda,2012,42.97349
Uganda,2013,46.90027
Uganda,2014,42.41318
Uganda,2015,44.91852
Ukraine,1994,17.59023
Ukraine,1995,18.26827
Ukraine,1996,25.87569
Ukraine,1997,24.41169
Ukraine,1998,27.06889
Ukraine,1999,27.65746
Ukraine,2000,25.49603
Ukraine,2001,24.37109
Ukraine,2002,25.00454
Ukraine,2003,21.52793
Ukraine,2004,22.49930
Ukraine,2005,24.49679
Ukraine,2006,25.19078
Ukraine,2007,24.82251
Ukraine,2008,23.38991
Ukraine,2009,28.69816
Ukraine,2010,27.92643
Ukraine,2011,25.42557
Ukraine,2012,25.53169
Ukraine,2013,27.67166
Ukraine,2014,22.74589
Ukraine,2015,25.99557
United Kingdom,1970,29.38315
United Kingdom,1971,30.09313
United Kingdom,1972,30.88536
United Kingdom,1973,30.40215
United Kingdom,1974,28.83629
United Kingdom,1975,28.54207
United Kingdom,1976,28.48112
United Kingdom,1977,26.82734
United Kingdom,1978,26.33746
United Kingdom,1979,26.32614
United Kingdom,1980,24.95471
United Kingdom,1981,24.97633
United Kingdom,1982,24.20059
United Kingdom,1983,24.01816
United Kingdom,1984,23.31883
United Kingdom,1985,23.68655
United Kingdom,1986,25.83335
United Kingdom,1987,25.32962
United Kingdom,1988,24.90825
United Kingdom,1989,23.83190
United Kingdom,1990,23.58521
United Kingdom,1991,23.47012
United Kingdom,1992,25.32683
United Kingdom,1993,25.38852
United Kingdom,1994,25.23346
United Kingdom,1995,24.77261
United Kingdom,1996,25.74638
United Kingdom,1997,26.52598
United Kingdom,1998,29.29754
United Kingdom,1999,31.31531
United Kingdom,2000,30.26307
United Kingdom,2001,31.79857
United Kingdom,2002,33.35703
United Kingdom,2003,35.67865
United Kingdom,2004,37.44237
United Kingdom,2005,37.88890
United Kingdom,2006,37.49322
United Kingdom,2007,41.42957
United Kingdom,2008,39.37660
United Kingdom,2009,42.49310
United Kingdom,2010,39.18679
United Kingdom,2011,38.01114
United Kingdom,2012,39.57576
United Kingdom,2013,41.43207
United Kingdom,2014,42.76468
United Kingdom,2015,44.42142
United Kingdom,2016,44.95474
United States,1970,21.24304
United States,1971,22.81233
United States,1972,21.28169
United States,1973,19.26512
United States,1974,17.44206
United States,1975,17.88836
United States,1976,19.37886
United States,1977,20.46741
United States,1978,19.96902
United States,1979,17.39206
United States,1980,17.49526
United States,1981,19.45327
United States,1982,23.25497
United States,1983,24.14122
United States,1984,24.43385
United States,1985,25.29082
United States,1986,27.96372
United States,1987,28.28029
United States,1988,25.72580
United States,1989,26.10340
United States,1990,27.62406
United States,1991,28.40213
United States,1992,28.73233
United States,1993,28.91963
United States,1994,28.49539
United States,1995,27.59237
United States,1996,28.12437
United States,1997,27.40548
United States,1998,28.15814
United States,1999,27.97757
United States,2000,27.00422
United States,2001,27.27793
United States,2002,28.67773
United States,2003,28.41701
United States,2004,29.09594
United States,2005,29.00453
United States,2006,28.58985
United States,2007,29.53620
United States,2008,28.93226
United States,2009,32.38815
United States,2010,30.39113
United States,2011,29.51450
United States,2012,29.58151
United States,2013,30.58496
United States,2014,31.27429
United States,2015,33.20691
United States,2016,34.01372
Upper middle income,1982,11.79809
Upper middle income,1983,11.65595
Upper middle income,1984,11.67249
Upper middle income,1985,12.45883
Upper middle income,1986,14.81234
Upper middle income,1987,14.10263
Upper middle income,1988,14.95729
Upper middle income,1989,15.52792
Upper middle income,1990,15.90914
Upper middle income,1991,16.30264
Upper middle income,1992,17.13647
Upper middle income,1993,17.99226
Upper middle income,1994,17.50593
Upper middle income,1995,16.83317
Upper middle income,1996,16.72065
Upper middle income,1997,22.98525
Upper middle income,1998,22.55835
Upper middle income,1999,21.30176
Upper middle income,2000,19.71792
Upper middle income,2001,20.79332
Upper middle income,2002,20.97700
Upper middle income,2003,14.65081
Upper middle income,2004,14.12637
Upper middle income,2005,12.95059
Upper middle income,2006,12.16852
Upper middle income,2007,12.51441
Upper middle income,2008,12.09351
Upper middle income,2009,13.56647
Upper middle income,2010,11.30314
Upper middle income,2011,11.82446
Upper middle income,2012,11.61273
Upper middle income,2013,12.02386
Upper middle income,2014,12.28182
Upper middle income,2015,13.27930
Upper middle income,2016,13.74769
Uruguay,1978,24.84390
Uruguay,1979,34.00603
Uruguay,1980,30.63565
Uruguay,1981,27.69448
Uruguay,1982,18.27230
Uruguay,1983,19.39217
Uruguay,1984,28.29223
Uruguay,1985,32.09768
Uruguay,1986,27.95549
Uruguay,1987,25.60548
Uruguay,1988,19.86969
Uruguay,1989,21.32028
Uruguay,1990,21.57017
Uruguay,1991,27.08958
Uruguay,1992,31.55099
Uruguay,1993,37.25996
Uruguay,1994,40.96604
Uruguay,1995,38.75898
Uruguay,1996,36.35631
Uruguay,1997,33.76885
Uruguay,1998,31.79780
Uruguay,1999,35.51602
Uruguay,2000,34.86229
Uruguay,2001,34.41234
Uruguay,2002,28.63782
Uruguay,2003,25.26892
Uruguay,2004,26.11396
Uruguay,2005,25.78544
Uruguay,2006,23.97392
Uruguay,2007,26.44392
Uruguay,2008,24.29248
Uruguay,2009,26.62757
Uruguay,2010,25.07880
Uruguay,2011,28.19766
Uruguay,2012,26.64029
Uruguay,2013,25.34119
Uruguay,2014,24.45692
Uruguay,2015,25.53448
Vanuatu,1982,77.60576
Vanuatu,1983,68.01365
Vanuatu,1984,56.59230
Vanuatu,1985,67.15208
Vanuatu,1986,77.62623
Vanuatu,1987,72.46834
Vanuatu,1988,72.20263
Vanuatu,1989,74.56995
Vanuatu,1990,81.41876
Vanuatu,1991,81.64678
Vanuatu,1992,79.71481
Vanuatu,1993,79.80660
Vanuatu,1994,75.68272
Vanuatu,1995,74.27487
Vanuatu,1996,75.43816
Vanuatu,1997,71.31030
Vanuatu,1998,77.13212
Vanuatu,1999,81.73222
Vanuatu,2000,82.68044
Vanuatu,2001,85.70675
Vanuatu,2002,82.25158
Vanuatu,2003,80.48238
Vanuatu,2004,76.22350
Vanuatu,2005,78.46221
Vanuatu,2006,79.45932
Vanuatu,2007,84.71529
Vanuatu,2008,84.79536
Vanuatu,2009,81.79990
Vanuatu,2010,85.01695
Vanuatu,2011,80.79452
Vanuatu,2012,84.65093
Vanuatu,2013,90.14416
Vanuatu,2014,84.03992
Vanuatu,2015,87.92751
Venezuela,1970,5.00180
Venezuela,1971,4.48485
Venezuela,1972,4.73073
Venezuela,1973,4.89109
Venezuela,1974,2.79811
Venezuela,1975,3.95637
Venezuela,1976,3.52164
Venezuela,1977,4.95819
Venezuela,1978,6.41640
Venezuela,1979,4.00428
Venezuela,1980,3.47055
Venezuela,1981,3.61544
Venezuela,1982,5.92926
Venezuela,1983,6.83038
Venezuela,1984,4.10428
Venezuela,1985,5.21768
Venezuela,1986,8.72314
Venezuela,1987,7.56038
Venezuela,1988,7.55519
Venezuela,1989,6.66285
Venezuela,1990,6.30650
Venezuela,1991,7.52380
Venezuela,1992,8.55357
Venezuela,1993,8.40002
Venezuela,1994,8.98705
Venezuela,1995,8.11931
Venezuela,1996,6.28165
Venezuela,1997,5.23327
Venezuela,1998,7.45949
Venezuela,1999,6.07663
Venezuela,2000,3.41678
Venezuela,2001,4.92101
Venezuela,2002,3.65906
Venezuela,2003,3.13790
Venezuela,2004,2.74141
Venezuela,2005,2.35900
Venezuela,2006,2.30625
Venezuela,2007,2.59360
Venezuela,2008,2.22618
Venezuela,2009,3.53457
Venezuela,2010,2.68874
Venezuela,2011,1.99885
Venezuela,2012,2.15929
Venezuela,2013,2.43610
Venezuela,2014,2.44571
Venezuela,2015,4.10303
Vietnam,1996,23.61550
Vietnam,1997,21.59624
Vietnam,1998,21.84186
Vietnam,1999,17.76527
Vietnam,2000,15.75510
Vietnam,2001,15.75377
Vietnam,2002,14.99949
Vietnam,2003,13.97037
Vietnam,2004,12.74051
Vietnam,2005,11.40267
Vietnam,2006,11.35200
Vietnam,2007,11.04578
Vietnam,2008,10.05295
Vietnam,2009,9.17247
Vietnam,2010,9.36045
Vietnam,2011,8.39344
Vietnam,2012,7.73847
Vietnam,2013,7.50370
Vietnam,2014,6.80576
Vietnam,2015,6.46233
World,1976,100.00000
World,1977,100.00000
World,1978,100.00000
World,1979,17.20853
World,1980,16.98530
World,1981,17.53455
World,1982,18.68483
World,1983,18.87396
World,1984,18.45799
World,1985,19.07758
World,1986,20.42644
World,1987,20.22027
World,1988,19.65204
World,1989,19.68153
World,1990,20.42074
World,1991,20.90774
World,1992,21.73067
World,1993,22.11886
World,1994,21.36193
World,1995,20.37638
World,1996,20.54717
World,1997,21.42729
World,1998,22.01200
World,1999,22.15723
World,2000,21.23681
World,2001,22.00154
World,2002,22.54237
World,2003,21.24706
World,2004,21.24794
World,2005,20.71735
World,2006,20.34670
World,2007,20.86176
World,2008,20.46173
World,2009,22.84828
World,2010,20.75323
World,2011,19.91211
World,2012,20.09573
World,2013,20.75716
World,2014,21.66270
World,2015,23.11429
World,2016,23.74843
Yemen,2005,5.48367
