Entity,Year,"Military expenditure per capita, current USD (OWID based on COW and SIPRI)"
United Kingdom,1908,5.71
United Kingdom,1909,6.19
United Kingdom,1910,6.65
United Kingdom,1911,7.01
United Kingdom,1912,7.28
United Kingdom,1913,7.22
United Kingdom,1914,36.46
United Kingdom,1915,104.92
United Kingdom,1916,142.15
United Kingdom,1917,175.61
United Kingdom,1918,187.96
United Kingdom,1919,16.71
United Kingdom,1920,31.75
United Kingdom,1921,17.48
United Kingdom,1922,12.37
United Kingdom,1923,13.1
United Kingdom,1924,13.01
United Kingdom,1925,12.88
United Kingdom,1926,12.44
United Kingdom,1927,12.51
United Kingdom,1928,11.91
United Kingdom,1929,11.71
United Kingdom,1930,11.17
United Kingdom,1931,10.62
United Kingdom,1932,7.05
United Kingdom,1933,7.16
United Kingdom,1934,11.57
United Kingdom,1935,13.79
United Kingdom,1936,18.95
United Kingdom,1937,26.34
United Kingdom,1938,38.51
United Kingdom,1939,165.31
United Kingdom,1940,206.29
United Kingdom,1941,233.96
United Kingdom,1942,278.48
United Kingdom,1943,315.17
United Kingdom,1944,331.61
United Kingdom,1945,345.7
United Kingdom,1946,360.72
United Kingdom,1947,134.41
United Kingdom,1948,68.74
United Kingdom,1949,62.34
United Kingdom,1950,46.94
United Kingdom,1951,63.6
United Kingdom,1952,85.58
United Kingdom,1953,90.1
United Kingdom,1954,86.39
United Kingdom,1955,85.23
United Kingdom,1956,88.08
United Kingdom,1957,84.89
United Kingdom,1958,86.21
United Kingdom,1959,85.41
United Kingdom,1960,88.47
United Kingdom,1961,90.73
United Kingdom,1962,95.56
United Kingdom,1963,97.71
United Kingdom,1964,103.59
United Kingdom,1965,107.32
United Kingdom,1966,110.4
United Kingdom,1967,115.52
United Kingdom,1968,101.63
United Kingdom,1969,98.99
United Kingdom,1970,105.45
United Kingdom,1971,122.54
United Kingdom,1972,145.3
United Kingdom,1973,153.18
United Kingdom,1974,173.04
United Kingdom,1975,204.09
United Kingdom,1976,197.04
United Kingdom,1977,211.55
United Kingdom,1978,260.21
United Kingdom,1979,340.96
United Kingdom,1980,475.01
United Kingdom,1981,455.91
United Kingdom,1982,429.15
United Kingdom,1983,441.19
United Kingdom,1984,412.25
United Kingdom,1985,426.92
United Kingdom,1986,480.97
United Kingdom,1987,557.35
United Kingdom,1988,558.28
United Kingdom,1989,545.17
United Kingdom,1990,669.2
United Kingdom,1991,699.47
United Kingdom,1992,729.75
United Kingdom,1993,584.63
United Kingdom,1994,606.37
United Kingdom,1995,570.01
United Kingdom,1996,599.75
United Kingdom,1997,614.02
United Kingdom,1998,649.51
United Kingdom,1999,619.09
United Kingdom,2000,606.07
United Kingdom,2001,587.25
United Kingdom,2002,641.76
United Kingdom,2003,725.5
United Kingdom,2004,835.56
United Kingdom,2005,944.12
United Kingdom,2006,988.54
United Kingdom,2007,1037.53
United Kingdom,2008,991.21
United Kingdom,2009,958.35
United Kingdom,2010,931.2
United Kingdom,2011,960.77
United Kingdom,2012,975.96
United States,1816,2.31
United States,1817,1.28
United States,1818,0.94
United States,1819,1.11
United States,1820,0.73
United States,1821,0.78
United States,1822,0.52
United States,1823,0.53
United States,1824,0.56
United States,1825,0.57
United States,1826,0.7
United States,1827,0.69
United States,1828,0.65
United States,1829,0.65
United States,1830,0.62
United States,1831,0.67
United States,1832,0.67
United States,1833,0.83
United States,1834,0.66
United States,1835,0.65
United States,1836,0.8
United States,1837,1.02
United States,1838,0.92
United States,1839,0.59
United States,1840,0.77
United States,1841,0.83
United States,1842,0.78
United States,1843,0.34
United States,1844,0.6
United States,1845,0.85
United States,1846,2.2
United States,1847,1.66
United States,1848,1.79
United States,1849,0.76
United States,1850,0.9
United States,1851,0.72
United States,1852,0.83
United States,1853,0.87
United States,1854,1.06
United States,1855,1.05
United States,1856,1.06
United States,1857,1.26
United States,1858,1.19
United States,1859,0.9
United States,1860,1.09
United States,1861,14.07
United States,1862,22.91
United States,1863,24.88
United States,1864,45.03
United States,1865,6.56
United States,1866,3.35
United States,1867,5.55
United States,1868,3.6
United States,1869,2.75
United States,1870,1.84
United States,1871,1.58
United States,1872,1.85
United States,1873,1.94
United States,1874,1.59
United States,1875,1.45
United States,1876,1.26
United States,1877,0.98
United States,1878,1.15
United States,1879,1.04
United States,1880,1.1
United States,1881,1.12
United States,1882,1.2
United States,1883,1.02
United States,1884,1
United States,1885,0.84
United States,1886,0.87
United States,1887,0.88
United States,1888,1.02
United States,1889,1.04
United States,1890,1.14
United States,1891,1.16
United States,1892,1.16
United States,1893,1.23
United States,1894,1.14
United States,1895,1.07
United States,1896,1.13
United States,1897,2.04
United States,1898,3.96
United States,1899,2.51
United States,1900,2.65
United States,1901,2.27
United States,1902,2.44
United States,1903,2.64
United States,1904,2.84
United States,1905,2.62
United States,1906,2.48
United States,1907,3.28
United States,1908,2.97
United States,1909,3.03
United States,1910,2.94
United States,1911,2.96
United States,1912,3.01
United States,1913,3.14
United States,1914,2.55
United States,1915,2.56
United States,1916,2.72
United States,1917,6.38
United States,1918,67.96
United States,1919,107.33
United States,1920,15.57
United States,1921,10.29
United States,1922,7.82
United States,1923,6.06
United States,1924,5
United States,1925,5.09
United States,1926,4.75
United States,1927,5.01
United States,1928,5.63
United States,1929,5.76
United States,1930,5.68
United States,1931,5.63
United States,1932,5.13
United States,1933,4.54
United States,1934,6.35
United States,1935,6.33
United States,1936,7.28
United States,1937,8.01
United States,1938,8.71
United States,1939,7.48
United States,1940,12.54
United States,1941,47.23
United States,1942,192.8
United States,1943,527.35
United States,1944,628.63
United States,1945,643.19
United States,1946,319.22
United States,1947,99.33
United States,1948,74.46
United States,1949,90.16
United States,1950,95.61
United States,1951,215.64
United States,1952,303.72
United States,1953,309.78
United States,1954,262.45
United States,1955,244.19
United States,1956,247.32
United States,1957,259.02
United States,1958,260.19
United States,1959,262.13
United States,1960,251.17
United States,1961,260.26
United States,1962,280.81
United States,1963,276.34
United States,1964,266.89
United States,1965,266.73
United States,1966,343.77
United States,1967,379.69
United States,1968,402.24
United States,1969,401.85
United States,1970,379.55
United States,1971,360.5
United States,1972,369.89
United States,1973,369.9
United States,1974,401.7
United States,1975,421.11
United States,1976,417.42
United States,1977,458.25
United States,1978,490.81
United States,1979,543.33
United States,1980,632.26
United States,1981,738.75
United States,1982,845.63
United States,1983,926.98
United States,1984,1002.98
United States,1985,1028.05
United States,1986,1103.17
United States,1987,1128.34
United States,1988,1150.66
United States,1989,1192.2
United States,1990,1159.45
United States,1991,1038.68
United States,1992,1123.34
United States,1993,1152.9
United States,1994,1125.14
United States,1995,1057.39
United States,1996,1045.12
United States,1997,1031.44
United States,1998,1020.71
United States,1999,1057.67
United States,2000,1089.02
United States,2001,1130.66
United States,2002,1200.8
United States,2003,1382.53
United States,2004,1542.9
United States,2005,1661.24
United States,2006,1734.02
United States,2007,1818.93
United States,2008,2009
United States,2009,2139.15
United States,2010,2221.32
United States,2011,2181.56
United States,2012,2064.18
Uruguay,1884,5.16
Uruguay,1885,6.52
Uruguay,1886,5.5
Uruguay,1887,5.42
Uruguay,1888,5.1
Uruguay,1890,4.96
Uruguay,1891,4.81
Uruguay,1892,3.19
Uruguay,1893,2.31
Uruguay,1894,2.25
Uruguay,1895,2.37
Uruguay,1896,2.11
Uruguay,1897,2.04
Uruguay,1898,2.19
Uruguay,1899,1.88
Uruguay,1900,1.84
Uruguay,1901,1.83
Uruguay,1902,1.98
Uruguay,1903,1.74
Uruguay,1904,1.71
Uruguay,1905,2.11
Uruguay,1906,2.12
Uruguay,1907,2.48
Uruguay,1908,3.04
Uruguay,1909,2.91
Uruguay,1910,3.28
Uruguay,1911,4.13
Uruguay,1912,0.4
Uruguay,1913,3.8
Uruguay,1914,3.68
Uruguay,1917,3.73
Uruguay,1918,3.67
Uruguay,1919,3.6
Uruguay,1920,4.54
Uruguay,1921,3.42
Uruguay,1922,3.08
Uruguay,1923,3.63
Uruguay,1924,3.59
Uruguay,1925,4.28
Uruguay,1926,5.03
Uruguay,1927,5.37
Uruguay,1928,5.29
Uruguay,1929,5.26
Uruguay,1930,4.57
Uruguay,1931,3.25
Uruguay,1932,2.13
Uruguay,1933,2.18
Uruguay,1934,3.69
Uruguay,1935,2.07
Uruguay,1936,2.37
Uruguay,1937,3.1
Uruguay,1938,2.63
Uruguay,1939,1.83
Uruguay,1942,6.25
Uruguay,1946,5.01
Uruguay,1948,5.85
Uruguay,1950,7.54
Uruguay,1952,10.89
Uruguay,1953,10.84
Uruguay,1957,13.7
Uruguay,1958,14.13
Uruguay,1959,13.93
Uruguay,1960,4.26
Uruguay,1961,6.6
Uruguay,1962,7.73
Uruguay,1963,12.62
Uruguay,1964,11.65
Uruguay,1965,17.87
Uruguay,1966,9.2
Uruguay,1967,15.77
Uruguay,1968,10.1
Uruguay,1969,13.32
Uruguay,1970,16.95
Uruguay,1971,26.48
Uruguay,1972,19.27
Uruguay,1973,24.31
Uruguay,1974,37.3
Uruguay,1975,33.52
Uruguay,1976,26.3
Uruguay,1977,31.26
Uruguay,1978,45.99
Uruguay,1979,43.16
Uruguay,1980,89.49
Uruguay,1981,124.52
Uruguay,1982,133.87
Uruguay,1983,61.02
Uruguay,1984,49.77
Uruguay,1985,44.55
Uruguay,1986,49.65
Uruguay,1987,45.36
Uruguay,1988,52.94
Uruguay,1989,71.81
Uruguay,1990,58.18
Uruguay,1991,77.38
Uruguay,1992,69.01
Uruguay,1993,70.82
Uruguay,1994,107.04
Uruguay,1995,103.89
Uruguay,1996,89.29
Uruguay,1997,95.31
Uruguay,1998,97.6
Uruguay,1999,95.68
Uruguay,2000,113.28
Uruguay,2001,106.41
Uruguay,2002,61.3
Uruguay,2003,68.27
Uruguay,2004,91.46
Uruguay,2005,72.18
Uruguay,2006,68.17
Uruguay,2007,91.07
Uruguay,2008,77.64
Uruguay,2009,102.38
Uruguay,2010,125.44
Uruguay,2011,143.07
Uruguay,2012,135.49
Uzbekistan,1994,17.14
Uzbekistan,1995,16.97
Uzbekistan,1996,19.07
Uzbekistan,1997,25.77
Uzbekistan,1998,28.42
Uzbekistan,1999,51.37
Uzbekistan,2000,71.96
Uzbekistan,2001,70.66
Uzbekistan,2002,82.89
Uzbekistan,2003,86.09
Uzbekistan,2004,93.08
Uzbekistan,2005,2.92
Uzbekistan,2006,3.23
Uzbekistan,2007,3.52
Uzbekistan,2010,51.21
Uzbekistan,2011,50.51
Vanuatu,1981,0
Vanuatu,1982,0
Vanuatu,1983,0
Vanuatu,1984,0
Vanuatu,1985,0
Vanuatu,1986,0
Vanuatu,1987,0
Vanuatu,1988,0
Vanuatu,1989,0
Vanuatu,1990,0
Vanuatu,1991,0
Vanuatu,1992,0
Vanuatu,1993,0
Vanuatu,1994,0
Vanuatu,1995,0
Vanuatu,1996,0
Vanuatu,1997,0
Vanuatu,1998,0
Vanuatu,1999,0
Vanuatu,2000,0
Vanuatu,2001,0
Vanuatu,2002,0
Vanuatu,2003,0
Vanuatu,2004,0
Vanuatu,2005,0
Vanuatu,2006,0
Vanuatu,2007,0
Vanuatu,2008,0
Vanuatu,2009,0
Vanuatu,2010,0
Vanuatu,2011,0
Vanuatu,2012,0
Vatican,1853,1.03
Vatican,1854,1.22
Vatican,1855,1.19
Vatican,1856,0.53
Vatican,1857,0.6
Vatican,1858,0.48
Vatican,1859,0.57
Vatican,1860,1.2
Venezuela,1867,1.5
Venezuela,1868,1.42
Venezuela,1869,1.34
Venezuela,1874,0.98
Venezuela,1882,0.23
Venezuela,1887,0.35
Venezuela,1888,0.35
Venezuela,1890,0.46
Venezuela,1891,0.33
Venezuela,1894,0.45
Venezuela,1895,0.38
Venezuela,1896,0.43
Venezuela,1897,0.49
Venezuela,1898,0.36
Venezuela,1899,0.36
Venezuela,1901,0.81
Venezuela,1902,1.01
Venezuela,1903,1.08
Venezuela,1905,0.86
Venezuela,1906,0.79
Venezuela,1909,0.72
Venezuela,1910,0.59
Venezuela,1911,0.48
Venezuela,1912,0.69
Venezuela,1913,0.79
Venezuela,1914,0.79
Venezuela,1915,0.68
Venezuela,1916,0.66
Venezuela,1917,0.69
Venezuela,1918,0.83
Venezuela,1919,0.68
Venezuela,1920,0.76
Venezuela,1921,0.84
Venezuela,1922,0.73
Venezuela,1923,0.79
Venezuela,1924,0.84
Venezuela,1925,1.01
Venezuela,1926,0.9
Venezuela,1927,1.11
Venezuela,1928,1.69
Venezuela,1929,1.99
Venezuela,1930,2.26
Venezuela,1931,1.63
Venezuela,1932,1.49
Venezuela,1933,1.55
Venezuela,1934,2.73
Venezuela,1935,3.15
Venezuela,1936,2.73
Venezuela,1937,2.9
Venezuela,1938,3.51
Venezuela,1939,3.45
Venezuela,1940,3.13
Venezuela,1941,2.8
Venezuela,1942,2.65
Venezuela,1943,2.52
Venezuela,1944,2.71
Venezuela,1945,3.22
Venezuela,1946,3.78
Venezuela,1947,7.47
Venezuela,1948,6.96
Venezuela,1949,9.46
Venezuela,1950,10.95
Venezuela,1951,11.61
Venezuela,1952,11.74
Venezuela,1953,11.16
Venezuela,1954,13.77
Venezuela,1955,16.57
Venezuela,1956,18.01
Venezuela,1957,22.51
Venezuela,1958,26.27
Venezuela,1959,25.57
Venezuela,1960,21.49
Venezuela,1961,20.9
Venezuela,1962,19.3
Venezuela,1963,22.47
Venezuela,1964,23.02
Venezuela,1965,18.7
Venezuela,1966,19.59
Venezuela,1967,21.15
Venezuela,1968,20.51
Venezuela,1969,19.2
Venezuela,1970,19.25
Venezuela,1971,22.93
Venezuela,1972,26.58
Venezuela,1973,26.27
Venezuela,1974,38.31
Venezuela,1975,45.8
Venezuela,1976,34.3
Venezuela,1977,46.2
Venezuela,1978,48.66
Venezuela,1979,47.23
Venezuela,1980,57.52
Venezuela,1981,63.39
Venezuela,1982,71.66
Venezuela,1983,58.19
Venezuela,1984,63.46
Venezuela,1985,39.38
Venezuela,1986,45.96
Venezuela,1987,66.06
Venezuela,1988,35.63
Venezuela,1989,21.57
Venezuela,1990,26.87
Venezuela,1991,94.63
Venezuela,1992,74.08
Venezuela,1993,87.73
Venezuela,1994,44.01
Venezuela,1995,40.38
Venezuela,1996,35.68
Venezuela,1997,67.61
Venezuela,1998,57.35
Venezuela,1999,56.02
Venezuela,2000,57.8
Venezuela,2001,76.56
Venezuela,2002,54.43
Venezuela,2003,49.73
Venezuela,2004,54
Venezuela,2005,91.82
Venezuela,2006,95.18
Venezuela,2007,101.06
Venezuela,2008,118.35
Venezuela,2009,116.01
Venezuela,2010,70.34
Venezuela,2011,80.81
Venezuela,2012,232.55
Vietnam,1954,0
Vietnam,1961,10.54
Vietnam,1962,11.63
Vietnam,1963,13.97
Vietnam,1964,16.22
Vietnam,1965,19.75
Vietnam,1966,15.45
Vietnam,1967,22.67
Vietnam,1968,24.65
Vietnam,1969,24.62
Vietnam,1970,27.42
Vietnam,1971,13.89
Vietnam,1972,14.75
Vietnam,1973,12.9
Vietnam,1984,22.16
Vietnam,1985,25.05
Vietnam,1986,39.37
Vietnam,1988,39.86
Vietnam,1989,35.82
Vietnam,1990,10.92
Vietnam,1991,27.59
Vietnam,1992,10.37
Vietnam,1993,5.04
Vietnam,1994,13.68
Vietnam,1995,12.33
Vietnam,1996,12.9
Vietnam,1997,13.12
Vietnam,1998,12.16
Vietnam,1999,11.31
Vietnam,2000,28.85
Vietnam,2001,29.88
Vietnam,2002,26.97
Vietnam,2003,27.75
Vietnam,2004,33.05
Vietnam,2005,37.12
Vietnam,2006,40.11
Vietnam,2007,42.85
Vietnam,2008,33.27
Vietnam,2009,24.23
Vietnam,2010,28.89
Vietnam,2011,29.66
Vietnam,2012,36.29
West Germany,1955,33.57
West Germany,1956,32.28
West Germany,1957,39.78
West Germany,1958,30.04
West Germany,1959,48.35
West Germany,1960,52.42
West Germany,1961,56.18
West Germany,1962,75.69
West Germany,1963,86.51
West Germany,1964,84.39
West Germany,1965,84.81
West Germany,1966,85.34
West Germany,1967,89.91
West Germany,1968,80.26
West Germany,1969,88.66
West Germany,1970,100.76
West Germany,1971,118.97
West Germany,1972,145.99
West Germany,1973,192.6
West Germany,1974,221.9
West Germany,1975,247.03
West Germany,1976,251.04
West Germany,1977,281.74
West Germany,1978,349.1
West Germany,1979,403.65
West Germany,1980,433.75
West Germany,1981,342.97
West Germany,1982,362.8
West Germany,1983,383.9
West Germany,1984,329.25
West Germany,1985,273.05
West Germany,1986,378.79
West Germany,1987,463.19
West Germany,1988,474.93
West Germany,1989,442.46
West Germany,1990,562.98
Wuerttemburg,1816,0.93
Wuerttemburg,1817,0.67
Wuerttemburg,1818,0.63
Wuerttemburg,1819,0.55
Wuerttemburg,1820,0.51
Wuerttemburg,1821,0.5
Wuerttemburg,1822,0.52
Wuerttemburg,1823,0.5
Wuerttemburg,1824,0.5
Wuerttemburg,1825,0.49
Wuerttemburg,1826,0.5
Wuerttemburg,1827,0.49
Wuerttemburg,1828,0.49
Wuerttemburg,1829,0.47
Wuerttemburg,1830,0.46
Wuerttemburg,1831,0.47
Wuerttemburg,1832,0.47
Wuerttemburg,1833,0.57
Wuerttemburg,1834,0.56
Wuerttemburg,1835,0.58
Wuerttemburg,1836,0.55
Wuerttemburg,1837,0.57
Wuerttemburg,1838,0.52
Wuerttemburg,1839,0.5
Wuerttemburg,1840,0.49
Wuerttemburg,1841,0.49
Wuerttemburg,1842,0.55
Wuerttemburg,1843,0.55
Wuerttemburg,1844,0.55
Wuerttemburg,1845,0.55
Wuerttemburg,1846,0.54
Wuerttemburg,1847,0.53
Wuerttemburg,1848,0.55
Wuerttemburg,1849,0.55
Wuerttemburg,1850,0.56
Wuerttemburg,1851,0.57
Wuerttemburg,1852,0.56
Wuerttemburg,1853,0.64
Wuerttemburg,1854,0.63
Wuerttemburg,1855,0.68
Wuerttemburg,1856,0.69
Wuerttemburg,1857,0.73
Wuerttemburg,1858,0.7
Wuerttemburg,1859,0.79
Wuerttemburg,1860,0.83
Wuerttemburg,1861,0.9
Wuerttemburg,1862,1.05
Wuerttemburg,1863,1.33
Wuerttemburg,1864,1.87
Wuerttemburg,1865,1.44
Wuerttemburg,1866,1.28
Wuerttemburg,1867,1.44
Wuerttemburg,1868,1.59
Wuerttemburg,1869,1.53
Wuerttemburg,1870,1.35
Yemen,1991,94.72
Yemen,1992,78.23
Yemen,1993,39.83
Yemen,1994,33.31
Yemen,1995,25.18
Yemen,1996,22.24
Yemen,1997,23.84
Yemen,1998,23.92
Yemen,1999,24.53
Yemen,2000,27.54
Yemen,2001,29.51
Yemen,2002,39.89
Yemen,2003,42.4
Yemen,2004,44.36
Yemen,2005,29
Yemen,2006,39.88
Yemen,2007,42.87
Yemen,2008,68.74
Yemen,2009,39.72
Yemen,2010,80.22
Yemen,2011,57.63
Yemen,2012,68.46
Yemen Arab Republic,1960,1.73
Yemen Arab Republic,1961,1.69
Yemen Arab Republic,1962,1.18
Yemen Arab Republic,1963,2.32
Yemen Arab Republic,1964,2.27
Yemen Arab Republic,1965,2.45
Yemen Arab Republic,1966,2.63
Yemen Arab Republic,1967,5.04
Yemen Arab Republic,1968,7.76
Yemen Arab Republic,1969,11.18
Yemen Arab Republic,1970,2.78
Yemen Arab Republic,1971,3.45
Yemen Arab Republic,1972,5.17
Yemen Arab Republic,1973,6.9
Yemen Arab Republic,1974,9.6
Yemen Arab Republic,1975,13.02
Yemen Arab Republic,1976,16.77
Yemen Arab Republic,1977,22.56
Yemen Arab Republic,1978,28.07
Yemen Arab Republic,1979,56.63
Yemen Arab Republic,1980,53.5
Yemen Arab Republic,1981,89.15
Yemen Arab Republic,1982,77.12
Yemen Arab Republic,1983,97.06
Yemen Arab Republic,1984,81.43
Yemen Arab Republic,1985,55.64
Yemen Arab Republic,1986,63.63
Yemen Arab Republic,1987,64.54
Yemen Arab Republic,1988,75.16
Yemen Arab Republic,1989,69.78
Yemen Arab Republic,1990,108.74
Yemen People's Republic,1967,0
Yemen People's Republic,1968,14.48
Yemen People's Republic,1969,13.9
Yemen People's Republic,1970,13.54
Yemen People's Republic,1971,14.53
Yemen People's Republic,1972,16.51
Yemen People's Republic,1973,15.12
Yemen People's Republic,1974,22.19
Yemen People's Republic,1975,26.65
Yemen People's Republic,1976,28.83
Yemen People's Republic,1977,32.88
Yemen People's Republic,1978,43.17
Yemen People's Republic,1979,56.69
Yemen People's Republic,1980,65.15
Yemen People's Republic,1981,83.13
Yemen People's Republic,1982,79.34
Yemen People's Republic,1983,83.28
Yemen People's Republic,1984,92.03
Yemen People's Republic,1985,89.19
Yemen People's Republic,1986,95.05
Yemen People's Republic,1987,90.87
Yemen People's Republic,1988,92.85
Yemen People's Republic,1989,96.85
Yugoslavia,1878,0.96
Yugoslavia,1879,0.84
Yugoslavia,1880,0.95
Yugoslavia,1881,0.95
Yugoslavia,1882,1.1
Yugoslavia,1883,1.36
Yugoslavia,1884,1.65
Yugoslavia,1885,1.51
Yugoslavia,1886,1.36
Yugoslavia,1887,1.33
Yugoslavia,1888,1.35
Yugoslavia,1889,1.32
Yugoslavia,1890,0.86
Yugoslavia,1891,0.86
Yugoslavia,1892,0.99
Yugoslavia,1893,0.97
Yugoslavia,1894,1.06
Yugoslavia,1895,1.04
Yugoslavia,1896,1.16
Yugoslavia,1897,1.14
Yugoslavia,1898,1.25
Yugoslavia,1899,1.43
Yugoslavia,1900,1.55
Yugoslavia,1901,1.37
Yugoslavia,1902,1.28
Yugoslavia,1903,1.36
Yugoslavia,1904,1.66
Yugoslavia,1905,1.46
Yugoslavia,1906,1.43
Yugoslavia,1907,1.43
Yugoslavia,1908,1.49
Yugoslavia,1909,1.82
Yugoslavia,1910,1.72
Yugoslavia,1911,1.7
Yugoslavia,1912,1.89
Yugoslavia,1913,1.93
Yugoslavia,1914,1.03
Yugoslavia,1915,2.41
Yugoslavia,1916,2.95
Yugoslavia,1917,4.11
Yugoslavia,1918,4.91
Yugoslavia,1919,2.3
Yugoslavia,1920,2.55
Yugoslavia,1921,2.75
Yugoslavia,1922,1.85
Yugoslavia,1923,1.12
Yugoslavia,1924,1.76
Yugoslavia,1925,3.08
Yugoslavia,1926,3.2
Yugoslavia,1927,3.21
Yugoslavia,1928,3.2
Yugoslavia,1929,2.99
Yugoslavia,1930,3.1
Yugoslavia,1931,2.77
Yugoslavia,1932,2.53
Yugoslavia,1933,1.71
Yugoslavia,1934,2.88
Yugoslavia,1935,3.09
Yugoslavia,1936,3.42
Yugoslavia,1937,3.67
Yugoslavia,1938,4.16
Yugoslavia,1939,6.32
Yugoslavia,1940,7.68
Yugoslavia,1941,11.4
Yugoslavia,1944,14.6
Yugoslavia,1945,19.15
Yugoslavia,1946,19.84
Yugoslavia,1947,21.24
Yugoslavia,1948,33.96
Yugoslavia,1949,29.41
Yugoslavia,1950,48.33
Yugoslavia,1951,40.29
Yugoslavia,1952,36.16
Yugoslavia,1953,32.73
Yugoslavia,1954,31.38
Yugoslavia,1955,30.31
Yugoslavia,1956,29.78
Yugoslavia,1957,29.68
Yugoslavia,1958,33.02
Yugoslavia,1959,35.8
Yugoslavia,1960,37.62
Yugoslavia,1961,44.4
Yugoslavia,1962,19.14
Yugoslavia,1963,20.04
Yugoslavia,1964,22.99
Yugoslavia,1965,29.46
Yugoslavia,1966,20.55
Yugoslavia,1967,21.58
Yugoslavia,1968,25.43
Yugoslavia,1969,27.63
Yugoslavia,1970,32.74
Yugoslavia,1971,29.08
Yugoslavia,1972,33.18
Yugoslavia,1973,41.59
Yugoslavia,1974,62.68
Yugoslavia,1975,77.62
Yugoslavia,1976,84.68
Yugoslavia,1977,97.58
Yugoslavia,1978,106.25
Yugoslavia,1979,124.81
Yugoslavia,1980,132.22
Yugoslavia,1981,109.65
Yugoslavia,1982,104.14
Yugoslavia,1983,101.27
Yugoslavia,1984,69.64
Yugoslavia,1985,46.66
Yugoslavia,1986,88.94
Yugoslavia,1987,115.73
Yugoslavia,1988,121.36
Yugoslavia,1989,89.89
Yugoslavia,1990,147.79
Yugoslavia,1991,145.84
Yugoslavia,1992,124.43
Yugoslavia,1994,283.28
Yugoslavia,1995,294.97
Yugoslavia,1996,142.05
Yugoslavia,1997,140.51
Yugoslavia,1998,149.04
Yugoslavia,1999,155.49
Yugoslavia,2000,171.62
Yugoslavia,2001,57.24
Yugoslavia,2002,63.52
Yugoslavia,2003,62.54
Yugoslavia,2004,73.12
Yugoslavia,2005,63.68
Yugoslavia,2006,82.11
Yugoslavia,2007,100.26
Yugoslavia,2008,105.93
Yugoslavia,2009,99.88
Yugoslavia,2010,87.49
Yugoslavia,2011,101.28
Yugoslavia,2012,88.04
Zambia,1964,3.27
Zambia,1965,9.09
Zambia,1966,9.29
Zambia,1967,10.33
Zambia,1968,12.22
Zambia,1969,9.03
Zambia,1970,9.38
Zambia,1971,14.23
Zambia,1972,17.18
Zambia,1973,11.27
Zambia,1974,12.42
Zambia,1975,12.67
Zambia,1976,13.49
Zambia,1977,13.47
Zambia,1978,14.19
Zambia,1979,29.71
Zambia,1980,24.41
Zambia,1981,55.56
Zambia,1982,30.57
Zambia,1983,60.66
Zambia,1984,45.87
Zambia,1985,5.22
Zambia,1986,10.54
Zambia,1987,10.57
Zambia,1988,13.94
Zambia,1989,15.19
Zambia,1990,11.77
Zambia,1991,8.12
Zambia,1993,6.99
Zambia,1994,7.6
Zambia,1995,7.55
Zambia,1996,7.25
Zambia,1997,6.96
Zambia,1998,7.52
Zambia,1999,9.8
Zambia,2000,3.16
Zambia,2001,2.68
Zambia,2002,2.45
Zambia,2003,2.48
Zambia,2004,3.58
Zambia,2005,13.78
Zambia,2006,25.46
Zambia,2007,20.4
Zambia,2008,21.03
Zambia,2009,16.61
Zambia,2010,18.99
Zambia,2011,22.44
Zambia,2012,22.81
Zanzibar,1963,0
Zanzibar,1964,0
Zimbabwe,1965,3.45
Zimbabwe,1966,3.81
Zimbabwe,1967,4.21
Zimbabwe,1968,4.38
Zimbabwe,1969,4.2
Zimbabwe,1970,4.8
Zimbabwe,1971,8.94
Zimbabwe,1972,9.13
Zimbabwe,1973,13.04
Zimbabwe,1974,16.78
Zimbabwe,1975,18.62
Zimbabwe,1976,22.16
Zimbabwe,1977,31.75
Zimbabwe,1978,38.85
Zimbabwe,1979,52.45
Zimbabwe,1980,64.3
Zimbabwe,1981,55.3
Zimbabwe,1982,44.99
Zimbabwe,1983,48.85
Zimbabwe,1984,37.05
Zimbabwe,1985,33.23
Zimbabwe,1986,46.39
Zimbabwe,1987,49.04
Zimbabwe,1988,51.81
Zimbabwe,1989,42.43
Zimbabwe,1990,38.58
Zimbabwe,1991,32.95
Zimbabwe,1992,21.59
Zimbabwe,1993,19.37
Zimbabwe,1994,17.94
Zimbabwe,1995,20.22
Zimbabwe,1996,20.32
Zimbabwe,1997,24.73
Zimbabwe,1998,29.36
Zimbabwe,1999,36.26
Zimbabwe,2000,23.65
Zimbabwe,2001,20.6
Zimbabwe,2002,72.78
Zimbabwe,2003,24.15
Zimbabwe,2004,18.67
Zimbabwe,2005,10.7
Zimbabwe,2006,12.26
Zimbabwe,2010,7.49
Zimbabwe,2011,14.82
Zimbabwe,2012,23.17
