Entity,Year,age-standardized_death_rate_per_100k_both_sexes,age-standardized_death_rate_per_100k_female,age-standardized_death_rate_per_100k_male,crude_death_rate_per_100k_both_sexes,crude_death_rate_per_100k_female,crude_death_rate_per_100k_male
Suriname,2003,9.04,4.83,13.9,6.56,3.72,9.34
Suriname,2004,8.97,4.13,14.61,6.68,3.27,10.04
Suriname,2005,9.36,5.92,13.25,7.01,4.85,9.13
Suriname,2006,11.61,8.3,15.69,8.51,6.79,10.2
Suriname,2007,10.84,6.68,15.48,8.41,5.52,11.25
Suriname,2008,10.65,5.05,17.13,8.7,4.68,12.66
Suriname,2009,10.67,5.88,16.24,8.41,5.01,11.76
Suriname,2010,9.58,6.22,13.31,7.94,5.71,10.13
Suriname,2011,8.55,5.02,13.17,7.1,4.89,9.28
Suriname,2012,11.51,6.75,16.86,9.61,5.95,13.21
Suriname,2013,13.89,9.71,19.08,11.69,8.83,14.52
Suriname,2014,13.55,6.94,21.58,11.57,6.55,16.52
Sweden,1951,6.71,3.94,9.76,8.2,5.04,11.39
Sweden,1952,6.78,4.4,9.37,8.39,5.71,11.1
Sweden,1953,7.17,4.01,10.58,9.01,5.34,12.71
Sweden,1954,7.39,4.09,10.99,9.43,5.39,13.49
Sweden,1955,7.66,3.74,11.95,9.9,5.0,14.84
Sweden,1956,7.88,4.15,11.98,10.33,5.67,15.02
Sweden,1957,8.5,4.44,12.96,11.23,6.07,16.41
Sweden,1958,9.37,4.65,14.55,12.58,6.54,18.65
Sweden,1959,9.45,4.54,14.87,12.89,6.51,19.31
Sweden,1960,9.56,3.96,15.73,13.26,5.76,20.8
Sweden,1961,10.21,4.46,16.58,14.21,6.39,22.07
Sweden,1962,10.53,4.39,17.35,14.94,6.52,23.41
Sweden,1963,10.29,4.48,16.8,14.77,6.69,22.88
Sweden,1964,10.9,4.15,18.47,15.94,6.46,25.45
Sweden,1965,11.22,4.66,18.65,16.3,7.0,25.64
Sweden,1966,11.24,4.41,18.99,16.73,6.91,26.56
Sweden,1967,12.34,5.53,20.05,18.52,8.74,28.32
Sweden,1968,12.06,5.1,20.01,18.33,7.98,28.7
Sweden,1969,13.0,5.1,22.1,19.88,8.05,31.75
Sweden,1970,13.17,5.45,22.12,20.25,8.72,31.82
Sweden,1971,14.43,5.92,24.37,22.63,9.64,35.67
Sweden,1972,14.84,5.81,25.51,23.65,9.8,37.58
Sweden,1973,15.28,6.38,25.81,24.57,10.8,38.44
Sweden,1974,15.93,6.77,26.77,25.76,11.61,40.04
Sweden,1975,16.19,6.92,27.25,26.52,12.02,41.18
Sweden,1976,16.26,6.64,27.87,26.95,11.34,42.75
Sweden,1977,17.48,7.13,30.13,29.18,12.3,46.28
Sweden,1978,17.24,7.52,29.06,29.02,13.39,44.9
Sweden,1979,17.58,7.43,30.02,29.87,13.2,46.81
Sweden,1980,17.18,8.21,28.3,29.32,14.41,44.52
Sweden,1981,17.04,8.9,27.29,29.22,15.57,43.14
Sweden,1982,16.96,8.69,27.11,29.1,15.52,42.98
Sweden,1983,17.04,8.69,27.56,29.51,15.38,43.97
Sweden,1984,17.9,9.24,28.71,31.37,16.86,46.23
Sweden,1985,17.71,9.16,28.25,30.96,16.7,45.56
Sweden,1986,17.22,9.94,26.57,30.48,17.46,43.83
Sweden,1987,17.95,10.49,27.37,31.59,18.74,44.78
Sweden,1988,18.24,10.91,27.52,32.22,19.76,45.0
Sweden,1989,17.53,10.89,25.93,30.98,19.93,42.3
Sweden,1990,17.94,10.77,27.03,31.39,19.3,43.78
Sweden,1991,18.8,12.11,27.18,32.65,21.59,43.97
Sweden,1992,18.56,12.28,26.57,32.29,21.84,42.99
Sweden,1993,17.66,11.66,25.34,31.26,21.36,41.39
Sweden,1994,18.23,12.19,25.99,31.57,21.25,42.13
Sweden,1995,18.68,13.44,25.47,32.8,24.16,41.64
Sweden,1996,18.67,14.1,24.67,32.8,25.06,40.73
Sweden,1997,18.74,13.72,25.13,33.48,25.58,41.57
Sweden,1998,18.27,13.68,24.25,32.98,25.26,40.88
Sweden,1999,18.74,14.07,24.8,33.86,26.0,41.89
Sweden,2000,18.64,14.71,23.79,33.66,27.2,40.26
Sweden,2001,19.28,15.91,23.8,35.41,29.96,40.97
Sweden,2002,18.92,15.66,23.25,35.0,29.97,40.13
Sweden,2003,18.97,15.36,23.57,35.15,29.62,40.79
Sweden,2004,19.68,17.11,23.24,36.89,32.95,40.91
Sweden,2005,20.4,17.64,24.2,38.82,34.42,43.29
Sweden,2006,19.71,17.16,23.21,38.35,34.62,42.13
Sweden,2007,19.28,17.66,21.54,37.59,35.88,39.33
Sweden,2008,19.57,17.49,22.42,38.56,35.79,41.36
Sweden,2009,18.76,17.28,21.0,37.51,35.49,39.56
Sweden,2010,18.86,16.87,21.6,38.21,35.28,41.16
Sweden,2011,18.59,16.72,21.09,38.32,36.09,40.56
Sweden,2012,18.02,16.34,20.27,37.63,35.72,39.55
Sweden,2013,17.95,17.17,19.21,37.82,37.23,38.41
Sweden,2014,17.75,17.23,18.63,37.64,38.02,37.27
Sweden,2015,17.3,16.56,18.46,37.4,37.36,37.43
Sweden,2016,16.94,16.31,17.98,37.11,36.9,37.31
Sweden,2017,16.9,16.53,17.63,37.84,38.59,37.1
Sweden,2018,15.74,15.57,16.19,35.35,36.38,34.33
Switzerland,1951,13.75,3.82,26.0,16.24,4.76,28.57
Switzerland,1952,13.02,3.24,25.17,15.44,4.02,27.7
Switzerland,1953,14.37,3.57,27.78,17.13,4.48,30.68
Switzerland,1954,14.9,3.59,28.87,17.88,4.58,32.12
Switzerland,1955,15.18,3.32,29.88,18.43,4.33,33.51
Switzerland,1956,15.37,3.87,29.71,18.6,5.05,33.07
Switzerland,1957,16.14,3.5,31.83,19.69,4.49,35.9
Switzerland,1958,15.82,3.54,31.04,19.47,4.66,35.26
Switzerland,1959,17.14,3.39,34.32,21.21,4.46,39.04
Switzerland,1960,17.35,3.48,34.74,21.45,4.51,39.48
Switzerland,1961,17.25,3.42,34.54,21.44,4.57,39.36
Switzerland,1962,17.34,2.9,35.51,21.46,3.87,40.09
Switzerland,1963,19.13,3.49,39.04,23.64,4.65,43.7
Switzerland,1964,18.89,3.94,37.75,23.18,5.12,42.23
Switzerland,1965,19.1,3.64,38.89,23.77,4.89,43.64
Switzerland,1966,20.46,3.55,41.85,25.53,4.78,47.35
Switzerland,1967,21.5,4.22,43.38,26.85,5.77,48.99
Switzerland,1968,21.08,3.41,43.77,26.67,4.6,49.79
Switzerland,1969,21.96,3.54,45.48,27.74,4.94,51.61
Switzerland,1970,22.0,3.89,45.36,28.17,5.53,51.88
Switzerland,1971,23.25,4.28,47.66,29.94,6.01,54.89
Switzerland,1972,23.51,4.68,47.61,30.42,6.6,55.33
Switzerland,1973,24.58,4.8,49.93,32.23,6.89,58.74
Switzerland,1974,24.68,4.36,50.92,32.95,6.36,60.83
Switzerland,1975,26.16,4.94,53.62,35.19,7.19,64.6
Switzerland,1976,26.14,5.23,53.04,35.6,7.79,64.87
Switzerland,1977,26.54,5.2,54.18,36.81,7.93,67.24
Switzerland,1978,26.47,5.1,54.11,37.34,7.99,68.3
Switzerland,1979,26.78,5.19,55.04,38.11,8.0,69.87
Switzerland,1980,26.6,6.15,53.34,38.28,9.57,68.57
Switzerland,1981,26.85,5.92,54.05,38.75,9.34,69.77
Switzerland,1982,27.85,6.81,55.12,40.43,10.96,71.47
Switzerland,1983,28.24,6.96,56.27,41.63,11.08,73.81
Switzerland,1984,26.85,6.58,53.68,40.08,10.74,70.97
Switzerland,1985,27.94,7.38,55.19,41.91,11.79,73.62
Switzerland,1986,27.86,7.37,54.83,42.11,12.15,73.63
Switzerland,1987,26.59,7.75,51.43,40.41,12.7,69.54
Switzerland,1988,26.62,7.53,51.71,40.54,12.34,70.16
Switzerland,1989,26.09,7.89,50.27,39.99,12.84,68.48
Switzerland,1990,26.65,8.56,50.41,40.72,14.3,68.4
Switzerland,1991,26.03,8.1,49.75,39.91,13.28,67.77
Switzerland,1992,26.71,9.71,49.15,40.94,16.01,67.07
Switzerland,1993,26.57,10.66,47.75,40.87,17.44,65.42
Switzerland,1994,25.7,10.72,45.39,39.28,17.3,62.29
Switzerland,1995,23.43,10.16,40.94,36.27,16.66,56.83
Switzerland,1996,23.01,9.46,40.78,36.16,16.08,57.19
Switzerland,1997,23.06,9.75,40.47,36.38,16.35,57.38
Switzerland,1998,23.65,10.75,40.46,37.55,18.19,57.79
Switzerland,1999,22.7,11.55,37.48,36.77,19.72,54.58
Switzerland,2000,24.02,12.16,39.43,39.19,21.21,57.95
Switzerland,2001,23.34,11.5,38.78,38.25,19.53,57.76
Switzerland,2002,22.04,11.85,35.29,37.03,20.73,54.07
Switzerland,2003,22.62,12.43,35.78,38.11,21.92,55.04
Switzerland,2004,22.28,12.8,34.41,37.82,22.78,53.53
Switzerland,2005,22.75,12.63,35.71,39.11,22.31,56.64
Switzerland,2006,22.19,14.03,32.77,39.2,25.75,53.22
Switzerland,2007,22.56,14.0,33.35,39.9,25.96,54.39
Switzerland,2008,22.27,13.34,33.41,39.92,25.06,55.31
Switzerland,2009,21.08,14.05,30.02,38.24,26.38,50.49
Switzerland,2010,21.81,14.33,31.26,40.24,27.33,53.57
Switzerland,2011,21.6,14.84,30.17,40.28,28.68,52.21
Switzerland,2012,20.52,14.52,28.15,38.67,28.21,49.4
Switzerland,2013,20.44,14.71,27.61,39.17,29.53,49.06
Switzerland,2014,20.2,14.21,27.47,38.98,28.54,49.66
Switzerland,2015,20.0,13.86,27.46,39.14,28.34,50.17
Switzerland,2016,19.46,14.87,25.18,38.8,30.76,46.99
Switzerland,2017,19.45,14.46,25.48,39.22,30.55,48.04
Switzerland,2018,19.08,14.31,24.72,39.0,31.01,47.14
Syria,1998,4.62,2.29,7.19,2.0,1.14,2.84
Syria,1999,5.6,2.31,9.24,2.42,1.14,3.68
Syria,2000,6.47,4.9,8.28,2.83,2.33,3.31
Syria,2001,4.31,2.31,6.53,1.87,1.1,2.61
Syria,2002,5.17,2.16,8.39,2.28,1.05,3.48
Syria,2003,6.06,3.17,9.01,2.69,1.52,3.82
Syria,2004,5.43,2.74,8.19,2.45,1.34,3.52
Syria,2005,5.31,2.59,8.05,2.49,1.26,3.68
Syria,2006,5.22,2.68,7.77,2.42,1.25,3.54
Syria,2007,5.66,2.28,9.08,2.58,1.11,4.01
Syria,2008,7.38,3.26,11.64,3.44,1.59,5.24
Syria,2009,6.49,3.26,9.84,3.13,1.65,4.58
Syria,2010,6.76,3.25,10.43,3.23,1.65,4.79
Tajikistan,1981,10.71,4.78,18.33,6.11,2.98,9.3
Tajikistan,1982,10.79,5.23,18.11,6.09,3.28,8.95
Tajikistan,1985,12.24,6.77,19.42,6.8,4.18,9.45
Tajikistan,1986,13.31,7.17,21.14,7.2,4.26,10.17
Tajikistan,1987,13.77,6.6,22.7,7.55,3.93,11.22
Tajikistan,1988,15.07,8.82,22.77,8.06,5.24,10.92
Tajikistan,1989,14.47,7.48,23.1,7.81,4.39,11.27
Tajikistan,1990,10.0,4.85,16.31,5.43,2.89,8.0
Tajikistan,1991,10.12,4.98,16.91,5.37,3.05,7.73
Tajikistan,1992,10.02,4.39,16.82,5.4,2.62,8.21
Tajikistan,1993,7.2,2.89,12.43,3.67,1.58,5.78
Tajikistan,1994,6.11,2.64,9.92,3.08,1.47,4.69
Tajikistan,1995,4.49,2.33,7.32,2.31,1.39,3.24
Tajikistan,1996,4.49,1.73,7.49,2.13,0.87,3.38
Tajikistan,1997,4.97,2.63,7.54,2.35,1.31,3.4
Tajikistan,1998,5.45,3.12,8.11,2.61,1.62,3.6
Tajikistan,1999,5.12,2.67,7.77,2.51,1.42,3.59
Tajikistan,2000,3.73,2.36,5.22,1.87,1.3,2.45
Tajikistan,2001,3.8,2.58,5.13,1.9,1.43,2.37
Tajikistan,2002,4.69,2.86,6.6,2.31,1.53,3.1
Tajikistan,2003,5.53,3.45,7.8,2.72,1.83,3.61
Tajikistan,2004,5.6,3.34,7.9,2.79,1.82,3.74
Tajikistan,2005,5.07,3.49,6.78,2.56,1.81,3.31
Tajikistan,2016,4.73,3.37,6.19,2.35,1.79,2.91
Tajikistan,2017,4.18,2.89,5.51,2.28,1.71,2.83
Thailand,1969,1.79,1.13,2.48,0.84,0.53,1.16
Thailand,1970,1.85,0.96,2.83,1.04,0.56,1.52
Thailand,1971,1.95,1.12,2.9,1.06,0.65,1.47
Thailand,1972,1.74,1.04,2.57,0.98,0.64,1.31
Thailand,1973,2.62,1.45,3.97,1.37,0.8,1.94
Thailand,1974,2.97,1.84,4.24,1.58,1.02,2.15
Thailand,1975,3.56,2.21,5.06,1.9,1.25,2.55
Thailand,1976,2.45,1.55,3.5,1.36,0.94,1.77
Thailand,1977,2.88,1.71,4.23,1.59,0.99,2.18
Thailand,1978,3.0,1.52,4.69,1.63,0.88,2.38
Thailand,1979,3.69,1.98,5.65,2.02,1.15,2.88
Thailand,1980,4.21,2.17,6.6,2.29,1.3,3.28
Thailand,1981,3.91,1.94,6.2,2.17,1.17,3.18
Thailand,1982,4.49,2.25,7.04,2.52,1.36,3.67
Thailand,1983,4.18,2.14,6.52,2.37,1.31,3.43
Thailand,1984,3.7,2.09,5.5,2.15,1.28,3.02
Thailand,1985,3.27,1.75,5.01,1.93,1.11,2.75
Thailand,1986,3.34,2.01,4.88,2.02,1.31,2.74
Thailand,1987,3.82,2.08,5.87,2.35,1.39,3.33
Thailand,1990,4.47,2.41,6.89,2.96,1.7,4.24
Thailand,1991,4.8,2.55,7.43,3.28,1.87,4.71
Thailand,1992,4.73,2.53,7.28,3.33,1.91,4.78
Thailand,1994,5.99,3.19,9.34,4.18,2.39,5.96
Thailand,1995,5.93,3.21,9.03,4.66,2.64,6.71
Thailand,1996,5.78,3.01,8.93,4.84,2.64,7.09
Thailand,1997,5.64,3.1,8.52,4.83,2.76,6.93
Thailand,1998,6.44,3.57,9.66,5.68,3.26,8.15
Thailand,1999,7.67,4.43,11.37,6.77,4.09,9.51
Thailand,2000,9.66,5.69,14.21,8.71,5.37,12.14
Thailand,2002,12.07,7.03,18.03,10.99,6.87,15.19
Thailand,2003,12.6,7.31,18.82,11.78,7.28,16.42
Thailand,2004,12.13,7.21,17.89,11.74,7.37,16.24
Thailand,2005,12.31,7.11,18.41,12.26,7.48,17.2
Thailand,2006,11.9,7.26,17.35,12.18,7.85,16.67
Thailand,2007,13.56,7.95,20.4,13.3,8.4,18.33
Thailand,2008,13.61,8.02,20.47,13.55,8.62,18.61
Thailand,2009,13.84,7.96,21.1,14.1,8.77,19.58
Thailand,2010,13.99,8.57,20.67,14.61,9.68,19.7
Thailand,2011,14.77,9.01,21.94,15.9,10.54,21.43
Thailand,2012,14.93,9.07,22.21,16.57,10.94,22.39
Thailand,2013,15.68,9.55,23.29,18.06,11.91,24.41
Thailand,2014,15.56,9.72,22.81,18.61,12.57,24.85
Thailand,2015,16.19,10.23,23.53,20.11,13.74,26.71
Thailand,2016,15.99,10.2,23.12,20.63,14.16,27.36
Thailand,2017,15.83,9.9,23.14,21.02,14.16,28.15
Thailand,2018,15.65,10.42,22.1,21.43,15.33,27.78
Thailand,2019,15.7,10.26,22.45,22.25,15.61,29.17
Trinidad and Tobago,1951,2.55,2.8,2.17,1.39,1.55,1.23
Trinidad and Tobago,1952,3.06,2.45,3.64,1.81,1.51,2.11
Trinidad and Tobago,1953,1.61,1.07,2.55,0.74,0.59,0.88
Trinidad and Tobago,1954,4.03,3.35,4.92,2.44,2.3,2.57
Trinidad and Tobago,1955,3.84,1.79,5.95,2.36,1.11,3.6
Trinidad and Tobago,1956,4.1,2.02,6.33,2.15,1.08,3.22
Trinidad and Tobago,1957,4.12,2.02,6.49,2.48,1.31,3.65
Trinidad and Tobago,1958,5.68,2.26,8.84,3.42,1.27,5.56
Trinidad and Tobago,1960,6.93,4.4,10.0,4.04,2.6,5.49
Trinidad and Tobago,1961,4.39,2.63,6.59,2.42,1.61,3.24
Trinidad and Tobago,1962,9.14,4.34,14.65,5.22,2.66,7.8
Trinidad and Tobago,1963,7.21,4.68,10.25,3.57,2.37,4.78
Trinidad and Tobago,1966,8.68,5.13,13.28,4.72,3.01,6.45
Trinidad and Tobago,1967,7.78,3.72,12.61,4.36,2.17,6.54
Trinidad and Tobago,1968,5.59,4.43,6.95,3.12,2.35,3.89
Trinidad and Tobago,1970,9.33,4.29,14.75,5.29,2.52,8.1
Trinidad and Tobago,1971,10.0,3.29,17.48,5.55,1.87,9.28
Trinidad and Tobago,1972,7.52,2.75,12.82,4.54,1.84,7.29
Trinidad and Tobago,1973,9.05,7.05,10.95,5.19,3.64,6.77
Trinidad and Tobago,1974,10.69,5.37,16.8,6.22,3.58,8.9
Trinidad and Tobago,1975,11.71,6.1,17.83,7.22,3.93,10.57
Trinidad and Tobago,1976,7.12,2.78,11.76,4.49,1.74,7.27
Trinidad and Tobago,1977,8.13,4.0,12.63,5.29,2.68,7.95
Trinidad and Tobago,1978,8.94,5.71,12.28,5.79,3.58,8.03
Trinidad and Tobago,1979,7.61,2.72,13.07,4.68,1.49,7.91
Trinidad and Tobago,1980,10.2,6.59,15.29,6.3,4.47,8.07
Trinidad and Tobago,1981,6.87,3.5,10.71,4.77,2.57,6.89
Trinidad and Tobago,1982,10.44,4.06,17.69,6.73,2.7,10.64
Trinidad and Tobago,1983,10.24,3.62,18.09,6.44,2.31,10.41
Trinidad and Tobago,1984,10.6,4.54,17.63,7.04,3.42,10.66
Trinidad and Tobago,1985,9.78,3.96,16.41,6.72,2.92,10.57
Trinidad and Tobago,1986,12.27,5.85,19.75,8.06,4.14,11.99
Trinidad and Tobago,1987,12.83,4.46,22.41,8.17,2.94,13.44
Trinidad and Tobago,1988,13.21,4.29,23.43,8.61,2.89,14.36
Trinidad and Tobago,1989,10.43,4.06,18.03,7.04,2.92,11.22
Trinidad and Tobago,1990,8.63,3.03,15.64,5.9,2.4,9.46
Trinidad and Tobago,1991,10.48,5.99,16.13,7.11,4.28,10.0
Trinidad and Tobago,1992,11.38,5.2,17.21,8.36,4.1,12.06
Trinidad and Tobago,1993,9.71,5.13,14.23,7.18,4.05,9.93
Trinidad and Tobago,1994,8.46,4.06,12.88,6.42,3.17,9.3
Trinidad and Tobago,1995,9.69,5.34,14.86,7.34,4.29,10.4
Trinidad and Tobago,1996,10.71,3.8,19.25,8.19,3.17,13.25
Trinidad and Tobago,1997,9.85,5.2,15.78,7.62,4.43,10.84
Trinidad and Tobago,1998,10.78,4.94,17.98,8.56,4.26,12.89
Trinidad and Tobago,1999,10.55,4.59,17.48,8.7,4.1,13.35
Trinidad and Tobago,2000,9.22,3.46,15.98,7.73,3.14,12.37
Trinidad and Tobago,2001,10.24,4.37,17.37,8.73,4.07,13.44
Trinidad and Tobago,2002,9.36,4.34,15.48,8.22,4.05,12.44
Trinidad and Tobago,2003,10.71,4.5,18.46,9.58,4.34,14.9
Trinidad and Tobago,2004,9.26,2.72,17.46,8.6,2.77,14.52
Trinidad and Tobago,2005,9.59,3.56,17.08,9.1,3.67,14.61
Trinidad and Tobago,2006,9.17,3.05,16.85,8.91,3.2,14.71
Trinidad and Tobago,2007,9.44,4.57,15.48,9.4,4.85,14.03
Trinidad and Tobago,2008,9.6,4.51,15.51,9.74,4.98,14.59
Trinidad and Tobago,2009,9.05,3.72,15.45,9.39,4.2,14.67
Trinidad and Tobago,2010,10.75,4.83,17.85,11.37,5.52,17.33
Trinidad and Tobago,2011,9.0,5.17,13.51,9.88,6.08,13.76
Trinidad and Tobago,2012,9.29,3.9,15.75,10.41,4.71,16.22
Turkey,2009,27.3,7.26,50.62,24.02,6.97,40.92
Turkey,2010,27.89,7.15,51.93,25.22,7.06,43.2
Turkey,2011,28.2,7.44,52.45,26.07,7.54,44.42
Turkey,2012,28.67,7.92,52.9,27.0,8.18,45.66
Turkey,2013,30.38,7.91,56.59,29.17,8.36,49.83
Turkey,2014,29.8,8.06,55.17,29.25,8.71,49.65
Turkey,2015,29.13,8.18,53.62,29.4,9.06,49.6
Turkey,2016,29.0,8.24,53.24,29.95,9.33,50.44
Turkey,2019,25.55,7.44,46.74,28.05,8.89,47.07
Turkmenistan,1981,13.86,6.18,24.26,7.94,3.95,12.07
Turkmenistan,1982,13.01,5.72,23.15,7.42,3.66,11.31
Turkmenistan,1985,14.2,5.93,25.64,7.91,3.72,12.24
Turkmenistan,1986,11.28,4.61,20.57,6.38,3.03,9.83
Turkmenistan,1987,13.39,5.31,24.5,7.48,3.42,11.67
Turkmenistan,1988,14.86,6.0,27.39,8.37,3.8,13.08
Turkmenistan,1989,11.19,4.19,20.15,6.17,2.54,9.91
Turkmenistan,1990,12.14,3.75,23.43,6.7,2.27,11.26
Turkmenistan,1991,11.15,3.81,20.4,6.22,2.42,10.11
Turkmenistan,1992,11.28,4.76,20.26,6.29,2.78,9.89
Turkmenistan,1993,12.7,5.55,21.37,6.84,3.27,10.35
Turkmenistan,1994,10.79,4.06,18.49,5.81,2.35,9.2
Turkmenistan,1995,9.69,4.02,16.67,5.0,2.26,7.79
Turkmenistan,1996,10.36,5.08,16.54,5.67,3.13,8.26
Turkmenistan,1997,9.74,3.66,16.87,5.34,2.27,8.46
Turkmenistan,1998,8.04,3.42,13.64,4.18,1.94,6.46
Turkmenistan,1999,7.31,2.53,13.27,3.87,1.59,6.23
Turkmenistan,2000,7.94,3.16,13.98,4.56,1.96,7.24
Turkmenistan,2001,8.49,4.59,13.38,4.97,2.89,7.12
Turkmenistan,2002,8.23,3.16,14.22,4.97,2.18,7.85
Turkmenistan,2003,5.73,2.25,9.75,3.37,1.56,5.24
Turkmenistan,2004,5.75,2.28,9.96,3.4,1.55,5.32
Turkmenistan,2005,6.07,2.6,10.54,3.62,1.74,5.56
Turkmenistan,2006,6.05,2.71,10.11,3.68,1.96,5.45
Turkmenistan,2007,6.4,2.81,10.71,3.88,1.9,5.93
Turkmenistan,2009,6.08,2.79,10.06,3.87,2.0,5.81
Turkmenistan,2010,7.24,3.5,11.92,4.54,2.36,6.79
Turkmenistan,2011,7.47,3.4,12.54,4.87,2.4,7.42
Turkmenistan,2012,5.73,2.65,9.51,3.8,1.94,5.71
Turkmenistan,2013,5.54,2.45,9.52,3.69,1.8,5.64
Turkmenistan,2014,7.43,3.33,12.59,4.96,2.45,7.54
Turkmenistan,2015,6.8,2.97,11.61,4.78,2.3,7.34
Ukraine,1981,23.68,7.15,52.63,30.44,10.82,53.7
Ukraine,1982,24.27,7.15,54.12,31.51,11.07,55.7
Ukraine,1985,26.32,7.15,58.85,34.99,11.38,62.73
Ukraine,1986,27.52,7.5,61.17,36.92,12.12,66.02
Ukraine,1987,28.79,7.67,63.94,39.12,12.56,70.21
Ukraine,1988,30.11,7.95,66.63,41.36,13.2,74.26
Ukraine,1989,30.98,8.07,68.41,42.67,13.45,76.72
Ukraine,1990,31.35,8.15,68.57,43.51,13.66,78.18
Ukraine,1991,31.43,8.18,68.29,43.92,13.72,78.93
Ukraine,1992,31.0,7.6,67.59,43.55,12.78,79.16
Ukraine,1993,30.29,7.45,65.82,42.71,12.39,77.72
Ukraine,1994,29.69,7.18,64.31,42.0,11.95,76.68
Ukraine,1995,28.99,7.15,62.37,41.15,11.92,74.85
Ukraine,1996,27.12,6.57,58.36,38.89,11.14,70.89
Ukraine,1997,26.46,6.55,56.89,38.4,11.14,69.82
Ukraine,1998,26.29,6.46,56.54,38.64,11.29,70.16
Ukraine,1999,25.65,6.47,55.15,37.92,11.18,68.73
Ukraine,2000,25.57,6.32,55.07,38.18,11.05,69.44
Ukraine,2001,24.29,5.89,52.36,36.56,10.45,66.68
Ukraine,2002,23.51,5.56,51.12,36.37,10.18,66.82
Ukraine,2003,22.59,5.36,48.94,35.08,9.96,64.31
Ukraine,2004,22.23,5.58,47.88,34.58,10.09,63.08
Ukraine,2005,21.58,5.28,46.69,33.7,9.56,61.85
Ukraine,2006,21.31,5.23,46.11,33.38,9.51,61.24
Ukraine,2007,20.56,4.96,44.55,32.43,9.19,59.58
Ukraine,2008,19.91,5.04,42.9,31.51,9.3,57.49
Ukraine,2009,19.69,5.12,42.22,31.3,9.5,56.79
Ukraine,2010,19.41,5.02,41.85,31.03,9.4,56.3
Ukraine,2011,19.54,5.04,42.2,31.53,9.52,57.22
Ukraine,2012,20.31,5.44,43.62,33.14,10.4,59.65
Ukraine,2014,18.75,5.16,39.88,30.92,9.92,55.3
Ukraine,2015,17.41,4.74,37.09,28.99,9.2,51.96
Ukraine,2017,16.69,4.84,35.09,28.43,9.61,50.24
Ukraine,2018,16.31,4.79,34.16,28.35,9.83,49.81
Ukraine,2019,16.46,5.05,34.25,28.9,10.18,50.58
United Kingdom,1950,21.97,6.63,40.79,27.45,8.88,47.36
United Kingdom,1951,23.34,6.72,44.14,29.55,9.14,51.63
United Kingdom,1952,24.73,6.98,47.08,31.6,9.62,55.4
United Kingdom,1953,26.26,7.11,50.49,33.86,9.88,59.78
United Kingdom,1954,27.86,7.28,53.96,36.26,10.19,64.42
United Kingdom,1955,28.86,7.42,56.3,37.97,10.5,67.6
United Kingdom,1956,30.24,7.78,59.04,40.05,11.11,71.22
United Kingdom,1957,31.25,7.89,61.34,41.83,11.4,74.56
United Kingdom,1958,32.12,8.22,63.18,43.29,11.84,77.11
United Kingdom,1959,33.7,8.53,66.59,45.69,12.34,81.53
United Kingdom,1960,34.57,8.84,68.39,47.27,12.99,84.03
United Kingdom,1961,35.39,9.35,69.69,48.57,13.78,85.74
United Kingdom,1962,36.44,9.69,71.73,50.14,14.36,88.17
United Kingdom,1963,37.26,10.08,73.4,51.45,14.96,90.2
United Kingdom,1964,38.14,10.66,74.85,53.01,15.9,92.31
United Kingdom,1965,39.11,11.28,76.44,54.72,16.86,94.81
United Kingdom,1966,39.66,11.71,77.63,55.76,17.66,96.22
United Kingdom,1967,40.84,12.35,79.78,57.97,18.73,99.57
United Kingdom,1968,41.4,12.88,80.45,58.88,19.63,100.43
United Kingdom,1969,42.18,13.16,82.37,60.47,20.07,103.21
United Kingdom,1970,42.59,13.75,82.53,61.46,21.25,104.0
United Kingdom,1971,42.59,14.27,81.68,62.5,22.22,105.17
United Kingdom,1972,43.42,14.92,82.9,64.11,23.42,107.18
United Kingdom,1973,43.88,15.31,83.67,65.12,24.21,108.38
United Kingdom,1974,44.73,16.41,84.4,66.78,26.16,109.68
United Kingdom,1975,43.91,16.55,82.58,66.42,26.64,108.4
United Kingdom,1976,44.6,16.98,83.48,67.99,27.53,110.67
United Kingdom,1977,44.59,17.71,82.65,68.62,29.0,110.4
United Kingdom,1978,45.08,18.4,83.09,69.88,30.48,111.44
United Kingdom,1979,45.43,19.08,83.16,70.77,31.71,111.95
United Kingdom,1980,45.08,19.64,81.75,71.13,33.18,111.15
United Kingdom,1981,43.78,19.58,78.37,70.19,33.6,108.89
United Kingdom,1982,43.99,20.74,77.24,70.39,35.43,107.3
United Kingdom,1983,44.43,20.7,78.21,71.76,36.01,109.5
United Kingdom,1984,44.51,22.08,76.61,72.18,38.61,107.58
United Kingdom,1985,44.19,21.97,75.91,72.17,38.95,107.18
United Kingdom,1986,43.14,22.25,72.98,70.72,39.52,103.59
United Kingdom,1987,42.67,22.75,71.01,70.6,40.73,102.06
United Kingdom,1988,42.75,23.52,70.02,70.5,41.88,100.63
United Kingdom,1989,41.72,23.42,67.5,69.27,42.28,97.67
United Kingdom,1990,41.1,23.31,66.12,68.42,41.98,96.2
United Kingdom,1991,40.64,23.41,64.87,67.81,42.63,94.18
United Kingdom,1992,39.71,23.45,62.62,66.81,43.17,91.54
United Kingdom,1993,38.46,23.26,59.76,64.85,42.93,87.76
United Kingdom,1994,37.75,23.36,57.83,63.64,43.14,85.04
