Entity,Year,Patent application rates (OWID based on World Bank & UN),"Patent application rates, nonresidents (OWID based on World Bank & UN)",Scientific and technical journal publication rates (OWID based on World Bank & UN),"Patent application rates, aged 15+ (OWID based on World Bank & UN)","Patent application rates, aged 15+, nonresidents (OWID based on World Bank & UN)","Scientific and technical journal publication rates, aged 15+ (OWID based on World Bank & UN)"
Sub-Saharan Africa (IDA & IBRD),2005,,,12.554,,,0.224
Sub-Saharan Africa (IDA & IBRD),2006,,,14.461,,,0.258
Sub-Saharan Africa (IDA & IBRD),2007,,,15.677,,,0.28
Sub-Saharan Africa (IDA & IBRD),2008,,,16.04,,,0.286
Sub-Saharan Africa (IDA & IBRD),2009,,,17.999,,,0.32
Sub-Saharan Africa (IDA & IBRD),2010,,,19.34,,,0.343
Sub-Saharan Africa (IDA & IBRD),2011,,,21.093,,,0.374
Sub-Saharan Africa (IDA & IBRD),2012,,,20.715,,,0.367
Sub-Saharan Africa (IDA & IBRD),2013,,,21.174,,,0.374
Sudan,1992,,1.198,,,0.022,
Sudan,1999,0.075,0.15,,0.001,0.003,
Sudan,2000,0.22,0.587,2.363,0.004,0.01,0.042
Sudan,2001,0.036,0.465,2.058,0.001,0.008,0.037
Sudan,2002,0.07,0.697,2.266,0.001,0.012,0.04
Sudan,2003,0.204,0.374,2.905,0.004,0.007,0.051
Sudan,2004,0.133,0.563,3.309,0.002,0.01,0.058
Sudan,2005,0.194,0.518,3.254,0.003,0.009,0.057
Sudan,2006,0.095,0.411,3.436,0.002,0.007,0.06
Sudan,2007,0.093,0.403,4.572,0.002,0.007,0.08
Sudan,2008,10.317,0.091,5.732,0.18,0.002,0.1
Sudan,2009,9.866,0.059,7.845,0.171,0.001,0.136
Sudan,2010,7.329,0.058,9.009,0.126,0.001,0.155
Sudan,2011,7.08,0.085,9.722,0.122,0.001,0.167
Sudan,2012,,,8.68,,,0.148
Sudan,2013,7.3,,10.179,0.124,,0.173
Sudan,2014,,0.212,,,0.004,
Sudan,2015,6.909,0.026,,0.116,0,
Suriname,2000,,,5.504,,,0.083
Suriname,2001,,,9.001,,,0.134
Suriname,2002,,,7.039,,,0.103
Suriname,2003,,,6.962,,,0.101
Suriname,2004,,,9.319,,,0.134
Suriname,2005,,,9.62,,,0.137
Suriname,2006,,,10.311,,,0.146
Suriname,2007,,,11.379,,,0.16
Suriname,2008,,,9.9,,,0.139
Suriname,2009,,,8.644,,,0.121
Suriname,2010,,,12.735,,,0.178
Suriname,2011,,,7.901,,,0.11
Suriname,2012,,,17.688,,,0.245
Suriname,2013,,,28.016,,,0.386
Swaziland,1985,,42.548,,,0.832,
Swaziland,1989,,32.425,,,0.628,
Swaziland,1992,,51.874,,,1.001,
Swaziland,2000,,,14.697,,,0.265
Swaziland,2001,,,6.617,,,0.118
Swaziland,2002,,,12.304,,,0.218
Swaziland,2003,,,13.335,,,0.233
Swaziland,2004,,,10.319,,,0.179
Swaziland,2005,,,17,,,0.292
Swaziland,2006,,,15.439,,,0.263
Swaziland,2007,,,13,,,0.219
Swaziland,2008,,,23.729,,,0.395
Swaziland,2009,,,30.237,,,0.499
Swaziland,2010,,,45.642,,,0.746
Swaziland,2011,,4.897,38.441,,0.08,0.625
Swaziland,2012,,2.404,28.282,,0.039,0.457
Swaziland,2013,,,29.808,,,0.48
Swaziland,2014,,1.544,,,0.025,
Swaziland,2015,,1.516,,,0.024,
Sweden,1985,459.859,278.071,,5.619,3.398,
Sweden,1986,440.272,231.665,,5.37,2.826,
Sweden,1987,419.276,201.838,,5.108,2.459,
Sweden,1988,386.417,173.295,,4.705,2.11,
Sweden,1989,370.542,149.536,,4.512,1.821,
Sweden,1990,363.134,125.368,,4.425,1.528,
Sweden,1991,366.005,81.463,,4.47,0.995,
Sweden,1992,379.669,75.795,,4.649,0.928,
Sweden,1993,431.264,70.424,,5.294,0.865,
Sweden,1994,450.19,72.431,,5.539,0.891,
Sweden,1995,446.474,104.68,,5.502,1.29,
Sweden,1996,464.993,96.935,,5.735,1.196,
Sweden,1997,466.874,106.262,,5.754,1.31,
Sweden,1998,448.764,85.075,,5.521,1.047,
Sweden,1999,467.607,96.299,,5.742,1.182,
Sweden,2000,476.099,95.13,1551.446,5.837,1.166,19.02
Sweden,2001,441.324,64.524,1568.397,5.388,0.788,19.149
Sweden,2002,376.248,66.891,1522.058,4.584,0.815,18.544
Sweden,2003,337.678,78.475,1566.649,4.109,0.955,19.062
Sweden,2004,307.777,51.37,1666.876,3.738,0.624,20.243
Sweden,2005,279.304,48.507,1788.269,3.382,0.587,21.652
Sweden,2006,269.368,45.482,1809.095,3.259,0.55,21.889
Sweden,2007,276.232,43.506,1804.311,3.333,0.525,21.772
Sweden,2008,276.475,33.19,1766.512,3.324,0.399,21.239
Sweden,2009,235.091,49.793,1810.128,2.819,0.597,21.703
Sweden,2010,234.162,37.641,1845.465,2.805,0.451,22.103
Sweden,2011,212.081,35.664,1899.502,2.54,0.427,22.75
Sweden,2012,240.352,15.547,1981.653,2.883,0.186,23.766
Sweden,2013,242.907,16.978,2016.775,2.92,0.204,24.247
Sweden,2014,204.618,45.482,,2.467,0.548,
Sweden,2015,207.976,39.799,,2.514,0.481,
Switzerland,1985,493.172,352.53,,5.999,4.288,
Switzerland,1986,491.842,300.425,,5.968,3.646,
Switzerland,1987,503.888,269.514,,6.099,3.262,
Switzerland,1988,490.795,235.994,,5.927,2.85,
Switzerland,1989,488.498,206.261,,5.89,2.487,
Switzerland,1990,444.791,160.97,,5.361,1.94,
Switzerland,1991,433.678,131.324,,5.229,1.583,
Switzerland,1992,446.231,131.339,,5.389,1.586,
Switzerland,1993,432.241,125.968,,5.231,1.525,
Switzerland,1994,433.67,127.542,,5.259,1.547,
Switzerland,1995,410.471,117.886,,4.984,1.431,
Switzerland,1996,354.08,101.529,,4.303,1.234,
Switzerland,1997,339.686,87.461,,4.128,1.063,
Switzerland,1998,284.81,79.325,,3.459,0.963,
Switzerland,1999,268.197,74.888,,3.253,0.908,
Switzerland,2000,289.94,65.142,1647.326,3.512,0.789,19.953
Switzerland,2001,257.128,82.159,1608.884,3.107,0.993,19.441
Switzerland,2002,250.798,63.969,1606.534,3.023,0.771,19.362
Switzerland,2003,249.489,53.958,1694.468,2.998,0.649,20.365
Switzerland,2004,235.736,58.731,1861.218,2.825,0.704,22.302
Switzerland,2005,220.919,61.18,2037.255,2.639,0.731,24.335
Switzerland,2006,232.498,48.37,2166.521,2.768,0.576,25.795
Switzerland,2007,224.073,45.291,2211.924,2.659,0.538,26.253
Switzerland,2008,208.429,57.403,2238.837,2.466,0.679,26.492
Switzerland,2009,217.463,50.879,2303.356,2.566,0.6,27.181
Switzerland,2010,207.287,68.116,2370.06,2.44,0.802,27.901
Switzerland,2011,201.835,56.367,2462.427,2.373,0.663,28.955
Switzerland,2012,185.073,188.574,2577.711,2.174,2.215,30.277
Switzerland,2013,188.52,78.004,2603.474,2.212,0.915,30.554
Switzerland,2014,180.738,69.364,,2.12,0.814,
Switzerland,2015,178.33,53.849,,2.092,0.632,
Syria,1992,4.019,2.502,,0.074,0.046,
Syria,1993,6.045,2.949,,0.11,0.054,
Syria,1994,4.803,3.011,,0.086,0.054,
Syria,1995,8.992,4.74,,0.16,0.084,
Syria,1996,7.184,3.999,,0.126,0.07,
Syria,1997,7.643,3.031,,0.133,0.053,
Syria,1998,3.461,0.577,,0.06,0.01,
Syria,1999,5.432,,,0.093,,
Syria,2000,15.051,2.925,5.557,0.254,0.049,0.094
Syria,2001,11.272,2.326,4.879,0.19,0.039,0.082
Syria,2002,10.709,2.75,4.664,0.179,0.046,0.078
Syria,2003,12.231,2.067,5.708,0.202,0.034,0.094
Syria,2004,11.513,2.246,7.351,0.189,0.037,0.121
Syria,2005,5.739,1.858,7.756,0.094,0.03,0.127
Syria,2006,6.556,7.031,6.175,0.106,0.113,0.1
Syria,2007,,,7.9,,,0.126
Syria,2008,,,9.879,,,0.157
Syria,2009,,,7.726,,,0.121
Syria,2010,,,11.095,,,0.172
Syria,2011,,,13.483,,,0.211
Syria,2012,,,15.426,,,0.242
Syria,2013,,,15.675,,,0.247
Syria,2015,10.568,,,0.168,,
Tajikistan,1993,0.894,,,0.016,,
Tajikistan,1994,4.225,29.754,,0.076,0.535,
Tajikistan,1995,6.071,5.204,,0.109,0.093,
Tajikistan,1996,5.129,24.104,,0.092,0.431,
Tajikistan,1997,3.876,8.594,,0.069,0.153,
Tajikistan,1998,6.144,1.495,,0.109,0.027,
Tajikistan,1999,6.214,0.818,,0.11,0.014,
Tajikistan,2000,7.239,1.126,3.716,0.127,0.02,0.065
Tajikistan,2001,13.118,0.158,4.283,0.227,0.003,0.074
Tajikistan,2002,6.049,,4.963,0.103,,0.084
Tajikistan,2003,4.561,0.152,4.151,0.076,0.003,0.069
Tajikistan,2004,4.767,0.298,5.125,0.078,0.005,0.084
Tajikistan,2005,4.377,0.875,4.275,0.071,0.014,0.069
Tajikistan,2006,3.714,,3.971,0.059,,0.064
Tajikistan,2007,,,4.404,,,0.07
Tajikistan,2008,,,4.241,,,0.067
Tajikistan,2009,1.472,0.134,3.118,0.023,0.002,0.049
Tajikistan,2010,0.916,0.393,5.182,0.014,0.006,0.08
Tajikistan,2011,0.512,0.128,5.361,0.008,0.002,0.083
Tajikistan,2012,0.375,0.375,8.042,0.006,0.006,0.124
Tajikistan,2013,0.245,0.245,8.658,0.004,0.004,0.133
Tajikistan,2015,,0.117,,,0.002,
Tanzania,1985,,1.374,,,0.026,
Tanzania,1988,,1.547,,,0.029,
Tanzania,1989,,0.933,,,0.017,
Tanzania,2000,,,4.108,,,0.075
Tanzania,2001,,0.085,3.485,,0.002,0.063
Tanzania,2002,,0.055,3.972,,0.001,0.072
Tanzania,2003,,0.027,4.431,,0,0.081
Tanzania,2004,,0.078,4.925,,0.001,0.09
Tanzania,2005,,0.076,5.128,,0.001,0.093
Tanzania,2006,,0.025,6.736,,0,0.123
Tanzania,2007,,0.095,6.91,,0.002,0.126
Tanzania,2008,,0.116,6.702,,0.002,0.122
Tanzania,2009,,0.067,7.055,,0.001,0.128
Tanzania,2010,,0.022,8.005,,0,0.146
Tanzania,2011,,0.042,8.713,,0.001,0.159
Tanzania,2012,,,7.632,,,0.139
Tanzania,2013,,0.059,7.483,,0.001,0.137
Tanzania,2014,,0.077,,,0.001,
Tanzania,2015,0.019,0.019,,0,0,
Thailand,1985,1.057,12.528,,0.016,0.192,
Thailand,1986,1.132,11.963,,0.017,0.181,
Thailand,1987,1.26,15.084,,0.019,0.225,
Thailand,1988,1.42,18.957,,0.021,0.279,
Thailand,1989,0.771,24.751,,0.011,0.359,
Thailand,1990,1.29,32.996,,0.018,0.473,
Thailand,1991,1.397,33.305,,0.02,0.473,
Thailand,1992,1.158,32.954,,0.016,0.464,
Thailand,1993,1.885,40.315,,0.026,0.562,
Thailand,1994,2.547,47.808,,0.035,0.662,
Thailand,1995,2.437,56.932,,0.033,0.781,
Thailand,1996,3.375,72.401,,0.046,0.985,
Thailand,1997,4.042,84.583,,0.054,1.14,
Thailand,1998,7.776,74.549,,0.104,0.996,
Thailand,1999,11.845,71.228,,0.157,0.944,
Thailand,2000,8.911,71.286,24.596,0.117,0.938,0.324
Thailand,2001,8.404,75.508,26.985,0.11,0.988,0.353
Thailand,2002,9.598,60.462,29.295,0.125,0.787,0.381
Thailand,2003,12.424,67.059,32.602,0.161,0.869,0.422
Thailand,2004,12.6,70.059,41.348,0.163,0.904,0.533
Thailand,2005,13.619,83.286,53.47,0.175,1.07,0.687
Thailand,2006,15.8,79.317,64.885,0.201,1.01,0.826
Thailand,2007,14.276,88.722,72.333,0.18,1.121,0.914
Thailand,2008,13.555,87.744,85.792,0.17,1.1,1.076
Thailand,2009,15.326,72.247,89.547,0.191,0.9,1.115
Thailand,2010,18.063,10.758,103.65,0.224,0.133,1.283
Thailand,2011,13.727,44.38,111.851,0.169,0.547,1.378
Thailand,2012,15.034,84.4,123.293,0.185,1.036,1.513
Thailand,2013,23.069,85.585,126.657,0.282,1.047,1.549
Thailand,2014,14.704,101.203,,0.179,1.234,
Togo,2000,,,6.579,,,0.118
Togo,2001,,,5.067,,,0.091
Togo,2002,,,3.485,,,0.062
Togo,2003,,,4.637,,,0.082
Togo,2004,,,4.083,,,0.072
Togo,2005,,,4.575,,,0.081
Togo,2006,,,4.951,,,0.087
Togo,2007,,,5.586,,,0.098
Togo,2008,,,6.492,,,0.114
Togo,2009,,,6.682,,,0.117
Togo,2010,,,7.673,,,0.134
Togo,2011,,,7.875,,,0.138
Togo,2012,,,7.901,,,0.138
Togo,2013,,,9.811,,,0.171
Tonga,2000,,,3.059,,,0.05
Tonga,2001,,,8.113,,,0.131
Tonga,2002,,,18.148,,,0.292
Tonga,2003,,,14.03,,,0.226
Tonga,2004,,,10.956,,,0.177
Tonga,2005,,,6.928,,,0.112
Tonga,2006,,,26.552,,,0.428
Tonga,2007,,,33.217,,,0.535
Tonga,2008,,,4.854,,,0.078
Tonga,2009,,,27.991,,,0.448
Tonga,2010,,,13.444,,,0.215
Tonga,2011,,,18.168,,,0.29
Tonga,2012,,,12.387,,,0.197
Tonga,2013,,,12.342,,,0.196
Trinidad and Tobago,1992,10.505,43.637,,0.156,0.647,
Trinidad and Tobago,1993,23.304,49.823,,0.343,0.734,
Trinidad and Tobago,1994,10.397,55.986,,0.152,0.818,
Trinidad and Tobago,1995,19.123,50.199,,0.276,0.725,
Trinidad and Tobago,1996,7.152,87.415,,0.102,1.246,
Trinidad and Tobago,1997,13.485,122.156,,0.189,1.716,
Trinidad and Tobago,1998,,84.75,,,1.172,
Trinidad and Tobago,1999,,94.879,,,1.292,
Trinidad and Tobago,2000,,121.453,67.903,,1.632,0.912
Trinidad and Tobago,2001,,187.837,78.907,,2.492,1.047
Trinidad and Tobago,2002,1.565,172.949,86.944,0.021,2.269,1.14
Trinidad and Tobago,2003,,179.899,93.221,,2.337,1.211
Trinidad and Tobago,2004,2.325,158.849,97.789,0.03,2.047,1.26
Trinidad and Tobago,2005,0.771,158.065,128.611,0.01,2.022,1.646
Trinidad and Tobago,2006,,213.33,106.512,,2.716,1.356
Trinidad and Tobago,2007,1.528,242.122,135.267,0.019,3.071,1.716
Trinidad and Tobago,2008,0.76,212.868,126.276,0.01,2.692,1.597
Trinidad and Tobago,2009,,,163.058,,,2.059
Trinidad and Tobago,2010,,,148.709,,,1.876
Trinidad and Tobago,2011,,,170.289,,,2.147
Trinidad and Tobago,2012,1.491,158.767,151.388,0.019,2.003,1.91
Trinidad and Tobago,2013,,129.056,118.598,,1.629,1.497
Trinidad and Tobago,2014,2.953,135.844,,0.037,1.715,
Trinidad and Tobago,2015,2.206,121.315,,0.028,1.531,
Tunisia,1985,1.912,27.589,,0.031,0.454,
Tunisia,1986,3.728,18.509,,0.061,0.303,
Tunisia,1987,3.38,15.6,,0.055,0.254,
Tunisia,1988,2.541,14.991,,0.041,0.242,
Tunisia,1989,3.229,14.657,,0.052,0.235,
Tunisia,1990,3.28,16.276,,0.052,0.259,
Tunisia,1991,3.089,12.355,,0.049,0.195,
Tunisia,1992,2.557,11.391,,0.04,0.178,
Tunisia,1993,4.781,11.383,,0.074,0.176,
Tunisia,1994,4.354,11.835,,0.067,0.181,
Tunisia,1995,3.401,12.618,,0.051,0.191,
Tunisia,1996,4.862,13.829,,0.073,0.206,
Tunisia,1997,4.369,18.542,,0.064,0.273,
Tunisia,1998,4,21.054,,0.058,0.307,
Tunisia,1999,6.976,19.784,,0.1,0.284,
Tunisia,2000,4.846,21.651,60.83,0.069,0.307,0.863
Tunisia,2001,2.248,15.942,72.831,0.032,0.224,1.021
Tunisia,2002,4.562,5.88,91.856,0.063,0.081,1.273
Tunisia,2003,3.521,12.073,98.112,0.048,0.165,1.344
Tunisia,2004,4.592,22.261,132.806,0.062,0.302,1.799
Tunisia,2005,5.543,27.914,165.306,0.074,0.375,2.219
Tunisia,2006,7.552,37.171,188.101,0.101,0.495,2.504
Tunisia,2007,7.38,40.396,225.285,0.098,0.534,2.978
Tunisia,2008,7.303,45.353,264.102,0.096,0.596,3.471
Tunisia,2009,9.979,42.958,303.607,0.131,0.562,3.973
Tunisia,2010,10.62,47.745,325.369,0.139,0.623,4.244
Tunisia,2011,12.731,50.458,350.491,0.166,0.657,4.565
Tunisia,2012,13.778,43.723,354.544,0.179,0.569,4.616
Tunisia,2013,10.168,39.675,381.931,0.132,0.517,4.975
Tunisia,2014,12.742,35.894,,0.166,0.468,
Tunisia,2015,15.966,36.279,,0.208,0.473,
Turkey,1985,2.687,9.383,,0.044,0.153,
Turkey,1986,3.471,11.012,,0.056,0.178,
Turkey,1987,2.701,14.873,,0.043,0.239,
Turkey,1988,2.939,14.351,,0.047,0.229,
Turkey,1989,3.057,16.719,,0.048,0.265,
Turkey,1990,2.559,20.214,,0.04,0.317,
Turkey,1991,2.699,19.274,,0.042,0.3,
Turkey,1992,3.39,19.068,,0.052,0.294,
Turkey,1993,2.983,18.657,,0.046,0.285,
Turkey,1994,2.623,21.124,,0.04,0.32,
Turkey,1995,2.907,25.989,,0.044,0.39,
Turkey,1996,3.181,12.369,,0.047,0.184,
Turkey,1997,3.362,21.98,,0.05,0.324,
Turkey,1998,3.375,37.111,,0.049,0.544,
Turkey,1999,4.431,44.054,,0.064,0.641,
Turkey,2000,4.38,49.905,104.383,0.063,0.72,1.507
Turkey,2001,5.25,44.788,128.886,0.075,0.643,1.85
Turkey,2002,6.355,21.86,162.522,0.091,0.312,2.318
Turkey,2003,7.399,5.266,192.014,0.105,0.075,2.721
Turkey,2004,10.178,3.507,230.757,0.143,0.049,3.251
Turkey,2005,13.666,3.21,258.53,0.191,0.045,3.622
Turkey,2006,15.59,2.327,281.718,0.217,0.032,3.925
Turkey,2007,26.007,3.032,307.432,0.361,0.042,4.262
Turkey,2008,31.53,2.499,309.713,0.435,0.034,4.274
Turkey,2009,35.815,2.481,348.827,0.492,0.034,4.791
Turkey,2010,43.967,2.447,361.868,0.601,0.033,4.949
Turkey,2011,52.922,3.106,372.637,0.721,0.042,5.079
Turkey,2012,59.461,3.111,379.901,0.808,0.042,5.162
Turkey,2013,57.952,3.549,401.153,0.785,0.048,5.434
Turkey,2014,61.871,4.297,,0.835,0.058,
Turkey,2015,68.377,6.247,,0.92,0.084,
Turkmenistan,1996,15.394,39.652,,0.253,0.651,
Turkmenistan,1997,11.94,11.481,,0.194,0.187,
Turkmenistan,1998,9.29,3.625,,0.149,0.058,
Turkmenistan,1999,9.852,1.12,,0.157,0.018,
Turkmenistan,2000,,,1.019,,,0.016
Turkmenistan,2001,,,0.876,,,0.014
Turkmenistan,2002,,,1.106,,,0.017
Turkmenistan,2003,,,0.859,,,0.013
Turkmenistan,2004,,,0.957,,,0.014
Turkmenistan,2005,,,0.673,,,0.01
Turkmenistan,2006,,,0.79,,,0.012
Turkmenistan,2007,,,1.006,,,0.015
Turkmenistan,2008,,,0.527,,,0.008
Turkmenistan,2009,,,0.998,,,0.014
Turkmenistan,2010,,,1.042,,,0.015
Turkmenistan,2011,,,2.358,,,0.033
Turkmenistan,2012,,,2.525,,,0.035
Turkmenistan,2013,,,1.286,,,0.018
Tuvalu,2001,,,105.13,,,1.051
Tuvalu,2003,,,61.431,,,0.614
Tuvalu,2004,,,60.643,,,0.606
Tuvalu,2006,,,128.243,,,1.282
Tuvalu,2007,,,39.051,,,0.391
Tuvalu,2008,,,29.014,,,0.29
Tuvalu,2009,,,28.733,,,0.287
Tuvalu,2010,,,94.958,,,0.95
Tuvalu,2013,,,27.729,,,0.277
Uganda,1985,,1.775,,,0.034,
Uganda,1987,,1.338,,,0.026,
Uganda,1988,,1.291,,,0.025,
Uganda,1989,,0.831,,,0.016,
Uganda,1990,,0.745,,,0.014,
Uganda,1991,,0.222,,,0.004,
Uganda,1992,,0.59,,,0.011,
Uganda,2000,,,5.112,,,0.101
Uganda,2001,,,5.029,,,0.099
Uganda,2002,,,4.919,,,0.097
Uganda,2003,0.188,,5.101,0.004,,0.101
Uganda,2004,0.435,0.036,7.342,0.009,0.001,0.145
Uganda,2005,0.105,,7.595,0.002,,0.15
Uganda,2006,0.372,,7.201,0.007,,0.142
Uganda,2007,0.196,0.033,9.192,0.004,0.001,0.181
Uganda,2008,,,8.173,,,0.161
Uganda,2009,,,9.688,,,0.19
Uganda,2010,,,12.11,,,0.237
Uganda,2011,,,12.646,,,0.247
Uganda,2012,,,12.524,,,0.244
Uganda,2013,0.266,0.107,12.619,0.005,0.002,0.245
Uganda,2014,0.129,0.077,,0.002,0.001,
Uganda,2015,0.224,,,0.004,,
Ukraine,1992,5.925,,,0.075,,
Ukraine,1993,166.484,36.585,,2.091,0.46,
Ukraine,1994,103.137,10.689,,1.291,0.134,
Ukraine,1995,93.259,22.441,,1.162,0.28,
Ukraine,1996,71.214,24.619,,0.882,0.305,
Ukraine,1997,92.659,30.992,,1.14,0.381,
Ukraine,1998,106.075,32.526,,1.296,0.397,
Ukraine,1999,108.73,32.633,,1.319,0.396,
Ukraine,2000,114.284,32.618,89.875,1.376,0.393,1.082
Ukraine,2001,148.057,33.071,105.879,1.771,0.396,1.266
Ukraine,2002,33.214,23.92,91.566,0.395,0.284,1.088
Ukraine,2003,34.196,30.076,83.162,0.404,0.355,0.983
Ukraine,2004,86.193,35.594,99.868,1.014,0.419,1.175
Ukraine,2005,75.109,43.605,107.366,0.88,0.511,1.258
Ukraine,2006,74.25,51.637,106.742,0.867,0.603,1.246
Ukraine,2007,73.964,58.547,110.859,0.861,0.682,1.291
Ukraine,2008,61.07,62.086,118.44,0.71,0.722,1.378
Ukraine,2009,52.852,51.679,115.347,0.614,0.601,1.341
Ukraine,2010,55.722,60.082,124.522,0.647,0.698,1.446
Ukraine,2011,57.957,56.973,133.871,0.675,0.663,1.559
Ukraine,2012,54.635,54.043,143.911,0.637,0.63,1.678
Ukraine,2013,62.784,56.189,158.669,0.733,0.656,1.853
Ukraine,2014,54.272,52.041,,0.635,0.609,
Ukraine,2015,50.295,49.298,,0.591,0.579,
United Arab Emirates,2000,,,93.124,,,1.25
United Arab Emirates,2001,,,109.199,,,1.434
United Arab Emirates,2002,,,99.965,,,1.284
United Arab Emirates,2003,,,129.425,,,1.63
United Arab Emirates,2004,,,127.253,,,1.576
United Arab Emirates,2005,,,147.001,,,1.796
United Arab Emirates,2006,,,148.626,,,1.788
United Arab Emirates,2007,,,121.706,,,1.443
United Arab Emirates,2008,,,127.352,,,1.493
United Arab Emirates,2009,,,129.813,,,1.509
United Arab Emirates,2010,,,141.923,,,1.638
United Arab Emirates,2011,2.998,152.782,161.119,0.035,1.766,1.862
United Arab Emirates,2012,2.247,149.543,178.452,0.026,1.731,2.065
United Arab Emirates,2013,1.999,156.336,186.437,0.023,1.812,2.161
United Arab Emirates,2014,3.197,159.081,,0.037,1.846,
United Arab Emirates,2015,1.639,189.856,,0.019,2.206,
United Kingdom,1985,347.867,217.382,,4.303,2.689,
United Kingdom,1986,353.555,195.179,,4.368,2.411,
United Kingdom,1987,351.132,183.426,,4.333,2.263,
United Kingdom,1988,360.734,174.518,,4.448,2.152,
United Kingdom,1989,345.71,168.843,,4.263,2.082,
United Kingdom,1990,337.307,155.954,,4.163,1.925,
United Kingdom,1991,334.872,145.529,,4.136,1.797,
United Kingdom,1992,327.334,136.14,,4.048,1.684,
United Kingdom,1993,324.453,137.252,,4.019,1.7,
United Kingdom,1994,317.701,139.651,,3.942,1.733,
United Kingdom,1995,321.102,153.243,,3.987,1.903,
United Kingdom,1996,312.617,168.842,,3.882,2.096,
United Kingdom,1997,307.595,174.409,,3.817,2.164,
United Kingdom,1998,333.92,172.397,,4.138,2.137,
United Kingdom,1999,363.533,177.208,,4.499,2.193,
United Kingdom,2000,374.411,181.636,1190.117,4.625,2.244,14.702
United Kingdom,2001,362.367,180.278,1130.404,4.466,2.222,13.932
United Kingdom,2002,347.378,183.711,1151.992,4.269,2.258,14.159
United Kingdom,2003,342.445,187.736,1169.218,4.197,2.301,14.328
United Kingdom,2004,319.698,179.636,1245.444,3.907,2.195,15.221
United Kingdom,2005,295.242,168.126,1343.622,3.6,2.05,16.384
United Kingdom,2006,287.345,135.767,1396.808,3.5,1.654,17.012
United Kingdom,2007,283.338,124.326,1440.131,3.449,1.513,17.529
United Kingdom,2008,267.332,110.926,1437.564,3.253,1.35,17.493
United Kingdom,2009,256.679,104.052,1473.396,3.122,1.265,17.919
United Kingdom,2010,246.788,102.587,1462.384,2.998,1.246,17.768
United Kingdom,2011,242.543,109.328,1491.902,2.95,1.33,18.144
United Kingdom,2012,241.286,123.469,1519.062,2.934,1.501,18.471
United Kingdom,2013,233.47,124.22,1517.775,2.837,1.509,18.443
United Kingdom,2014,235.184,121.399,,2.858,1.475,
United Kingdom,2015,228.271,121.82,,2.776,1.482,
United States,1985,267.619,216.716,,3.414,2.765,
United States,1986,271.495,232.042,,3.464,2.96,
United States,1987,281.957,262.175,,3.597,3.344,
United States,1988,307.535,280.754,,3.923,3.581,
United States,1989,333.726,309.283,,4.257,3.945,
United States,1990,363.12,322.566,,4.632,4.114,
United States,1991,347.674,332.673,,4.44,4.248,
United States,1992,360.312,354.452,,4.605,4.531,
United States,1993,384.562,324.105,,4.918,4.145,
United States,1994,407.535,363.028,,5.212,4.643,
United States,1995,465.536,391.245,,5.949,5,
United States,1996,396.787,389.964,,5.07,4.983,
United States,1997,437.231,371.463,,5.581,4.742,
United States,1998,488.421,370.653,,6.224,4.723,
United States,1999,534.873,417.546,,6.804,5.312,
United States,2000,584.043,464.626,984.483,7.417,5.901,12.503
United States,2001,622.92,522.717,972.495,7.893,6.624,12.323
United States,2002,640.573,522.207,1015.195,8.103,6.606,12.842
United States,2003,651.278,529.113,1033.669,8.225,6.682,13.054
United States,2004,647.311,571.735,1144.324,8.157,7.205,14.421
United States,2005,703.402,618.801,1231.118,8.84,7.777,15.472
United States,2006,743.294,684.302,1243.734,9.334,8.593,15.618
United States,2007,801.202,713.097,1251.142,10.045,8.941,15.687
United States,2008,761.567,739.025,1257.035,9.529,9.247,15.728
United States,2009,733.158,753.636,1264.906,9.154,9.41,15.793
United States,2010,782.216,802.491,1286.97,9.748,10,16.038
United States,2011,794.928,820.86,1313.5,9.882,10.204,16.328
United States,2012,855.998,872.721,1320.894,10.615,10.822,16.38
United States,2013,910.267,897.459,1304.665,11.264,11.106,16.145
United States,2014,894.943,921.97,,11.057,11.39,
United States,2015,898.529,938.231,,11.086,11.576,
Upper middle income,1985,8.453,12.479,,0.126,0.185,
Upper middle income,1986,8.396,11.127,,0.124,0.164,
Upper middle income,1987,9.315,12.912,,0.137,0.19,
Upper middle income,1988,9.685,11.685,,0.142,0.171,
Upper middle income,1989,9.906,12.509,,0.144,0.182,
Upper middle income,1990,7.236,14.08,,0.105,0.204,
Upper middle income,1991,7.581,13.751,,0.11,0.199,
Upper middle income,1992,27.444,20.977,,0.395,0.302,
Upper middle income,1993,25.07,20.228,,0.359,0.29,
Upper middle income,1994,19.89,22.271,,0.284,0.318,
Upper middle income,1995,17.423,21.662,,0.247,0.307,
Upper middle income,1996,18.405,26.612,,0.259,0.375,
Upper middle income,1997,17.11,34.447,,0.239,0.482,
Upper middle income,1998,17.733,42.562,,0.247,0.592,
Upper middle income,1999,20.219,42.105,,0.279,0.581,
Upper middle income,2000,26.285,40.442,52.9,0.359,0.553,0.723
Upper middle income,2001,29.117,42.917,59.458,0.394,0.581,0.805
Upper middle income,2002,32.946,43.393,62.605,0.442,0.582,0.839
Upper middle income,2003,40.832,45.812,68.108,0.541,0.607,0.902
Upper middle income,2004,44.538,51.988,88.215,0.584,0.681,1.156
Upper middle income,2005,57.05,61.253,114.747,0.741,0.795,1.49
Upper middle income,2006,71.188,65.443,130.599,0.918,0.844,1.684
