Entity,Year,"GHG emissions per capita (tonnes CO2e) (EDGAR, 2019)","GHG emissions per capita per day (kgCO2e) (EDGAR, 2019)"
Sub-Saharan Africa,1990,6.63,18.16
Sub-Saharan Africa,1991,5.59,15.32
Sub-Saharan Africa,1992,7.37,20.18
Sub-Saharan Africa,1993,5.18,14.20
Sub-Saharan Africa,1994,5.45,14.93
Sub-Saharan Africa,1995,5.52,15.12
Sub-Saharan Africa,1996,5.02,13.75
Sub-Saharan Africa,1997,4.82,13.19
Sub-Saharan Africa,1998,8.72,23.90
Sub-Saharan Africa,1999,7.22,19.79
Sub-Saharan Africa,2000,7.17,19.64
Sub-Saharan Africa,2001,6.51,17.84
Sub-Saharan Africa,2002,6.38,17.49
Sub-Saharan Africa,2003,6.89,18.87
Sub-Saharan Africa,2004,6.20,16.99
Sub-Saharan Africa,2005,6.90,18.91
Sub-Saharan Africa,2006,6.35,17.41
Sub-Saharan Africa,2007,6.74,18.46
Sub-Saharan Africa,2008,5.72,15.68
Sub-Saharan Africa,2009,5.01,13.73
Sub-Saharan Africa,2010,5.19,14.23
Sub-Saharan Africa,2011,5.07,13.89
Sub-Saharan Africa,2012,4.96,13.60
Sub-Saharan Africa (IDA & IBRD),1970,10.74,29.42
Sub-Saharan Africa (IDA & IBRD),1971,7.53,20.63
Sub-Saharan Africa (IDA & IBRD),1972,7.64,20.93
Sub-Saharan Africa (IDA & IBRD),1973,7.97,21.84
Sub-Saharan Africa (IDA & IBRD),1974,6.95,19.03
Sub-Saharan Africa (IDA & IBRD),1975,7.49,20.52
Sub-Saharan Africa (IDA & IBRD),1976,6.95,19.04
Sub-Saharan Africa (IDA & IBRD),1977,7.52,20.62
Sub-Saharan Africa (IDA & IBRD),1978,7.27,19.91
Sub-Saharan Africa (IDA & IBRD),1979,8.61,23.60
Sub-Saharan Africa (IDA & IBRD),1980,7.84,21.49
Sub-Saharan Africa (IDA & IBRD),1981,6.79,18.60
Sub-Saharan Africa (IDA & IBRD),1982,7.27,19.91
Sub-Saharan Africa (IDA & IBRD),1983,6.97,19.10
Sub-Saharan Africa (IDA & IBRD),1984,5.24,14.35
Sub-Saharan Africa (IDA & IBRD),1985,5.04,13.80
Sub-Saharan Africa (IDA & IBRD),1986,4.73,12.96
Sub-Saharan Africa (IDA & IBRD),1987,5.62,15.39
Sub-Saharan Africa (IDA & IBRD),1988,4.42,12.11
Sub-Saharan Africa (IDA & IBRD),1989,4.73,12.96
Sub-Saharan Africa (IDA & IBRD),1990,6.63,18.16
Sub-Saharan Africa (IDA & IBRD),1991,5.59,15.32
Sub-Saharan Africa (IDA & IBRD),1992,7.37,20.18
Sub-Saharan Africa (IDA & IBRD),1993,5.18,14.20
Sub-Saharan Africa (IDA & IBRD),1994,5.45,14.93
Sub-Saharan Africa (IDA & IBRD),1995,5.52,15.12
Sub-Saharan Africa (IDA & IBRD),1996,5.02,13.75
Sub-Saharan Africa (IDA & IBRD),1997,4.82,13.19
Sub-Saharan Africa (IDA & IBRD),1998,8.72,23.90
Sub-Saharan Africa (IDA & IBRD),1999,7.22,19.79
Sub-Saharan Africa (IDA & IBRD),2000,7.17,19.64
Sub-Saharan Africa (IDA & IBRD),2001,6.51,17.84
Sub-Saharan Africa (IDA & IBRD),2002,6.38,17.49
Sub-Saharan Africa (IDA & IBRD),2003,6.89,18.87
Sub-Saharan Africa (IDA & IBRD),2004,6.20,16.99
Sub-Saharan Africa (IDA & IBRD),2005,6.90,18.91
Sub-Saharan Africa (IDA & IBRD),2006,6.35,17.41
Sub-Saharan Africa (IDA & IBRD),2007,6.74,18.46
Sub-Saharan Africa (IDA & IBRD),2008,5.72,15.68
Sub-Saharan Africa (IDA & IBRD),2009,5.01,13.73
Sub-Saharan Africa (IDA & IBRD),2010,5.19,14.23
Sub-Saharan Africa (IDA & IBRD),2011,5.07,13.89
Sub-Saharan Africa (IDA & IBRD),2012,4.96,13.60
Sub-Saharan Africa (excluding high income),1970,10.74,29.42
Sub-Saharan Africa (excluding high income),1971,7.53,20.63
Sub-Saharan Africa (excluding high income),1972,7.64,20.93
Sub-Saharan Africa (excluding high income),1973,7.97,21.85
Sub-Saharan Africa (excluding high income),1974,6.95,19.03
Sub-Saharan Africa (excluding high income),1975,7.49,20.52
Sub-Saharan Africa (excluding high income),1976,6.95,19.04
Sub-Saharan Africa (excluding high income),1977,7.53,20.62
Sub-Saharan Africa (excluding high income),1978,7.27,19.91
Sub-Saharan Africa (excluding high income),1979,8.61,23.60
Sub-Saharan Africa (excluding high income),1980,7.84,21.49
Sub-Saharan Africa (excluding high income),1981,6.79,18.61
Sub-Saharan Africa (excluding high income),1982,7.27,19.92
Sub-Saharan Africa (excluding high income),1983,6.97,19.10
Sub-Saharan Africa (excluding high income),1984,5.24,14.35
Sub-Saharan Africa (excluding high income),1985,5.04,13.80
Sub-Saharan Africa (excluding high income),1986,4.73,12.96
Sub-Saharan Africa (excluding high income),1987,5.62,15.39
Sub-Saharan Africa (excluding high income),1988,4.42,12.11
Sub-Saharan Africa (excluding high income),1989,4.73,12.95
Sub-Saharan Africa (excluding high income),1990,6.63,18.16
Sub-Saharan Africa (excluding high income),1991,5.59,15.32
Sub-Saharan Africa (excluding high income),1992,7.37,20.18
Sub-Saharan Africa (excluding high income),1993,5.18,14.20
Sub-Saharan Africa (excluding high income),1994,5.45,14.93
Sub-Saharan Africa (excluding high income),1995,5.52,15.12
Sub-Saharan Africa (excluding high income),1996,5.02,13.75
Sub-Saharan Africa (excluding high income),1997,4.82,13.19
Sub-Saharan Africa (excluding high income),1998,8.72,23.90
Sub-Saharan Africa (excluding high income),1999,7.22,19.79
Sub-Saharan Africa (excluding high income),2000,7.17,19.64
Sub-Saharan Africa (excluding high income),2001,6.51,17.84
Sub-Saharan Africa (excluding high income),2002,6.38,17.49
Sub-Saharan Africa (excluding high income),2003,6.89,18.87
Sub-Saharan Africa (excluding high income),2004,6.20,16.99
Sub-Saharan Africa (excluding high income),2005,6.90,18.91
Sub-Saharan Africa (excluding high income),2006,6.36,17.41
Sub-Saharan Africa (excluding high income),2007,6.74,18.46
Sub-Saharan Africa (excluding high income),2008,5.72,15.68
Sub-Saharan Africa (excluding high income),2009,5.01,13.73
Sub-Saharan Africa (excluding high income),2010,5.19,14.23
Sub-Saharan Africa (excluding high income),2011,5.07,13.89
Sub-Saharan Africa (excluding high income),2012,4.96,13.60
Sudan,1970,5.77,15.82
Sudan,1971,5.54,15.17
Sudan,1972,5.41,14.83
Sudan,1973,5.82,15.94
Sudan,1974,4.79,13.12
Sudan,1975,4.95,13.55
Sudan,1976,4.92,13.49
Sudan,1977,5.30,14.51
Sudan,1978,4.61,12.64
Sudan,1979,4.90,13.42
Sudan,1980,5.66,15.51
Sudan,1981,4.95,13.56
Sudan,1982,5.38,14.74
Sudan,1983,4.95,13.56
Sudan,1984,4.80,13.15
Sudan,1985,4.43,12.14
Sudan,1986,4.19,11.49
Sudan,1987,4.17,11.43
Sudan,1988,3.92,10.74
Sudan,1989,4.04,11.06
Sudan,1990,4.60,12.60
Sudan,1991,3.83,10.50
Sudan,1992,4.26,11.67
Sudan,1993,4.03,11.04
Sudan,1994,4.10,11.24
Sudan,1995,4.23,11.59
Sudan,1996,4.16,11.39
Sudan,1997,4.22,11.55
Sudan,1998,19.98,54.74
Sudan,1999,19.23,52.68
Sudan,2000,19.42,53.21
Sudan,2001,15.15,41.50
Sudan,2002,18.03,49.38
Sudan,2003,16.96,46.46
Sudan,2004,16.09,44.08
Sudan,2005,17.34,47.51
Sudan,2006,14.36,39.34
Sudan,2007,19.65,53.84
Sudan,2008,17.37,47.58
Sudan,2009,16.62,45.53
Sudan,2010,14.18,38.85
Sudan,2011,13.93,38.16
Sudan,2012,13.67,37.45
Suriname,1970,26.94,73.81
Suriname,1971,20.97,57.45
Suriname,1972,24.11,66.06
Suriname,1973,22.77,62.38
Suriname,1974,22.99,62.98
Suriname,1975,25.79,70.65
Suriname,1976,28.46,77.98
Suriname,1977,24.55,67.25
Suriname,1978,28.54,78.20
Suriname,1979,28.90,79.18
Suriname,1980,30.38,83.24
Suriname,1981,29.40,80.54
Suriname,1982,29.73,81.46
Suriname,1983,28.77,78.81
Suriname,1984,23.52,64.44
Suriname,1985,24.54,67.23
Suriname,1986,24.82,68.00
Suriname,1987,27.25,74.65
Suriname,1988,23.24,63.68
Suriname,1989,23.38,64.05
Suriname,1990,25.76,70.58
Suriname,1991,24.32,66.63
Suriname,1992,24.97,68.42
Suriname,1993,25.75,70.54
Suriname,1994,19.43,53.23
Suriname,1995,20.71,56.73
Suriname,1996,20.91,57.29
Suriname,1997,20.38,55.84
Suriname,1998,6.90,18.90
Suriname,1999,5.39,14.76
Suriname,2000,5.28,14.47
Suriname,2002,6.50,17.81
Suriname,2003,5.68,15.56
Suriname,2004,6.63,18.16
Suriname,2005,5.17,14.15
Suriname,2006,5.03,13.78
Suriname,2007,4.84,13.26
Suriname,2008,6.33,17.35
Suriname,2009,6.00,16.45
Suriname,2011,4.89,13.39
Suriname,2012,4.95,13.56
Swaziland,1970,3.61,9.88
Swaziland,1971,3.55,9.72
Swaziland,1972,3.53,9.68
Swaziland,1973,3.57,9.79
Swaziland,1974,3.50,9.58
Swaziland,1975,3.58,9.80
Swaziland,1976,3.68,10.10
Swaziland,1977,3.72,10.19
Swaziland,1978,3.76,10.29
Swaziland,1979,3.80,10.42
Swaziland,1980,3.48,9.54
Swaziland,1981,3.27,8.96
Swaziland,1982,3.17,8.67
Swaziland,1983,3.05,8.35
Swaziland,1984,2.88,7.90
Swaziland,1985,2.97,8.14
Swaziland,1986,2.89,7.92
Swaziland,1987,2.77,7.60
Swaziland,1988,2.74,7.49
Swaziland,1989,2.70,7.40
Swaziland,1990,2.63,7.19
Swaziland,1991,2.54,6.96
Swaziland,1992,2.53,6.92
Swaziland,1993,2.26,6.20
Swaziland,1994,2.36,6.45
Swaziland,1995,2.39,6.54
Swaziland,1996,2.36,6.46
Swaziland,1997,2.38,6.51
Swaziland,1998,3.89,10.67
Swaziland,1999,3.11,8.52
Swaziland,2000,2.65,7.27
Swaziland,2001,2.51,6.88
Swaziland,2002,2.55,7.00
Swaziland,2003,2.42,6.63
Swaziland,2004,2.79,7.65
Swaziland,2005,2.66,7.28
Swaziland,2006,2.36,6.47
Swaziland,2007,3.26,8.94
Swaziland,2008,2.81,7.70
Swaziland,2009,2.57,7.04
Swaziland,2010,2.81,7.69
Swaziland,2011,2.80,7.67
Swaziland,2012,2.79,7.63
Sweden,1970,14.08,38.57
Sweden,1971,13.15,36.04
Sweden,1972,13.15,36.03
Sweden,1973,13.52,37.04
Sweden,1974,12.58,34.47
Sweden,1975,12.72,34.84
Sweden,1976,13.48,36.93
Sweden,1977,13.02,35.67
Sweden,1978,12.36,33.85
Sweden,1979,12.70,34.81
Sweden,1980,11.77,32.26
Sweden,1981,10.86,29.76
Sweden,1982,10.10,27.68
Sweden,1983,9.43,25.83
Sweden,1984,9.43,25.84
Sweden,1985,9.93,27.20
Sweden,1986,10.03,27.49
Sweden,1987,9.98,27.35
Sweden,1988,9.45,25.90
Sweden,1989,9.07,24.85
Sweden,1990,9.02,24.70
Sweden,1991,9.14,25.05
Sweden,1992,9.20,25.22
Sweden,1993,9.17,25.11
Sweden,1994,9.38,25.71
Sweden,1995,9.32,25.52
Sweden,1996,9.94,27.24
Sweden,1997,9.23,25.28
Sweden,1998,9.41,25.79
Sweden,1999,9.20,25.21
Sweden,2000,8.78,24.06
Sweden,2001,8.67,23.75
Sweden,2002,8.84,24.21
Sweden,2003,8.87,24.30
Sweden,2004,8.64,23.66
Sweden,2005,8.26,22.62
Sweden,2006,8.17,22.38
Sweden,2007,7.79,21.35
Sweden,2008,7.59,20.80
Sweden,2009,6.99,19.16
Sweden,2010,7.62,20.87
Sweden,2011,7.28,19.94
Sweden,2012,6.91,18.93
Switzerland,1970,8.10,22.20
Switzerland,1971,8.26,22.64
Switzerland,1972,8.31,22.77
Switzerland,1973,8.98,24.61
Switzerland,1974,8.18,22.41
Switzerland,1975,7.78,21.33
Switzerland,1976,8.07,22.11
Switzerland,1977,8.32,22.80
Switzerland,1978,8.55,23.42
Switzerland,1979,8.27,22.67
Switzerland,1980,8.41,23.05
Switzerland,1981,8.10,22.20
Switzerland,1982,7.51,20.58
Switzerland,1983,8.31,22.78
Switzerland,1984,8.09,22.15
Switzerland,1985,8.64,23.68
Switzerland,1986,8.55,23.41
Switzerland,1987,8.52,23.35
Switzerland,1988,8.22,22.53
Switzerland,1989,8.26,22.64
Switzerland,1990,8.40,23.01
Switzerland,1991,8.51,23.31
Switzerland,1992,8.36,22.92
Switzerland,1993,7.91,21.67
Switzerland,1994,7.84,21.48
Switzerland,1995,7.75,21.24
Switzerland,1996,7.77,21.28
Switzerland,1997,7.56,20.72
Switzerland,1998,7.65,20.95
Switzerland,1999,7.59,20.81
Switzerland,2000,7.39,20.24
Switzerland,2001,7.48,20.49
Switzerland,2002,7.28,19.93
Switzerland,2003,7.43,20.37
Switzerland,2004,7.47,20.47
Switzerland,2005,7.51,20.59
Switzerland,2006,7.45,20.41
Switzerland,2007,7.17,19.63
Switzerland,2008,7.41,20.29
Switzerland,2009,7.13,19.55
Switzerland,2010,7.30,20.01
Switzerland,2011,6.71,18.37
Switzerland,2012,6.77,18.54
Syrian Arab Republic,1970,1.76,4.82
Syrian Arab Republic,1971,1.71,4.67
Syrian Arab Republic,1972,1.64,4.50
Syrian Arab Republic,1973,1.52,4.16
Syrian Arab Republic,1974,1.82,4.98
Syrian Arab Republic,1975,2.04,5.60
Syrian Arab Republic,1976,2.29,6.27
Syrian Arab Republic,1977,2.42,6.62
Syrian Arab Republic,1978,2.41,6.60
Syrian Arab Republic,1979,2.71,7.43
Syrian Arab Republic,1980,2.60,7.11
Syrian Arab Republic,1982,2.99,8.20
Syrian Arab Republic,1983,3.31,9.06
Syrian Arab Republic,1984,3.45,9.46
Syrian Arab Republic,1985,3.11,8.51
Syrian Arab Republic,1986,3.08,8.43
Syrian Arab Republic,1987,3.61,9.90
Syrian Arab Republic,1988,3.73,10.22
Syrian Arab Republic,1989,3.51,9.62
Syrian Arab Republic,1990,3.90,10.70
Syrian Arab Republic,1991,4.27,11.71
Syrian Arab Republic,1992,4.34,11.88
Syrian Arab Republic,1993,4.31,11.81
Syrian Arab Republic,1994,4.12,11.30
Syrian Arab Republic,1995,4.22,11.57
Syrian Arab Republic,1996,4.21,11.53
Syrian Arab Republic,1997,4.10,11.23
Syrian Arab Republic,1998,4.27,11.70
Syrian Arab Republic,1999,4.22,11.56
Syrian Arab Republic,2000,4.15,11.38
Syrian Arab Republic,2001,3.91,10.72
Syrian Arab Republic,2002,3.88,10.62
Syrian Arab Republic,2003,3.80,10.41
Syrian Arab Republic,2004,3.76,10.29
Syrian Arab Republic,2005,3.70,10.12
Syrian Arab Republic,2006,3.76,10.29
Syrian Arab Republic,2007,3.72,10.20
Syrian Arab Republic,2008,3.45,9.45
Syrian Arab Republic,2009,3.36,9.21
Syrian Arab Republic,2010,3.47,9.52
Syrian Arab Republic,2011,3.60,9.87
Syrian Arab Republic,2012,3.78,10.35
Tajikistan,1970,2.63,7.19
Tajikistan,1971,2.64,7.24
Tajikistan,1972,2.69,7.36
Tajikistan,1973,2.73,7.48
Tajikistan,1974,2.78,7.61
Tajikistan,1975,2.44,6.70
Tajikistan,1976,2.45,6.71
Tajikistan,1977,2.41,6.60
Tajikistan,1978,2.39,6.54
Tajikistan,1979,2.38,6.51
Tajikistan,1980,2.49,6.83
Tajikistan,1981,2.44,6.70
Tajikistan,1982,2.33,6.39
Tajikistan,1983,2.35,6.45
Tajikistan,1984,2.29,6.28
Tajikistan,1985,2.34,6.41
Tajikistan,1986,2.40,6.58
Tajikistan,1987,2.39,6.55
Tajikistan,1988,2.39,6.54
Tajikistan,1989,2.37,6.50
Tajikistan,1990,4.10,11.24
Tajikistan,1991,4.20,11.50
Tajikistan,1992,3.68,10.08
Tajikistan,1993,2.87,7.86
Tajikistan,1994,2.30,6.30
Tajikistan,1995,2.21,6.04
Tajikistan,1996,2.12,5.80
Tajikistan,1997,1.94,5.32
Tajikistan,1998,1.91,5.24
Tajikistan,1999,1.85,5.08
Tajikistan,2000,1.62,4.43
Tajikistan,2001,1.64,4.49
Tajikistan,2002,1.60,4.39
Tajikistan,2003,1.65,4.51
Tajikistan,2004,1.77,4.85
Tajikistan,2005,1.78,4.88
Tajikistan,2006,1.89,5.18
Tajikistan,2007,2.03,5.57
Tajikistan,2008,1.95,5.35
Tajikistan,2009,1.89,5.18
Tajikistan,2010,1.93,5.28
Tajikistan,2011,1.96,5.36
Tajikistan,2012,1.92,5.27
Tanzania,1970,7.27,19.92
Tanzania,1971,4.32,11.83
Tanzania,1972,4.46,12.21
Tanzania,1973,4.57,12.52
Tanzania,1974,3.96,10.84
Tanzania,1975,4.44,12.16
Tanzania,1976,3.93,10.76
Tanzania,1977,4.30,11.77
Tanzania,1978,4.38,12.00
Tanzania,1979,5.41,14.81
Tanzania,1980,4.47,12.25
Tanzania,1981,3.89,10.67
Tanzania,1982,4.19,11.48
Tanzania,1983,4.06,11.13
Tanzania,1984,3.17,8.69
Tanzania,1985,3.13,8.59
Tanzania,1986,2.91,7.99
Tanzania,1987,3.71,10.17
Tanzania,1988,2.72,7.46
Tanzania,1989,2.91,7.98
Tanzania,1990,3.73,10.22
Tanzania,1991,3.11,8.52
Tanzania,1992,4.44,12.17
Tanzania,1993,2.69,7.37
Tanzania,1994,2.96,8.12
Tanzania,1995,3.03,8.31
Tanzania,1996,2.58,7.06
Tanzania,1997,2.41,6.60
Tanzania,1998,8.82,24.16
Tanzania,1999,4.73,12.97
Tanzania,2000,6.32,17.31
Tanzania,2001,5.60,15.35
Tanzania,2002,5.09,13.94
Tanzania,2003,6.99,19.15
Tanzania,2004,5.79,15.85
Tanzania,2005,6.84,18.74
Tanzania,2006,4.12,11.29
Tanzania,2007,4.82,13.22
Tanzania,2008,4.65,12.75
Tanzania,2009,5.18,14.20
Tanzania,2010,5.08,13.92
Tanzania,2011,4.93,13.52
Tanzania,2012,4.80,13.14
Thailand,1970,2.97,8.14
Thailand,1971,2.77,7.59
Thailand,1972,2.75,7.53
Thailand,1973,3.03,8.30
Thailand,1974,2.70,7.40
Thailand,1975,2.79,7.63
Thailand,1976,2.80,7.67
Thailand,1977,2.99,8.20
Thailand,1978,3.11,8.51
Thailand,1979,2.98,8.16
Thailand,1980,3.05,8.37
Thailand,1981,2.96,8.11
Thailand,1982,2.88,7.88
Thailand,1983,3.22,8.81
Thailand,1984,3.01,8.25
Thailand,1985,3.03,8.31
Thailand,1986,3.00,8.23
Thailand,1987,3.08,8.43
Thailand,1988,3.30,9.05
Thailand,1989,3.39,9.30
Thailand,1990,3.68,10.07
Thailand,1991,3.84,10.52
Thailand,1992,4.12,11.30
Thailand,1993,4.21,11.54
Thailand,1994,4.42,12.11
Thailand,1995,4.73,12.97
Thailand,1996,4.91,13.46
Thailand,1997,4.94,13.54
Thailand,1998,6.50,17.81
Thailand,1999,5.08,13.92
Thailand,2000,4.51,12.35
Thailand,2001,4.52,12.39
Thailand,2002,5.03,13.79
Thailand,2003,5.02,13.76
Thailand,2004,5.85,16.02
Thailand,2005,5.57,15.26
Thailand,2006,5.32,14.57
Thailand,2007,5.87,16.08
Thailand,2008,5.38,14.73
Thailand,2009,5.44,14.90
Thailand,2010,6.27,17.17
Thailand,2011,6.39,17.50
Thailand,2012,6.49,17.79
Timor,1970,0.97,2.66
Timor,1971,0.97,2.67
Timor,1972,1.02,2.79
Timor,1973,1.01,2.76
Timor,1974,0.97,2.67
Timor,1975,0.91,2.49
Timor,1976,0.83,2.28
Timor,1977,0.76,2.09
Timor,1978,0.72,1.97
Timor,1979,0.63,1.73
Timor,1980,0.60,1.64
Timor,1981,0.60,1.65
Timor,1982,0.62,1.69
Timor,1983,0.63,1.73
Timor,1984,0.65,1.77
Timor,1985,0.63,1.74
Timor,1986,0.62,1.71
Timor,1987,0.61,1.68
Timor,1988,0.57,1.56
Timor,1989,0.58,1.59
Timor,1990,0.60,1.65
Timor,1991,0.68,1.87
Timor,1992,0.64,1.74
Timor,1993,0.64,1.76
Timor,1994,0.82,2.25
Timor,1995,0.90,2.46
Timor,1996,0.73,1.99
Timor,1997,0.71,1.94
Timor,1998,0.74,2.04
Timor,1999,0.65,1.78
Timor,2000,0.71,1.93
Timor,2001,0.89,2.43
Timor,2002,0.87,2.38
Timor,2003,0.90,2.45
Timor,2004,0.88,2.42
Timor,2005,0.86,2.36
Timor,2006,0.86,2.35
Timor,2007,0.85,2.32
Timor,2008,0.85,2.32
Timor,2009,0.85,2.32
Timor,2010,0.85,2.32
Timor,2011,0.84,2.30
Timor,2012,0.83,2.27
Togo,1970,4.52,12.40
Togo,1971,4.27,11.71
Togo,1972,4.15,11.37
Togo,1973,4.31,11.81
Togo,1974,3.39,9.29
Togo,1975,3.56,9.76
Togo,1976,3.56,9.75
Togo,1977,4.06,11.14
Togo,1978,3.47,9.50
Togo,1979,3.66,10.04
Togo,1980,4.25,11.66
Togo,1981,3.50,9.58
Togo,1982,3.91,10.72
Togo,1983,3.46,9.47
Togo,1984,3.35,9.18
Togo,1985,2.98,8.15
Togo,1986,3.00,8.21
Togo,1987,3.04,8.33
Togo,1988,2.84,7.77
Togo,1989,2.96,8.12
Togo,1990,3.54,9.70
Togo,1991,2.82,7.73
Togo,1992,3.06,8.39
Togo,1993,2.80,7.68
Togo,1994,2.83,7.74
Togo,1995,2.99,8.19
Togo,1996,3.00,8.22
Togo,1997,2.92,7.99
Togo,1998,6.24,17.10
Togo,1999,4.12,11.30
Togo,2000,4.44,12.16
Togo,2001,3.54,9.70
Togo,2002,4.00,10.95
Togo,2003,3.77,10.33
Togo,2004,2.60,7.12
Togo,2005,5.64,15.47
Togo,2006,3.04,8.33
Togo,2007,3.23,8.86
Togo,2008,4.41,12.08
Togo,2009,3.77,10.32
Togo,2010,3.47,9.51
Togo,2011,3.41,9.34
Togo,2012,3.34,9.16
Tonga,1970,0.67,1.84
Tonga,1971,0.65,1.78
Tonga,1972,0.65,1.79
Tonga,1973,0.69,1.89
Tonga,1974,0.73,2.01
Tonga,1975,0.81,2.23
Tonga,1976,0.85,2.33
Tonga,1977,0.93,2.54
Tonga,1978,1.10,3.01
Tonga,1979,1.11,3.04
Tonga,1980,1.23,3.38
Tonga,1981,1.48,4.06
Tonga,1982,1.39,3.80
Tonga,1983,1.20,3.28
Tonga,1984,1.10,3.02
Tonga,1985,1.11,3.05
Tonga,1986,1.10,3.02
Tonga,1987,1.32,3.62
Tonga,1988,1.44,3.93
Tonga,1989,1.38,3.79
Tonga,1990,1.31,3.58
Tonga,1991,1.38,3.77
Tonga,1992,1.49,4.09
Tonga,1993,1.51,4.13
Tonga,1994,1.62,4.43
Tonga,1995,1.57,4.29
Tonga,1996,1.60,4.39
Tonga,1997,1.57,4.31
Tonga,1998,1.46,4.01
Tonga,1999,1.44,3.95
Tonga,2000,1.79,4.89
Tonga,2001,1.77,4.86
Tonga,2002,1.51,4.15
Tonga,2003,1.58,4.34
Tonga,2004,1.52,4.16
Tonga,2005,1.52,4.17
Tonga,2006,1.50,4.12
Tonga,2007,1.50,4.11
Tonga,2008,1.43,3.93
Tonga,2009,1.42,3.90
Tonga,2010,1.46,4.00
Tonga,2011,1.48,4.07
Trinidad and Tobago,1971,8.48,23.23
Trinidad and Tobago,1972,8.57,23.47
Trinidad and Tobago,1998,16.78,45.96
Trinidad and Tobago,1999,18.09,49.56
Trinidad and Tobago,2000,19.02,52.10
Trinidad and Tobago,2001,19.85,54.37
Trinidad and Tobago,2003,24.48,67.08
Trinidad and Tobago,2004,29.77,81.55
Trinidad and Tobago,2005,33.87,92.78
Trinidad and Tobago,2006,39.91,109.33
Trinidad and Tobago,2007,39.19,107.37
Trinidad and Tobago,2008,41.47,113.63
Trinidad and Tobago,2009,41.53,113.77
Trinidad and Tobago,2010,43.72,119.79
Trinidad and Tobago,2011,44.78,122.69
Trinidad and Tobago,2012,45.70,125.20
Tunisia,1970,1.68,4.59
Tunisia,1971,1.70,4.65
Tunisia,1972,1.78,4.89
Tunisia,1973,1.78,4.88
Tunisia,1974,1.87,5.14
Tunisia,1975,1.88,5.15
Tunisia,1976,1.90,5.20
Tunisia,1977,2.00,5.48
Tunisia,1978,2.04,5.58
Tunisia,1979,2.15,5.89
Tunisia,1980,2.28,6.25
Tunisia,1981,2.28,6.24
Tunisia,1982,2.19,5.99
Tunisia,1983,2.38,6.51
Tunisia,1984,2.42,6.63
Tunisia,1985,2.44,6.69
Tunisia,1986,2.43,6.66
Tunisia,1987,2.42,6.63
Tunisia,1988,2.47,6.76
Tunisia,1989,2.56,7.01
Tunisia,1990,2.58,7.06
Tunisia,1991,2.62,7.19
Tunisia,1992,2.69,7.38
Tunisia,1993,2.73,7.47
Tunisia,1994,2.68,7.33
Tunisia,1995,2.72,7.44
Tunisia,1996,2.82,7.72
Tunisia,1997,2.86,7.84
Tunisia,1998,2.96,8.12
Tunisia,1999,3.07,8.41
Tunisia,2000,3.18,8.70
Tunisia,2001,3.20,8.76
Tunisia,2002,3.20,8.77
Tunisia,2003,3.17,8.69
Tunisia,2004,3.25,8.90
Tunisia,2005,3.18,8.73
Tunisia,2006,3.26,8.93
Tunisia,2007,3.26,8.93
Tunisia,2008,3.37,9.24
Tunisia,2009,3.38,9.26
Tunisia,2010,3.54,9.69
Tunisia,2011,3.60,9.86
Tunisia,2012,3.65,10.00
Turkey,1970,2.71,7.42
Turkey,1971,2.78,7.62
Turkey,1972,2.97,8.15
Turkey,1973,3.08,8.43
Turkey,1974,3.09,8.46
Turkey,1975,3.21,8.80
Turkey,1976,3.40,9.32
Turkey,1977,3.57,9.77
Turkey,1978,3.49,9.57
Turkey,1979,3.30,9.04
Turkey,1980,3.34,9.16
Turkey,1981,3.34,9.16
Turkey,1982,3.45,9.46
Turkey,1983,3.47,9.51
Turkey,1984,3.54,9.70
Turkey,1985,3.57,9.78
Turkey,1986,3.73,10.23
Turkey,1987,3.79,10.38
Turkey,1988,3.82,10.46
Turkey,1989,4.00,10.97
Turkey,1990,4.16,11.40
Turkey,1991,4.13,11.33
Turkey,1992,4.27,11.69
Turkey,1993,4.32,11.84
Turkey,1994,4.18,11.47
Turkey,1995,4.47,12.24
Turkey,1996,4.68,12.82
Turkey,1997,4.80,13.15
Turkey,1998,4.82,13.22
Turkey,1999,4.74,13.00
Turkey,2000,5.00,13.71
Turkey,2001,4.64,12.70
Turkey,2002,4.76,13.04
Turkey,2003,4.90,13.42
Turkey,2004,4.98,13.64
Turkey,2005,5.12,14.02
Turkey,2006,5.48,15.03
Turkey,2007,5.84,15.99
Turkey,2008,5.67,15.53
Turkey,2009,5.67,15.54
Turkey,2010,5.84,16.01
Turkey,2011,5.92,16.23
Turkey,2012,5.98,16.37
Turkmenistan,1970,13.64,37.37
Turkmenistan,1971,13.40,36.72
Turkmenistan,1972,13.75,37.68
Turkmenistan,1973,14.24,39.02
Turkmenistan,1974,14.85,40.68
Turkmenistan,1975,9.73,26.67
Turkmenistan,1976,11.37,31.15
Turkmenistan,1977,11.71,32.09
Turkmenistan,1978,12.08,33.09
Turkmenistan,1979,12.11,33.19
Turkmenistan,1980,10.83,29.67
Turkmenistan,1981,11.03,30.22
Turkmenistan,1982,11.34,31.07
Turkmenistan,1983,11.66,31.94
Turkmenistan,1984,11.86,32.49
Turkmenistan,1985,12.26,33.60
Turkmenistan,1986,12.49,34.23
Turkmenistan,1987,12.67,34.70
Turkmenistan,1988,13.16,36.05
Turkmenistan,1989,13.07,35.82
Turkmenistan,1990,22.08,60.49
Turkmenistan,1991,19.74,54.09
