Entity,Year,Iron and steel production (Correlates of War: National Material Capabilities (v4.0)),"Military expenditure (1816-1913, current prices) (Correlates of War: National Material Capabilities (v4.0))","Military expenditure (1914-2007, current prices) (Correlates of War: National Material Capabilities (v4.0))",Military personnel (Correlates of War: National Material Capabilities (v4.0))
Trinidad and Tobago,1983,,,81022,2
Trinidad and Tobago,1984,,,75020,2
Trinidad and Tobago,1985,,,73470,2
Trinidad and Tobago,1986,,,193750,2
Trinidad and Tobago,1987,,,,2
Trinidad and Tobago,1988,,,,2
Trinidad and Tobago,1989,,,59000,2
Trinidad and Tobago,1990,371,,,2
Trinidad and Tobago,1991,440,,29000,2
Trinidad and Tobago,1992,553,,74000,2
Trinidad and Tobago,1993,519,,,2
Trinidad and Tobago,1994,631,,77000,2
Trinidad and Tobago,1995,738,,72000,2
Trinidad and Tobago,1996,695,,67000,2
Trinidad and Tobago,1997,736,,40000,2
Trinidad and Tobago,1998,777,,44000,2
Trinidad and Tobago,1999,729,,40000,2
Trinidad and Tobago,2000,741,,62000,3
Trinidad and Tobago,2001,668,,67000,3
Trinidad and Tobago,2002,817,,28000,3
Trinidad and Tobago,2003,903,,55000,3
Trinidad and Tobago,2004,815,,70000,2
Trinidad and Tobago,2005,712,,92000,2
Trinidad and Tobago,2006,673,,52000,3
Trinidad and Tobago,2007,682,,55000,3
Tunisia,1825,,,,9
Tunisia,1826,,,,9
Tunisia,1827,,,,9
Tunisia,1828,,,,9
Tunisia,1829,,,,9
Tunisia,1830,,,,9
Tunisia,1831,,,,9
Tunisia,1832,,,,9
Tunisia,1833,,,,9
Tunisia,1834,,,,9
Tunisia,1835,,,,9
Tunisia,1836,,,,9
Tunisia,1837,,,,9
Tunisia,1838,,,,9
Tunisia,1839,,,,9
Tunisia,1840,,,,9
Tunisia,1841,,,,10
Tunisia,1842,,,,10
Tunisia,1843,,,,11
Tunisia,1844,,,,11
Tunisia,1845,,,,12
Tunisia,1846,,,,12
Tunisia,1847,,,,13
Tunisia,1848,,,,13
Tunisia,1849,,,,14
Tunisia,1850,,,,14
Tunisia,1851,,,,15
Tunisia,1852,,,,15
Tunisia,1853,,,,15
Tunisia,1854,,,,16
Tunisia,1855,,,,16
Tunisia,1856,,,,17
Tunisia,1857,,,,17
Tunisia,1858,,,,18
Tunisia,1859,,,,18
Tunisia,1860,,,,18
Tunisia,1861,,,,19
Tunisia,1862,,,,19
Tunisia,1863,,,,20
Tunisia,1864,,,,20
Tunisia,1865,,,,21
Tunisia,1866,,,,21
Tunisia,1867,,,,22
Tunisia,1868,,,,22
Tunisia,1869,,,,23
Tunisia,1870,,,,23
Tunisia,1871,,,,23
Tunisia,1872,,,,4
Tunisia,1873,,,,4
Tunisia,1874,,,,4
Tunisia,1875,,,,4
Tunisia,1876,,,,4
Tunisia,1877,,,,4
Tunisia,1878,,,,4
Tunisia,1879,,,,5
Tunisia,1880,,,,5
Tunisia,1881,,,,5
Tunisia,1956,,,5143,5
Tunisia,1957,,,7143,6
Tunisia,1958,,,10479,6
Tunisia,1959,,,15714,12
Tunisia,1960,,,17619,16
Tunisia,1961,,,20476,18
Tunisia,1962,,,15714,18
Tunisia,1963,,,16905,25
Tunisia,1964,,,20476,25
Tunisia,1965,,,14231,20
Tunisia,1966,25,,16923,25
Tunisia,1967,46,,16154,25
Tunisia,1968,80,,20192,25
Tunisia,1969,102,,20192,25
Tunisia,1970,100,,22692,25
Tunisia,1971,87,,24937,25
Tunisia,1972,132,,31643,20
Tunisia,1973,137,,38333,20
Tunisia,1974,132,,46506,20
Tunisia,1975,129,,75316,20
Tunisia,1976,103,,83955,21
Tunisia,1977,156,,121678,20
Tunisia,1978,160,,148246,22
Tunisia,1979,176,,153751,24
Tunisia,1980,178,,338701,29
Tunisia,1981,173,,229887,29
Tunisia,1982,105,,324009,32
Tunisia,1983,163,,429076,28
Tunisia,1984,166,,437008,38
Tunisia,1985,160,,416537,38
Tunisia,1986,181,,547770,38
Tunisia,1987,188,,523860,38
Tunisia,1988,159,,545470,40
Tunisia,1989,188,,482460,40
Tunisia,1990,176,,400770,35
Tunisia,1991,193,,468600,35
Tunisia,1992,182,,596000,35
Tunisia,1993,182,,345000,35
Tunisia,1994,184,,312000,35
Tunisia,1995,201,,369000,35
Tunisia,1996,187,,406000,35
Tunisia,1997,195,,334000,35
Tunisia,1998,171,,363000,35
Tunisia,1999,231,,348000,35
Tunisia,2000,229,,357000,35
Tunisia,2001,239,,377000,35
Tunisia,2002,200,,346000,35
Tunisia,2003,86,,410000,35
Tunisia,2004,66,,447000,35
Tunisia,2005,115,,471000,35
Tunisia,2006,160,,502000,35
Tunisia,2007,160,,470000,35
Turkey,1816,,,,121
Turkey,1817,,,,121
Turkey,1818,,,,121
Turkey,1819,,,,141
Turkey,1820,,,,161
Turkey,1821,,,,181
Turkey,1822,,,,200
Turkey,1823,,,,206
Turkey,1824,,,,191
Turkey,1825,,,,190
Turkey,1826,,,,190
Turkey,1827,,,,191
Turkey,1828,,,,129
Turkey,1829,,,,129
Turkey,1830,,,,129
Turkey,1831,,,,129
Turkey,1832,,,,129
Turkey,1833,,,,129
Turkey,1834,,,,129
Turkey,1835,,,,129
Turkey,1836,,,,129
Turkey,1837,,,,129
Turkey,1838,,,,129
Turkey,1839,,,,278
Turkey,1840,,,,137
Turkey,1841,,,,145
Turkey,1842,,,,153
Turkey,1843,,,,162
Turkey,1844,,,,171
Turkey,1845,,,,158
Turkey,1846,,,,144
Turkey,1847,,,,130
Turkey,1848,,,,135
Turkey,1849,,,,140
Turkey,1850,,,,145
Turkey,1851,,3340,,150
Turkey,1852,,2812,,150
Turkey,1853,,,,160
Turkey,1854,,,,160
Turkey,1855,10,3058,,160
Turkey,1856,10,3045,,160
Turkey,1857,10,2792,,160
Turkey,1858,10,2605,,160
Turkey,1859,10,4338,,160
Turkey,1860,10,4337,,160
Turkey,1861,10,5360,,160
Turkey,1862,10,4816,,159
Turkey,1863,10,5151,,159
Turkey,1864,10,4923,,159
Turkey,1865,10,3645,,160
Turkey,1866,10,3640,,160
Turkey,1867,10,3546,,160
Turkey,1868,10,5481,,133
Turkey,1869,10,3996,,143
Turkey,1870,10,4275,,153
Turkey,1871,10,,,163
Turkey,1872,10,4252,,163
Turkey,1873,10,3859,,163
Turkey,1874,10,5495,,144
Turkey,1875,10,4959,,151
Turkey,1876,10,19710,,411
Turkey,1877,10,,,461
Turkey,1878,10,,,336
Turkey,1879,10,3726,,211
Turkey,1880,10,4745,,151
Turkey,1881,10,5613,,251
Turkey,1882,10,,,241
Turkey,1883,10,4340,,231
Turkey,1884,10,5166,,211
Turkey,1885,10,,,211
Turkey,1886,10,,,231
Turkey,1887,10,,,211
Turkey,1888,10,7676,,221
Turkey,1889,10,7338,,260
Turkey,1890,10,6318,,236
Turkey,1891,10,6279,,247
Turkey,1892,10,6474,,241
Turkey,1893,10,6601,,247
Turkey,1894,10,6518,,234
Turkey,1895,10,6745,,231
Turkey,1896,10,6062,,261
Turkey,1897,10,5986,,436
Turkey,1898,10,6914,,336
Turkey,1899,10,7497,,235
Turkey,1900,,6650,,273
Turkey,1901,,6717,,275
Turkey,1902,,5733,,266
Turkey,1903,,5656,,266
Turkey,1904,,5580,,239
Turkey,1905,,,,298
Turkey,1906,,,,310
Turkey,1907,,,,321
Turkey,1908,,5500,,319
Turkey,1909,,13728,,312
Turkey,1910,,8773,,324
Turkey,1911,,11123,,336
Turkey,1912,,11817,,241
Turkey,1913,,25134,,241
Turkey,1914,,,,249
Turkey,1915,,,45568,790
Turkey,1918,,,48820,400
Turkey,1919,,,33528,129
Turkey,1920,,,,109
Turkey,1921,,,,169
Turkey,1922,,,,209
Turkey,1923,,,,129
Turkey,1924,,,17820,129
Turkey,1925,,,18198,129
Turkey,1926,,,42121,129
Turkey,1927,,,37030,99
Turkey,1928,,,35587,129
Turkey,1929,,,32775,129
Turkey,1930,,,29704,149
Turkey,1931,,,26471,145
Turkey,1932,,,20714,149
Turkey,1933,,,21572,149
Turkey,1934,,,45397,203
Turkey,1935,,,51482,211
Turkey,1936,,,58103,211
Turkey,1937,,,65589,211
Turkey,1938,,,81548,211
Turkey,1939,,,59371,148
Turkey,1940,38,,79176,
Turkey,1941,33,,108253,513
Turkey,1942,50,,,513
Turkey,1943,43,,72406,513
Turkey,1944,61,,88573,513
Turkey,1945,64,,396678,514
Turkey,1946,80,,278779,689
Turkey,1947,90,,171484,689
Turkey,1948,102,,172615,689
Turkey,1949,103,,196814,669
Turkey,1950,91,,197876,684
Turkey,1951,135,,230796,531
Turkey,1952,153,,256637,533
Turkey,1953,163,,292743,436
Turkey,1954,169,,331327,413
Turkey,1955,188,,381239,425
Turkey,1956,193,,413928,437
Turkey,1957,176,,452142,449
Turkey,1958,160,,371212,460
Turkey,1959,214,,238692,460
Turkey,1960,266,,266630,435
Turkey,1961,282,,300664,400
Turkey,1962,242,,324115,420
Turkey,1963,331,,349226,475
Turkey,1964,405,,380863,480
Turkey,1965,581,,422677,490
Turkey,1966,842,,440088,510
Turkey,1967,996,,506167,530
Turkey,1968,1109,,568172,535
Turkey,1969,1170,,594163,545
Turkey,1970,1312,,686894,540
Turkey,1971,1122,,568948,610
Turkey,1972,1442,,703957,610
Turkey,1973,1163,,861625,563
Turkey,1974,1458,,1136713,574
Turkey,1975,1457,,2091123,584
Turkey,1976,1469,,2534791,674
Turkey,1977,1397,,2765803,771
Turkey,1978,1628,,2727905,721
Turkey,1979,1431,,3001094,698
Turkey,1980,1700,,2203621,717
Turkey,1981,1744,,2815664,741
Turkey,1982,1998,,2755065,769
Turkey,1983,3599,,2469087,824
Turkey,1984,4113,,2190865,815
Turkey,1985,4737,,1649000,814
Turkey,1986,5989,,1830000,860
Turkey,1987,7044,,2020000,879
Turkey,1988,8009,,1700000,847
Turkey,1989,7853,,2100000,780
Turkey,1990,8373,,2980000,769
Turkey,1991,8572,,4400000,804
Turkey,1992,9657,,4140000,704
Turkey,1993,9061,,7075000,686
Turkey,1994,12624,,4600000,811
Turkey,1995,13183,,6606000,805
Turkey,1996,13624,,7674000,818
Turkey,1997,14475,,7792000,820
Turkey,1998,14144,,8955000,788
Turkey,1999,14313,,9717000,789
Turkey,2000,14325,,9994000,610
Turkey,2001,14981,,7219000,515
Turkey,2002,16467,,8034000,515
Turkey,2003,18298,,9036000,515
Turkey,2004,20478,,9390000,514
Turkey,2005,20961,,10328000,514
Turkey,2006,23315,,13038000,515
Turkey,2007,25754,,13643000,515
Turkmenistan,1992,,,433300,28
Turkmenistan,1993,,,74000,28
Turkmenistan,1994,,,66000,15
Turkmenistan,1995,,,135000,21
Turkmenistan,1996,,,141000,21
Turkmenistan,1997,,,138000,21
Turkmenistan,1998,,,86000,15
Turkmenistan,1999,,,144000,15
Turkmenistan,2000,,,290000,14
Turkmenistan,2001,,,222000,18
Turkmenistan,2002,,,350000,18
Turkmenistan,2003,,,350000,29
Turkmenistan,2004,,,145000,27
Turkmenistan,2005,,,154000,26
Turkmenistan,2006,,,184000,26
Turkmenistan,2007,,,209000,26
Tuscany,1816,,101,,4
Tuscany,1817,,102,,4
Tuscany,1818,,104,,4
Tuscany,1819,,109,,3
Tuscany,1820,,112,,3
Tuscany,1821,,117,,3
Tuscany,1822,,125,,12
Tuscany,1823,,129,,3
Tuscany,1824,,133,,3
Tuscany,1825,,141,,3
Tuscany,1826,,147,,3
Tuscany,1827,,152,,3
Tuscany,1828,,151,,3
Tuscany,1829,,150,,3
Tuscany,1830,,148,,3
Tuscany,1831,,147,,3
Tuscany,1832,,146,,3
Tuscany,1833,,144,,3
Tuscany,1834,,143,,3
Tuscany,1835,,141,,3
Tuscany,1836,,141,,3
Tuscany,1837,,157,,3
Tuscany,1838,,163,,3
Tuscany,1839,,167,,3
Tuscany,1840,,171,,6
Tuscany,1841,,175,,6
Tuscany,1842,,178,,6
Tuscany,1843,,185,,6
Tuscany,1844,,191,,6
Tuscany,1845,,199,,6
Tuscany,1846,,205,,6
Tuscany,1847,,211,,6
Tuscany,1848,,219,,6
Tuscany,1849,,224,,6
Tuscany,1850,,235,,12
Tuscany,1851,,231,,10
Tuscany,1852,,227,,10
Tuscany,1853,,232,,12
Tuscany,1854,,254,,13
Tuscany,1855,,262,,15
Tuscany,1856,,268,,15
Tuscany,1857,,269,,12
Tuscany,1858,,277,,15
Tuscany,1859,,278,,18
Tuscany,1860,,783,,21
Two Sicilies,1816,,,,27
Two Sicilies,1817,,,,27
Two Sicilies,1818,,,,27
Two Sicilies,1819,,,,35
Two Sicilies,1820,,,,42
Two Sicilies,1821,,,,49
Two Sicilies,1822,,,,55
Two Sicilies,1823,,,,53
Two Sicilies,1824,,,,33
Two Sicilies,1825,,,,33
Two Sicilies,1826,,,,33
Two Sicilies,1827,,,,34
Two Sicilies,1828,,,,31
Two Sicilies,1829,,,,33
Two Sicilies,1830,,,,33
Two Sicilies,1831,,,,31
Two Sicilies,1832,,,,33
Two Sicilies,1833,,,,34
Two Sicilies,1834,,,,34
Two Sicilies,1835,,,,35
Two Sicilies,1836,,,,35
Two Sicilies,1837,,,,30
Two Sicilies,1838,,,,36
Two Sicilies,1839,,,,37
Two Sicilies,1840,,,,38
Two Sicilies,1841,,,,38
Two Sicilies,1842,,,,39
Two Sicilies,1843,,,,39
Two Sicilies,1844,,,,40
Two Sicilies,1845,,,,40
Two Sicilies,1846,,,,41
Two Sicilies,1847,,,,47
Two Sicilies,1848,,,,49
Two Sicilies,1849,,,,46
Two Sicilies,1850,,,,53
Two Sicilies,1851,,,,53
Two Sicilies,1852,,,,43
Two Sicilies,1853,,,,53
Two Sicilies,1854,,,,57
Two Sicilies,1855,,,,57
Two Sicilies,1856,,,,94
Two Sicilies,1857,,,,94
Two Sicilies,1858,,2327,,94
Two Sicilies,1859,,3091,,93
Two Sicilies,1860,,,,92
Two Sicilies,1861,,,,91
Uganda,1962,,,840,2
Uganda,1963,,,2800,6
Uganda,1964,,,5601,6
Uganda,1965,,,10921,6
Uganda,1966,19,,14282,11
Uganda,1967,20,,16802,12
Uganda,1968,21,,19882,15
Uganda,1969,21,,19602,16
Uganda,1970,20,,22260,16
Uganda,1971,16,,52670,14
Uganda,1972,11,,64679,13
Uganda,1973,14,,59246,12
Uganda,1974,12,,74972,25
Uganda,1975,8,,86613,25
Uganda,1976,8,,99788,25
Uganda,1977,15,,135864,23
Uganda,1978,7,,156012,6
Uganda,1979,3,,241009,6
Uganda,1980,4,,250090,6
Uganda,1981,2,,81222,6
Uganda,1982,2,,94332,10
Uganda,1983,,,88706,13
Uganda,1984,,,38043,15
Uganda,1985,,,38257,15
Uganda,1986,,,80000,15
Uganda,1987,,,130920,25
Uganda,1988,,,141670,35
Uganda,1989,,,83820,40
Uganda,1990,30,,74130,60
Uganda,1991,30,,73290,60
Uganda,1992,30,,86810,70
Uganda,1993,30,,79500,70
Uganda,1994,30,,80000,60
Uganda,1995,30,,126000,51
Uganda,1996,30,,156000,50
Uganda,1997,30,,166000,50
Uganda,1998,30,,230000,50
Uganda,1999,30,,199000,50
Uganda,2000,30,,135000,50
Uganda,2001,30,,126000,55
Uganda,2002,30,,165000,55
Uganda,2003,30,,158000,60
Uganda,2004,30,,168000,52
Uganda,2005,30,,196000,45
Uganda,2006,30,,192000,45
Uganda,2007,30,,232000,45
Ukraine,1991,45000,,4530000,
Ukraine,1992,42000,,5300000,438
Ukraine,1993,33000,,1445000,510
Ukraine,1994,24081,,1098000,495
Ukraine,1995,22309,,1005000,476
Ukraine,1996,22332,,1286000,476
Ukraine,1997,25629,,1324000,450
Ukraine,1998,24445,,1415000,365
Ukraine,1999,27453,,1437000,340
Ukraine,2000,31767,,5100000,304
Ukraine,2001,33108,,4899000,304
Ukraine,2002,34050,,5500000,302
Ukraine,2003,36932,,5500000,296
Ukraine,2004,38738,,1013000,241
Ukraine,2005,38641,,1080000,187
Ukraine,2006,40891,,1269000,188
Ukraine,2007,42830,,1802000,188
United Arab Emirates,1971,,,,2
United Arab Emirates,1972,,,,10
United Arab Emirates,1973,,,12912,11
United Arab Emirates,1974,,,20181,19
United Arab Emirates,1975,,,31303,21
United Arab Emirates,1976,,,78925,27
United Arab Emirates,1977,,,605897,25
United Arab Emirates,1978,,,689192,25
United Arab Emirates,1979,,,1180300,25
United Arab Emirates,1980,,,2093788,44
United Arab Emirates,1981,,,2269943,44
United Arab Emirates,1982,,,2915345,44
United Arab Emirates,1983,,,2421878,44
United Arab Emirates,1984,,,2343436,44
United Arab Emirates,1985,,,2043000,44
United Arab Emirates,1986,,,1880000,44
United Arab Emirates,1987,,,1580000,44
United Arab Emirates,1988,,,1590000,43
United Arab Emirates,1989,,,1471000,43
United Arab Emirates,1990,45,,2590000,66
United Arab Emirates,1991,45,,4900000,66
United Arab Emirates,1992,45,,2100000,55
United Arab Emirates,1993,45,,1771000,55
United Arab Emirates,1994,45,,2149000,60
United Arab Emirates,1995,60,,1950000,60
United Arab Emirates,1996,90,,2115000,60
United Arab Emirates,1997,90,,2424000,60
United Arab Emirates,1998,90,,3056000,65
United Arab Emirates,1999,90,,3187000,65
United Arab Emirates,2000,90,,2997000,65
United Arab Emirates,2001,90,,3070000,65
United Arab Emirates,2002,90,,2490000,42
United Arab Emirates,2003,90,,2519000,50
United Arab Emirates,2004,90,,8910000,50
United Arab Emirates,2005,90,,8747000,50
United Arab Emirates,2006,90,,9482000,51
United Arab Emirates,2007,90,,10082000,51
United Kingdom,1816,270,16942,,255
United Kingdom,1817,260,16088,,190
United Kingdom,1818,280,15039,,173
United Kingdom,1819,280,12453,,143
United Kingdom,1820,320,11748,,144
United Kingdom,1821,390,10225,,139
United Kingdom,1822,360,9335,,125
United Kingdom,1823,450,9783,,125
United Kingdom,1824,550,10386,,132
United Kingdom,1825,580,10568,,132
United Kingdom,1826,520,11475,,149
United Kingdom,1827,690,10941,,155
United Kingdom,1828,700,9459,,155
United Kingdom,1829,690,9559,,148
United Kingdom,1830,680,8491,,140
United Kingdom,1831,600,8903,,150
United Kingdom,1832,630,9332,,145
United Kingdom,1833,730,8184,,144
United Kingdom,1834,790,7919,,137
United Kingdom,1835,930,7147,,136
United Kingdom,1836,970,7721,,143
United Kingdom,1837,1030,8448,,143
United Kingdom,1838,1120,8531,,155
United Kingdom,1839,1250,9737,,159
United Kingdom,1840,1400,10028,,168
United Kingdom,1841,1330,10730,,173
United Kingdom,1842,1080,10836,,184
United Kingdom,1843,1220,10581,,158
United Kingdom,1844,1560,10032,,185
United Kingdom,1845,2200,11869,,178
United Kingdom,1846,2210,13117,,191
United Kingdom,1847,2000,14680,,193
United Kingdom,1848,2090,14883,,208
United Kingdom,1849,2170,12008,,203
United Kingdom,1850,2250,11606,,201
United Kingdom,1851,2500,10941,,198
United Kingdom,1852,2700,10132,,201
United Kingdom,1853,2900,9140,,213
United Kingdom,1854,3119,76329,,234
United Kingdom,1855,3270,36520,,329
United Kingdom,1856,3644,32369,,382
United Kingdom,1857,3718,18866,,272
United Kingdom,1858,3511,19531,,292
United Kingdom,1859,3773,24324,,315
United Kingdom,1860,3888,25007,,347
United Kingdom,1861,3772,26032,,316
United Kingdom,1862,4006,23575,,305
United Kingdom,1863,4582,22204,,312
United Kingdom,1864,4845,21878,,290
United Kingdom,1865,4882,20976,,296
United Kingdom,1866,4597,20828,,286
United Kingdom,1867,4837,26133,,283
United Kingdom,1868,5050,27264,,279
United Kingdom,1869,5533,22194,,270
United Kingdom,1870,6059,19917,,257
United Kingdom,1871,6733,16177,,241
United Kingdom,1872,6850,19853,,254
United Kingdom,1873,6671,20867,,252
United Kingdom,1874,6087,20839,,248
United Kingdom,1875,6467,21098,,245
United Kingdom,1876,6661,22307,,244
United Kingdom,1877,6715,25051,,251
United Kingdom,1878,6483,25926,,261
United Kingdom,1879,6091,25121,,260
United Kingdom,1880,7873,21448,,248
United Kingdom,1881,8275,22350,,247
United Kingdom,1882,8725,24028,,247
United Kingdom,1883,8666,24410,,239
United Kingdom,1884,7937,27051,,240
United Kingdom,1885,7534,38021,,256
United Kingdom,1886,7122,29412,,265
United Kingdom,1887,7681,27740,,273
United Kingdom,1888,8127,27136,,273
United Kingdom,1889,8457,28990,,275
United Kingdom,1890,8031,29602,,278
United Kingdom,1891,7525,29742,,281
United Kingdom,1892,6817,31871,,288
United Kingdom,1893,7089,29824,,294
United Kingdom,1894,7546,33168,,302
United Kingdom,1895,7827,35743,,309
United Kingdom,1896,8799,35253,,315
United Kingdom,1897,8937,35187,,319
United Kingdom,1898,8748,38741,,331
United Kingdom,1899,9572,63547,,331
United Kingdom,1900,4980,119587,,487
United Kingdom,1901,4983,116896,,521
United Kingdom,1902,4988,93419,,489
United Kingdom,1903,5115,66400,,416
United Kingdom,1904,5108,59715,,409
United Kingdom,1905,5905,55604,,394
United Kingdom,1906,6566,53899,,384
United Kingdom,1907,6628,53207,,369
United Kingdom,1908,5381,51755,,364
United Kingdom,1909,5976,56532,,381
United Kingdom,1910,6476,61417,,372
United Kingdom,1911,6566,65309,,376
United Kingdom,1912,6905,67957,,523
United Kingdom,1913,7787,67734,,533
United Kingdom,1914,7971,,1678843,532
United Kingdom,1915,8687,,4651398,4350
United Kingdom,1916,9136,,6213396,
United Kingdom,1917,9873,,7600458,4430
United Kingdom,1918,9692,,8104264,4222
United Kingdom,1919,8021,,745209,1333
United Kingdom,1920,9212,,1475661,596
United Kingdom,1921,3762,,824711,448
United Kingdom,1922,5975,,549008,368
United Kingdom,1923,8618,,584227,337
United Kingdom,1924,8333,,584242,337
United Kingdom,1925,7504,,580411,342
United Kingdom,1926,3654,,562657,341
United Kingdom,1927,9243,,567952,338
United Kingdom,1928,8657,,542969,330
United Kingdom,1929,9791,,534694,325
United Kingdom,1930,7444,,512181,318
United Kingdom,1931,5286,,489350,319
United Kingdom,1932,5345,,326642,317
United Kingdom,1933,7138,,333267,316
United Kingdom,1934,8992,,540015,318
United Kingdom,1935,10017,,646350,321
United Kingdom,1936,11974,,892341,336
United Kingdom,1937,13192,,1245603,350
United Kingdom,1938,10565,,1863997,376
United Kingdom,1939,13433,,7895671,394
United Kingdom,1940,13183,,9948329,1020
United Kingdom,1941,12510,,11280839,2300
United Kingdom,1942,13150,,13478623,3390
United Kingdom,1943,13240,,15376590,4145
United Kingdom,1944,12337,,16254371,4900
United Kingdom,1945,12014,,17002048,5090
United Kingdom,1946,12899,,17753616,2053
United Kingdom,1947,12929,,6656196,1302
United Kingdom,1948,15116,,3438984,847
United Kingdom,1949,15803,,3137333,770
United Kingdom,1950,16554,,2376154,689
United Kingdom,1951,15889,,3215782,826
United Kingdom,1952,16681,,4340931,872
United Kingdom,1953,17891,,4582745,865
United Kingdom,1954,18817,,4409778,839
United Kingdom,1955,20108,,4363684,809
United Kingdom,1956,20990,,4527611,761
United Kingdom,1957,22047,,4383177,702
United Kingdom,1958,19880,,4469098,614
United Kingdom,1959,20510,,4452225,565
United Kingdom,1960,24695,,4633255,519
United Kingdom,1961,22441,,4791138,475
United Kingdom,1962,20820,,5092642,475
United Kingdom,1963,22880,,5239560,450
United Kingdom,1964,26643,,5592841,435
United Kingdom,1965,27421,,5832633,425
United Kingdom,1966,27686,,6032499,425
United Kingdom,1967,24257,,6348674,425
United Kingdom,1968,26255,,5611164,410
United Kingdom,1969,26822,,5489866,390
United Kingdom,1970,28291,,5866538,390
United Kingdom,1971,24153,,6853483,370
United Kingdom,1972,25293,,8151113,370
United Kingdom,1973,26594,,8612065,377
United Kingdom,1974,22323,,9730994,359
United Kingdom,1975,20098,,11475228,348
United Kingdom,1976,22274,,11076590,337
United Kingdom,1977,20411,,11886891,326
United Kingdom,1978,20311,,14618042,320
United Kingdom,1979,21464,,19175649,324
United Kingdom,1980,11277,,26757385,330
United Kingdom,1981,15573,,25691234,341
United Kingdom,1982,13704,,24169041,335
United Kingdom,1983,14986,,24873196,333
United Kingdom,1984,15121,,23294855,336
United Kingdom,1985,15722,,24200000,334
United Kingdom,1986,14725,,27344000,331
United Kingdom,1987,17414,,31774000,328
United Kingdom,1988,18950,,31910000,324
United Kingdom,1989,18744,,31270000,318
United Kingdom,1990,16464,,38520000,308
United Kingdom,1991,16632,,40430000,301
United Kingdom,1992,16008,,42330000,293
United Kingdom,1993,16464,,34020000,271
United Kingdom,1994,17286,,35409000,257
United Kingdom,1995,17604,,33406000,233
United Kingdom,1996,17992,,35266000,221
United Kingdom,1997,18501,,35736000,218
United Kingdom,1998,17315,,38093000,218
United Kingdom,1999,16298,,36368000,218
United Kingdom,2000,15155,,35655000,212
United Kingdom,2001,13543,,34714000,211
United Kingdom,2002,11667,,38141000,210
United Kingdom,2003,13268,,43311000,213
United Kingdom,2004,13766,,50120000,209
United Kingdom,2005,13248,,56922000,205
United Kingdom,2006,13871,,59926000,217
United Kingdom,2007,14317,,63258000,191
United Korea,1888,,,,7
United Korea,1889,,,,7
United Korea,1890,,,,7
United Korea,1891,,,,7
United Korea,1892,,,,7
United Korea,1893,,,,5
United Korea,1894,,,,5
United Korea,1895,,171,,4
United Korea,1896,,171,,4
United Korea,1897,,99,,4
United Korea,1898,,,,4
United Korea,1899,,146,,4
United Korea,1900,,164,,5
United Korea,1901,,360,,17
United Korea,1902,,284,,17
United Korea,1903,,407,,17
United Korea,1904,,255,,10
United Korea,1905,,239,,17
United States,1816,80,3823,,17
United States,1817,80,2466,,15
United States,1818,90,1910,,14
United States,1819,90,2301,,13
United States,1820,110,1556,,15
United States,1821,100,1612,,11
United States,1822,100,1079,,10
United States,1823,110,1170,,11
United States,1824,110,1261,,11
United States,1825,120,1336,,11
United States,1826,120,1658,,12
United States,1827,130,1663,,12
United States,1828,130,1622,,11
United States,1829,144,1678,,12
United States,1830,168,1687,,12
United States,1831,194,1835,,11
United States,1832,203,1896,,12
United States,1833,220,2445,,13
United States,1834,240,2073,,13
United States,1835,260,2001,,14
United States,1836,280,2571,,17
United States,1837,290,3121,,22
United States,1838,310,3083,,18
United States,1839,330,2012,,19
United States,1840,291,2755,,22
United States,1841,290,3042,,21
United States,1842,219,3011,,23
United States,1843,320,1364,,21
United States,1844,400,2432,,21
United States,1845,490,3534,,21
United States,1846,777,9506,,39
United States,1847,813,7431,,58
United States,1848,813,8106,,60
United States,1849,660,3558,,23
United States,1850,572,4302,,21
United States,1851,420,3525,,21
United States,1852,508,4226,,21
United States,1853,730,4605,,21
